,MarianMT,Unicamp_T5,NLLB_1.3b
414,70,50,90
415,85,60,90
416,70,50,85
417,85,70,90
418,85,70,90
419,70,60,80
420,85,70,90
421,75,60,80
422,90,95,85
423,70,60,80
424,80,60,90
425,70,40,85
426,70,80,90
427,85,90,95
428,80,60,90
429,85,80,90
430,75,60,85
431,90,85,95
432,70,80,90
433,85,75,90
434,85,80,90
435,75,60,80
436,65,50,75
437,70,80,85
438,65,40,75
439,85,75,90
440,88,85,90
441,85,70,90
442,70,50,85
443,60,40,75
444,70,50,80
445,80,70,90
446,60,70,50
447,85,88,95
448,75,40,85
449,80,70,60
450,75,60,85
451,65,10,80
452,75,80,70
453,75,80,50
454,65,50,70
455,85,75,80
456,70,50,80
457,85,70,90
458,85,70,60
459,85,70,90
460,90,80,95
461,70,85,90
462,85,70,90
463,70,45,60
464,85,70,90
465,65,45,80
466,70,50,85
467,85,90,95
468,85,70,90
469,75,60,85
470,85,60,75
471,60,50,40
472,80,85,90
473,75,55,80
474,85,90,95
475,90,80,95
476,80,60,70
477,85,75,90
478,85,80,90
479,75,80,65
480,80,60,85
481,80,90,70
482,70,80,60
483,95,85,100
484,65,50,40
485,85,70,90
486,85,90,60
487,85,70,90
488,85,70,90
489,85,90,75
490,75,60,80
491,85,70,90
492,90,80,85
493,85,70,90
494,70,60,75
495,85,60,90
496,80,65,90
497,75,85,90
498,75,80,90
499,85,70,90
500,75,60,70
501,70,60,80
502,75,80,90
503,85,70,90
504,85,70,90
505,85,70,95
506,60,40,75
507,85,70,90
508,85,70,90
509,65,70,80
510,85,70,90
511,60,20,40
512,65,70,80
513,85,70,90
514,75,90,80
515,85,70,90
516,90,95,85
517,85,70,60
518,50,40,30
519,75,50,80
520,75,60,80
521,90,80,85
522,75,60,80
523,85,40,90
524,75,70,80
525,80,65,90
526,75,60,85
527,85,70,90
528,80,70,90
529,85,70,90
530,72,45,88
531,85,70,90
532,85,75,90
533,85,80,90
534,85,70,90
535,70,50,60
536,70,60,75
537,75,65,80
538,70,50,80
539,70,60,80
540,70,75,80
541,85,40,90
542,70,40,85
543,85,70,90
544,70,40,80
545,70,60,50
546,75,80,90
547,70,75,80
548,85,90,80
549,75,60,85
550,90,85,88
551,75,60,85
552,75,40,90
553,85,70,90
554,70,80,90
555,70,60,80
556,70,60,80
557,85,60,90
558,85,70,90
559,72,40,85
560,80,70,90
561,65,40,80
562,85,75,90
563,70,60,85
564,70,50,85
565,85,75,90
566,85,70,80
567,75,60,85
568,60,30,45
569,85,90,90
570,75,60,85
571,85,75,90
572,70,50,80
573,85,70,90
574,75,60,85
575,70,40,80
576,75,60,90
577,85,90,75
578,75,60,85
579,85,70,90
580,90,85,95
581,75,85,60
582,90,85,80
583,75,60,85
584,85,70,90
585,85,80,90
586,85,75,80
587,70,60,80
588,85,75,90
589,85,80,90
590,85,70,90
591,70,60,80
592,65,75,80
593,70,50,85
594,85,90,80
595,85,70,90
596,70,75,80
597,70,50,80
598,70,40,80
599,85,75,90
600,80,90,85
601,75,80,85
602,85,70,90
603,65,40,80
604,75,60,80
605,70,60,80
606,80,70,90
607,85,90,75
608,85,65,75
609,80,30,90
610,75,60,85
611,85,70,90
612,70,85,90
613,80,90,95
614,70,50,80
615,80,70,90
616,70,50,80
617,85,70,90
618,70,80,85
619,85,70,90
620,85,90,80
621,75,45,80
622,85,70,90
623,85,70,90
624,70,50,80
625,85,70,90
626,85,90,80
627,85,70,90
628,70,60,80
629,70,50,80
630,85,70,90
631,85,60,90
632,80,70,90
633,85,70,90
634,70,60,80
635,85,70,90
636,80,70,85
637,75,50,85
638,90,80,85
639,75,50,85
640,75,60,85
641,85,75,90
642,60,40,75
643,85,60,90
644,85,70,60
645,65,50,70
646,70,60,80
647,85,70,80
648,85,90,95
649,80,70,90
650,80,60,85
651,85,90,90
652,65,45,75
653,70,55,80
654,75,40,85
655,70,85,60
656,85,50,70
657,85,70,90
658,70,65,80
659,65,50,75
660,75,60,80
661,70,50,80
662,85,70,60
663,85,75,90
664,85,90,95
665,85,90,92
666,65,40,75
667,60,40,70
668,85,70,90
669,85,70,90
670,85,70,90
671,75,50,90
672,85,70,90
673,85,80,90
674,85,70,90
675,90,80,85
676,70,50,80
677,90,75,85
678,70,50,85
679,50,60,70
680,85,90,80
681,75,70,80
682,75,60,85
683,80,70,85
684,85,75,90
685,88,76,92
686,75,50,80
687,80,40,70
688,70,60,80
689,85,70,90
690,70,40,85
691,85,75,90
692,85,70,80
693,75,60,80
694,75,70,80
695,75,50,85
696,75,60,85
697,80,70,85
698,90,70,95
699,85,70,90
700,80,85,90
701,80,70,90
702,75,80,70
703,75,60,80
704,75,60,85
705,80,50,90
706,70,80,90
707,85,80,90
708,85,70,80
709,72,58,80
710,60,40,75
711,70,85,60
712,90,60,85
713,85,70,95
714,70,60,80
715,65,75,70
716,90,80,95
717,85,70,90
718,85,70,90
719,75,80,70
720,85,60,90
721,80,40,90
722,80,60,85
723,85,70,90
724,75,60,50
725,85,50,90
726,85,70,90
727,85,70,90
728,65,75,60
729,75,60,90
730,75,80,90
731,65,50,70
732,70,50,80
733,90,80,95
734,85,75,90
735,90,85,95
736,70,60,80
737,40,30,50
738,90,80,100
739,70,60,80
740,70,50,80
741,85,90,95
742,85,90,95
743,85,75,90
744,70,60,80
745,70,40,60
746,75,40,85
747,70,40,80
748,75,60,80
749,85,80,95
750,85,90,95
751,75,30,85
752,65,50,75
753,70,80,90
754,75,70,85
755,85,90,95
756,75,50,85
757,70,60,80
758,80,70,90
759,85,75,90
760,85,75,90
761,65,50,80
762,70,75,80
763,85,70,90
764,85,80,90
765,75,60,85
766,85,90,95
767,75,60,85
768,85,70,90
769,75,80,70
770,75,80,85
771,75,10,85
772,75,60,85
773,85,90,75
774,60,40,75
775,70,60,80
776,70,50,80
777,75,40,90
778,65,50,80
779,85,60,95
780,70,40,80
781,85,70,90
782,85,80,90
783,85,70,80
784,75,50,85
785,75,60,85
786,85,70,90
787,90,95,100
788,75,65,85
789,85,70,90
790,70,50,85
791,70,50,80
792,75,50,90
793,80,70,90
794,75,80,65
795,75,80,90
796,85,70,90
797,75,80,90
798,85,80,90
799,90,85,80
800,75,60,85
801,90,80,85
802,60,50,70
803,85,75,90
804,85,90,80
805,70,80,90
806,80,90,95
807,85,60,90
808,70,40,85
809,85,70,90
810,85,50,90
811,85,70,95
812,45,60,50
813,70,60,80
814,75,80,85
815,75,60,80
816,70,60,80
817,70,40,80
818,70,50,60
819,75,55,90
820,85,60,90
821,65,40,75
822,70,40,80
823,65,40,75
824,65,50,70
825,85,90,95
826,85,70,90
827,75,60,85
828,85,90,80
829,70,40,90
830,70,80,90
831,85,60,90
832,75,50,90
833,85,70,90
834,75,80,85
835,60,20,80
836,70,40,85
837,80,70,60
838,85,70,90
839,85,70,90
840,90,75,100
841,85,75,90
842,75,80,85
843,85,78,90
844,75,60,85
845,85,90,80
846,85,75,65
847,85,80,90
848,80,60,85
849,90,85,95
850,65,40,75
851,65,70,80
852,75,80,85
853,65,70,50
854,70,50,80
855,80,60,70
856,85,60,90
857,85,70,90
858,85,70,90
859,85,70,90
860,75,80,90
861,70,85,90
862,75,50,60
863,65,70,75
864,80,20,95
865,85,40,70
866,75,80,90
867,85,70,90
868,85,70,90
869,75,60,85
870,85,75,90
871,75,60,85
872,85,75,90
873,60,40,80
874,65,75,80
875,70,60,80
876,90,85,95
877,75,80,60
878,70,40,80
879,70,60,80
880,85,90,95
881,60,40,65
882,80,60,85
883,90,75,85
884,80,70,90
885,70,60,80
886,70,40,85
887,85,70,90
888,75,60,80
889,75,60,85
890,85,90,95
891,85,70,90
892,50,60,75
893,65,70,80
894,85,70,90
895,85,70,90
896,85,75,90
897,85,70,60
898,75,80,65
899,85,75,90
900,75,60,85
901,85,70,90
902,70,50,85
903,85,70,90
904,70,60,80
905,85,60,70
906,85,70,90
907,85,70,90
908,85,70,80
909,80,60,85
910,80,70,90
911,70,60,80
912,50,40,60
913,85,75,90
914,85,60,75
915,80,60,90
916,85,70,90
917,85,70,90
918,85,70,80
919,75,60,50
920,85,70,90
921,85,50,90
922,50,30,70
923,75,60,80
924,85,70,90
925,70,50,90
926,85,70,90
927,60,40,70
928,85,70,90
929,80,70,85
930,85,90,80
931,75,80,90
932,85,90,80
933,85,90,85
934,70,40,80
935,70,60,80
936,85,60,90
937,75,50,80
938,70,40,60
939,75,50,80
940,85,70,90
941,87,70,90
942,85,75,90
943,80,70,90
944,75,45,90
945,90,85,95
946,85,70,100
947,70,20,80
948,70,50,80
949,85,70,90
950,80,70,90
951,70,60,80
952,85,70,90
953,85,90,80
954,75,60,85
955,85,70,90
956,85,75,90
957,75,50,100
958,75,60,85
959,80,60,85
960,70,60,80
961,85,70,90
962,85,70,80
963,85,90,80
964,85,75,90
965,85,70,90
966,90,80,95
967,65,20,75
968,85,80,90
969,85,70,90
970,70,60,80
971,85,70,90
972,90,70,80
973,75,50,90
974,85,70,90
975,85,70,90
976,60,30,70
977,65,40,80
978,70,60,80
979,70,80,85
980,70,60,80
981,70,60,80
982,85,90,95
983,85,90,80
984,75,60,80
985,85,70,90
986,85,70,90
987,75,60,80
988,70,85,60
989,70,50,80
990,85,60,90
991,85,70,90
992,75,60,85
993,75,60,85
994,70,85,60
995,75,50,80
996,85,90,80
997,90,70,100
998,70,50,80
999,75,60,80
1000,85,75,90
1001,75,50,85
1002,70,40,80
1003,75,60,70
1004,75,80,90
1005,60,50,80
1006,85,90,95
1007,85,70,60
1008,85,70,60
1009,85,90,80
1010,70,50,85
1011,70,60,50
1012,80,70,90
1013,70,50,80
1014,75,60,80
1015,80,60,90
1016,90,80,95
1017,85,75,80
1018,65,70,75
1019,85,70,90
1020,85,70,90
1021,85,70,90
1022,85,70,90
1023,85,70,90
1024,85,90,80
1025,70,80,85
1026,75,80,90
1027,85,90,70
1028,80,60,90
1029,80,60,90
1030,85,70,90
1031,40,50,60
1032,85,80,70
1033,85,70,90
1034,85,70,90
1035,70,50,80
1036,85,80,90
1037,75,80,60
1038,84,76,80
1039,65,70,80
1040,85,70,90
1041,70,50,80
1042,75,60,85
1043,85,90,95
1044,85,70,90
1045,60,40,50
1046,85,70,90
1047,70,80,85
1048,85,70,90
1049,85,75,90
1050,85,70,90
1051,85,70,65
1052,85,70,90
1053,85,80,90
1054,75,50,80
1055,85,70,90
1056,70,60,80
1057,50,40,60
1058,90,85,92
1059,85,90,95
1060,50,75,60
1061,70,60,80
1062,75,40,90
1063,85,90,95
1064,75,60,85
1065,90,70,85
1066,70,50,60
1067,85,70,90
1068,65,40,80
1069,75,85,70
1070,65,70,85
1071,70,50,80
1072,90,70,85
1073,70,80,90
1074,75,65,80
1075,85,60,90
1076,85,70,90
1077,85,80,90
1078,90,85,95
1079,85,90,80
1080,85,70,80
1081,85,70,95
1082,85,70,90
1083,75,60,85
1084,75,60,50
1085,85,70,90
1086,85,80,90
1087,70,20,85
1088,50,70,80
1089,80,60,70
1090,70,40,90
1091,85,90,80
1092,85,90,95
1093,85,70,90
1094,80,90,85
1095,75,80,85
1096,70,80,60
1097,50,30,60
1098,70,80,85
1099,85,70,90
1100,70,60,75
1101,85,60,90
1102,90,95,85
1103,60,30,80
1104,70,60,80
1105,85,90,80
1106,70,55,85
1107,80,70,90
1108,90,40,85
1109,65,40,80
1110,75,80,90
1111,75,60,85
1112,85,90,92
1113,85,70,90
1114,85,90,80
1115,85,70,90
1116,85,90,95
1117,90,80,95
1118,70,60,80
1119,85,75,90
1120,75,65,80
1121,75,50,85
1122,85,80,90
1123,85,75,90
1124,20,50,80
1125,90,85,90
1126,70,50,60
1127,85,60,90
1128,85,70,90
1129,75,60,85
1130,80,50,90
1131,85,50,75
1132,40,60,30
1133,80,70,90
1134,85,70,90
1135,90,85,95
1136,60,20,80
1137,85,90,75
1138,75,60,80
1139,75,50,60
1140,75,80,90
1141,85,70,90
1142,85,70,90
1143,80,60,90
1144,85,65,90
1145,70,60,75
1146,70,60,80
1147,75,60,85
1148,85,90,95
1149,85,90,80
1150,85,70,90
1151,65,70,80
1152,80,70,90
1153,70,50,80
1154,80,70,90
1155,75,60,80
1156,70,80,60
1157,85,70,90
1158,90,95,85
1159,60,75,50
1160,85,60,70
1161,65,30,80
1162,87,60,95
1163,65,70,80
1164,80,60,70
1165,60,20,75
1166,70,50,80
1167,85,70,90
1168,80,70,85
1169,65,70,55
1170,75,50,90
1171,85,75,90
1172,85,90,80
1173,80,70,85
1174,70,50,80
1175,70,20,85
1176,85,40,90
1177,95,90,85
1178,85,90,95
1179,90,70,95
1180,75,55,80
1181,75,80,90
1182,70,45,60
1183,75,50,80
1184,70,85,90
1185,85,70,90
1186,75,50,85
1187,70,60,75
1188,80,70,90
1189,85,90,95
1190,80,70,90
1191,85,90,80
1192,85,70,90
1193,70,60,80
1194,85,70,75
1195,85,60,90
1196,75,80,90
1197,70,60,50
1198,60,75,80
1199,80,70,90
1200,85,90,80
1201,85,60,90
1202,70,80,75
1203,85,70,90
1204,85,70,90
1205,70,60,80
1206,65,75,80
1207,60,70,80
1208,85,70,90
1209,70,50,80
1210,75,80,70
1211,85,75,90
1212,85,60,90
1213,70,80,60
1214,75,60,90
1215,85,90,80
1216,75,60,85
1217,75,80,85
1218,85,75,90
1219,85,75,90
1220,70,50,80
1221,75,80,90
1222,85,70,80
1223,75,85,80
1224,85,70,90
1225,85,75,90
1226,80,85,90
1227,85,50,90
1228,70,55,80
1229,70,50,80
1230,82,75,88
1231,70,40,60
1232,85,70,90
1233,75,60,85
1234,70,60,80
1235,85,90,80
1236,75,60,85
1237,85,40,70
1238,85,75,90
1239,72,60,85
1240,75,60,80
1241,80,75,85
1242,80,65,75
1243,80,60,90
1244,85,75,90
1245,85,90,95
1246,70,50,80
1247,75,70,80
1248,85,70,60
1249,75,60,85
1250,70,40,80
1251,70,60,80
1252,70,60,80
1253,85,80,90
1254,85,70,90
1255,85,60,90
1256,85,70,90
1257,85,70,90
1258,90,60,95
1259,75,60,85
1260,90,85,95
1261,90,95,85
1262,85,70,90
1263,70,40,85
1264,85,70,90
1265,60,75,85
1266,85,90,95
1267,70,60,75
1268,65,70,80
1269,70,50,80
1270,85,70,90
1271,80,60,90
1272,70,60,80
1273,80,70,75
1274,70,60,80
1275,80,70,90
1276,70,60,80
1277,85,70,90
1278,85,70,90
1279,75,50,90
1280,60,40,80
1281,60,30,80
1282,85,50,90
1283,85,70,90
1284,75,60,85
1285,60,40,50
1286,90,80,95
1287,70,50,80
1288,85,75,90
1289,85,70,90
1290,70,60,80
1291,70,80,90
1292,75,80,90
1293,70,20,90
1294,90,40,85
1295,80,90,70
1296,70,45,80
1297,90,70,95
1298,85,70,90
1299,75,60,80
1300,90,95,100
1301,85,80,90
1302,70,40,85
1303,75,60,85
1304,75,85,90
1305,85,70,90
1306,90,85,95
1307,70,50,80
1308,75,80,90
1309,80,70,85
1310,75,40,60
1311,85,75,90
1312,85,90,80
1313,80,75,85
1314,85,70,90
1315,87,79,91
1316,85,90,80
1317,70,60,50
1318,85,90,80
1319,85,90,70
1320,85,70,90
1321,85,90,75
1322,90,85,95
1323,75,60,85
1324,70,50,80
1325,70,60,80
1326,85,90,80
1327,70,20,90
1328,85,80,90
1329,70,60,85
1330,85,70,90
1331,85,60,90
1332,85,70,90
1333,70,80,90
1334,85,70,90
1335,70,60,80
1336,65,75,80
1337,85,70,90
1338,85,70,90
1339,70,20,85
1340,70,50,80
1341,70,60,80
1342,75,60,85
1343,85,70,90
1344,75,60,90
1345,85,70,90
1346,85,90,80
1347,85,60,95
1348,65,40,80
1349,70,50,85
1350,80,60,90
1351,85,40,90
1352,75,60,85
1353,70,60,80
1354,70,60,80
1355,75,50,80
1356,85,70,90
1357,75,50,85
1358,50,60,70
1359,75,85,60
1360,75,60,80
1361,75,80,90
1362,85,70,80
1363,70,60,75
1364,70,45,80
1365,85,75,70
1366,75,20,90
1367,90,85,95
1368,70,50,85
1369,85,70,90
1370,90,70,85
1371,80,70,80
1372,85,90,75
1373,70,60,80
1374,80,60,90
1375,60,80,70
1376,85,75,100
1377,70,60,80
1378,85,70,90
1379,80,50,90
1380,75,60,90
1381,85,80,90
1382,65,70,80
1383,85,70,80
1384,85,70,90
1385,85,70,90
1386,70,80,60
1387,90,85,95
1388,60,40,30
1389,60,20,90
1390,85,70,90
1391,70,60,80
1392,80,60,85
1393,85,90,80
1394,85,90,80
1395,80,60,90
1396,75,60,85
1397,85,80,90
1398,85,90,90
1399,75,60,85
1400,75,60,85
1401,85,70,90
1402,60,20,70
1403,70,60,80
1404,70,60,50
1405,75,40,85
1406,75,60,80
1407,70,50,80
1408,75,60,85
1409,75,60,85
1410,85,70,90
1411,90,85,80
1412,60,40,80
1413,65,70,60
1414,70,60,80
1415,60,75,85
1416,70,60,80
1417,85,60,90
1418,85,70,90
1419,75,50,85
1420,85,90,80
1421,75,60,85
1422,85,78,92
1423,70,60,75
1424,85,70,90
1425,70,60,80
1426,85,70,90
1427,90,70,85
1428,85,80,90
1429,85,70,90
1430,80,85,60
1431,75,80,85
1432,75,80,90
1433,85,60,95
1434,90,85,80
1435,85,80,95
1436,80,70,90
1437,60,50,70
1438,75,60,50
1439,70,60,80
1440,70,80,60
1441,70,60,50
1442,70,50,80
1443,75,40,90
1444,70,50,80
1445,85,90,95
1446,75,80,85
1447,70,50,80
1448,85,70,90
1449,75,50,60
1450,75,60,85
1451,60,40,50
1452,80,90,85
1453,85,75,90
1454,85,70,90
1455,85,75,90
1456,75,60,85
1457,85,70,80
1458,85,70,90
1459,70,60,80
1460,85,90,88
1461,70,60,80
1462,85,80,90
1463,85,75,90
1464,90,80,95
1465,85,90,80
1466,70,80,85
1467,85,90,88
1468,75,60,80
1469,85,70,90
1470,70,60,80
1471,70,50,80
1472,85,70,90
1473,85,90,80
1474,90,60,95
1475,75,50,85
1476,85,50,90
1477,85,70,90
1478,75,60,85
1479,70,85,90
1480,70,40,75
1481,70,50,80
1482,70,50,80
1483,75,50,90
1484,85,70,90
1485,85,70,90
1486,60,40,70
1487,85,70,90
1488,75,80,90
1489,75,80,90
1490,70,60,50
1491,80,70,85
1492,70,50,80
1493,75,60,85
1494,85,70,90
1495,85,75,90
1496,75,60,85
1497,80,70,90
1498,85,75,90
1499,70,45,80
1500,75,60,80
1501,75,40,85
1502,70,30,85
1503,85,80,90
1504,85,70,90
1505,85,70,90
1506,85,90,95
1507,85,70,90
1508,65,70,80
1509,75,85,80
1510,85,70,90
1511,90,85,95
1512,70,40,85
1513,60,45,80
1514,85,80,90
1515,70,30,85
1516,65,50,70
1517,85,70,90
1518,85,75,90
1519,80,60,90
1520,90,70,80
1521,70,45,80
1522,65,75,80
1523,85,90,80
1524,60,70,80
1525,80,90,85
1526,60,40,80
1527,75,20,85
1528,70,60,80
1529,85,60,90
1530,85,70,60
1531,70,60,80
1532,85,70,60
1533,85,90,95
1534,90,85,95
1535,70,80,85
1536,85,70,90
1537,70,50,85
1538,75,60,85
1539,70,60,80
1540,85,70,90
1541,85,70,90
1542,70,50,90
1543,75,60,80
1544,85,70,90
1545,90,80,95
1546,70,65,80
1547,85,80,70
1548,75,80,85
1549,90,75,95
1550,75,60,85
1551,70,60,75
1552,80,60,90
1553,70,60,80
1554,85,70,90
1555,60,40,75
1556,85,70,90
1557,90,75,95
1558,85,78,92
1559,75,50,80
1560,70,40,85
1561,85,70,90
1562,70,80,90
1563,65,60,80
1564,75,60,80
1565,85,70,90
1566,70,50,60
1567,85,70,90
1568,70,80,90
1569,70,50,80
1570,65,50,80
1571,75,85,90
1572,75,85,90
1573,75,60,85
1574,85,70,90
1575,85,60,100
1576,75,60,80
1577,85,80,90
1578,70,40,85
1579,90,85,80
1580,75,80,90
1581,85,70,90
1582,75,85,70
1583,40,20,60
1584,85,70,90
1585,90,95,85
1586,90,70,95
1587,85,90,70
1588,65,70,80
1589,75,60,80
1590,75,50,80
1591,85,60,90
1592,70,50,80
1593,80,60,90
1594,85,70,90
1595,85,80,90
1596,75,50,85
1597,85,70,90
1598,65,40,75
1599,60,20,80
1600,90,80,95
1601,75,80,85
1602,85,70,80
1603,75,60,80
1604,75,80,90
1605,85,60,75
1606,75,30,50
1607,70,80,50
1608,85,90,95
1609,70,50,75
1610,85,75,90
1611,85,90,80
1612,90,85,95
1613,85,60,90
1614,85,70,90
1615,75,70,80
1616,70,50,80
1617,80,70,90
1618,85,70,90
1619,70,60,80
1620,70,80,85
1621,90,85,95
1622,85,70,90
1623,85,70,90
1624,85,70,90
1625,85,40,90
1626,65,45,80
1627,75,60,80
1628,70,50,80
1629,75,80,70
1630,75,60,80
1631,85,70,90
1632,85,90,95
1633,85,70,90
1634,75,80,85
1635,70,50,80
1636,70,50,80
1637,75,60,80
1638,60,40,70
1639,80,60,90
1640,85,75,90
1641,75,60,80
1642,75,60,80
1643,85,70,90
1644,75,60,80
1645,85,90,95
1646,85,90,95
1647,70,60,80
1648,60,10,85
1649,65,75,60
1650,85,60,90
1651,80,60,90
1652,80,60,90
1653,90,80,85
1654,75,80,85
1655,85,70,90
1656,70,60,80
1657,75,50,90
1658,60,40,70
1659,80,70,90
