,MarianMT,Unicamp_T5,NLLB_1.3b
720,65,45,80
721,65,75,90
722,85,75,90
723,85,70,90
724,70,50,80
725,85,90,95
726,85,90,95
727,85,70,90
728,75,60,85
729,70,40,90
730,70,60,90
731,75,65,80
732,60,40,80
733,85,90,80
734,85,20,90
735,75,80,90
736,65,50,80
737,70,60,80
738,70,60,80
739,70,60,80
740,85,80,90
741,90,70,95
742,70,80,60
743,70,50,80
744,85,70,80
745,75,60,80
746,70,60,80
747,85,75,90
748,70,60,80
749,75,45,90
750,75,60,80
751,30,10,90
752,65,75,80
753,70,85,90
754,75,70,85
755,70,80,85
756,75,50,80
757,80,60,70
758,75,50,80
759,85,70,90
760,85,70,90
761,85,90,95
762,75,60,85
763,85,70,90
764,85,70,90
765,85,70,80
766,85,90,80
767,80,70,90
768,75,80,90
769,85,70,90
770,85,60,90
771,85,70,90
772,85,60,90
773,85,75,90
774,70,40,60
775,85,75,90
776,85,70,90
777,85,90,80
778,75,85,80
779,85,90,95
780,60,50,80
781,85,40,90
782,70,20,85
783,70,40,75
784,70,30,80
785,80,85,90
786,85,70,90
787,70,60,80
788,70,85,80
789,70,90,80
790,85,70,90
791,90,100,85
792,75,60,85
793,85,60,90
794,90,80,95
795,85,75,90
796,90,80,95
797,95,85,90
798,85,75,90
799,75,60,85
800,85,70,90
801,85,70,90
802,85,75,80
803,75,80,85
804,75,60,85
805,75,85,90
806,85,90,80
807,90,70,95
808,70,50,80
809,70,80,90
810,85,80,90
811,85,80,75
812,85,90,78
813,85,70,90
814,70,45,80
815,85,70,90
816,80,70,85
817,70,60,80
818,70,50,80
819,75,50,85
820,75,60,80
821,80,70,85
822,85,90,95
823,80,70,90
824,85,70,90
825,65,70,75
826,75,70,85
827,85,80,90
828,90,75,95
829,60,70,45
830,65,40,80
831,85,70,90
832,70,40,80
833,75,50,85
834,95,85,100
835,90,85,95
836,70,60,80
837,70,60,80
838,70,80,90
839,85,90,95
840,75,30,60
841,75,70,80
842,70,60,80
843,75,80,90
844,85,75,90
845,75,30,90
846,85,70,90
847,85,80,90
848,85,70,80
849,75,60,85
850,80,60,85
851,85,70,90
852,85,90,95
853,70,50,80
854,85,70,90
855,70,85,60
856,80,70,85
857,70,80,85
858,85,75,90
859,80,60,90
860,70,50,85
861,85,70,90
862,85,75,90
863,85,60,70
864,90,80,95
865,85,70,90
866,70,60,80
867,80,60,90
868,85,70,90
869,75,60,90
870,85,75,90
871,80,75,85
872,85,95,90
873,85,70,90
874,75,80,85
875,90,60,95
876,85,70,90
877,70,40,85
878,85,90,75
879,75,60,85
880,70,40,60
881,70,60,85
882,75,80,85
883,85,80,90
884,85,70,90
885,75,50,90
886,70,40,85
887,75,50,85
888,75,55,80
889,65,40,75
890,85,70,90
891,85,90,95
892,85,55,95
893,85,70,90
894,75,60,80
895,70,60,75
896,85,70,90
897,85,70,90
898,75,65,85
899,80,60,85
900,90,85,95
901,90,70,60
902,70,60,80
903,85,70,90
904,70,80,60
905,85,60,90
906,82,60,89
907,90,80,70
908,80,50,90
909,70,60,75
910,70,60,80
911,70,60,50
912,85,90,95
913,70,60,80
914,90,60,80
915,70,80,90
916,85,70,90
917,75,60,85
918,85,40,95
919,90,85,95
920,60,40,70
921,70,60,80
922,70,50,60
923,85,45,95
924,70,40,80
925,85,70,80
926,75,60,85
927,60,40,80
928,75,50,90
929,85,90,75
930,80,70,90
931,85,75,80
932,85,70,90
933,85,75,90
934,70,50,80
935,75,80,85
936,75,80,90
937,85,70,90
938,80,60,90
939,65,45,80
940,80,65,90
941,90,70,100
942,70,40,60
943,70,60,80
944,75,80,70
945,65,70,80
946,75,50,80
947,85,75,90
948,70,60,50
949,75,60,80
950,85,70,90
951,90,80,95
952,75,60,85
953,70,50,80
954,80,65,90
955,60,80,90
956,60,40,85
957,75,80,85
958,85,70,75
959,85,90,95
960,70,50,90
961,75,80,90
962,75,70,60
963,65,40,72
964,80,90,70
965,75,60,80
966,75,50,90
967,80,50,90
968,75,50,60
969,75,80,70
970,85,70,90
971,85,75,90
972,85,60,90
973,60,40,75
974,80,70,60
975,85,75,90
976,75,85,90
977,70,20,85
978,85,70,90
979,85,70,90
980,90,70,95
981,85,90,80
982,85,70,90
983,85,55,90
984,70,60,85
985,70,60,85
986,75,60,85
987,72,58,40
988,90,85,95
989,85,70,90
990,80,60,90
991,75,60,85
992,70,75,60
993,75,60,80
994,70,60,80
995,70,40,80
996,55,60,70
997,75,50,60
998,70,50,60
999,85,70,90
1000,85,90,80
1001,60,40,80
1002,60,50,80
1003,70,50,60
1004,75,80,70
1005,85,40,90
1006,90,60,80
1007,85,70,90
1008,75,40,90
1009,75,40,85
1010,70,75,85
1011,85,75,90
1012,70,50,75
1013,85,60,90
1014,90,85,90
1015,85,70,90
1016,75,50,90
1017,75,85,90
1018,65,75,80
1019,85,70,90
1020,75,60,85
1021,85,75,90
1022,70,50,80
1023,70,50,80
1024,90,50,85
1025,90,100,100
1026,85,60,90
1027,75,80,85
1028,85,80,90
1029,80,60,85
1030,70,80,60
1031,80,60,90
1032,85,70,90
1033,85,90,95
1034,80,85,90
1035,90,95,85
1036,75,60,80
1037,70,50,80
1038,75,80,60
1039,85,70,90
1040,75,40,85
1041,70,40,80
1042,85,60,90
1043,70,60,80
1044,85,70,90
1045,85,90,80
1046,70,60,85
1047,85,70,90
1048,70,60,80
1049,60,40,75
1050,65,50,70
1051,70,40,90
1052,85,70,90
1053,75,55,85
1054,75,60,90
1055,85,60,95
1056,70,20,85
1057,70,60,50
1058,75,80,70
1059,85,75,90
1060,55,40,75
1061,85,90,88
1062,65,40,80
1063,70,80,90
1064,85,90,80
1065,85,70,90
1066,70,60,80
1067,85,70,90
1068,80,60,90
1069,70,60,85
1070,80,70,90
1071,70,85,80
1072,70,40,60
1073,75,80,70
1074,85,75,90
1075,75,40,85
1076,85,75,90
1077,75,60,85
1078,85,70,90
1079,85,60,90
1080,85,80,90
1081,70,60,75
1082,85,90,80
1083,70,40,60
1084,60,45,70
1085,85,65,90
1086,85,70,90
1087,70,60,80
1088,80,70,90
1089,65,75,85
1090,70,50,80
1091,85,70,90
1092,70,80,75
1093,70,50,80
1094,85,75,90
1095,65,50,75
1096,85,70,90
1097,85,70,90
1098,70,60,80
1099,85,60,90
1100,70,80,85
1101,85,60,90
1102,80,60,90
1103,70,50,80
1104,75,50,60
1105,80,20,90
1106,70,80,90
1107,70,50,80
1108,65,40,75
1109,85,75,90
1110,85,70,90
1111,70,60,80
1112,85,75,90
1113,70,30,90
1114,65,50,80
1115,60,40,75
1116,70,50,80
1117,85,90,95
1118,75,85,60
1119,90,70,85
1120,70,60,80
1121,70,80,85
1122,70,85,90
1123,85,70,90
1124,70,50,80
1125,70,40,80
1126,35,45,70
1127,75,80,90
1128,85,65,90
1129,75,50,40
1130,80,85,90
1131,85,70,90
1132,85,60,70
1133,75,65,80
1134,65,40,55
1135,70,50,90
1136,85,70,60
1137,95,70,100
1138,85,70,90
1139,70,50,80
1140,85,90,75
1141,65,75,40
1142,85,70,90
1143,85,70,90
1144,75,60,85
1145,70,50,80
1146,85,90,75
1147,65,50,75
1148,75,60,80
1149,75,85,70
1150,75,60,80
1151,75,80,70
1152,75,50,60
1153,65,50,90
1154,85,70,90
1155,70,50,80
1156,80,90,95
1157,85,60,90
1158,85,75,90
1159,70,80,60
1160,75,50,85
1161,90,85,80
1162,85,90,80
1163,85,75,90
1164,85,90,70
1165,85,70,90
1166,90,80,100
1167,70,60,80
1168,85,70,90
1169,85,70,90
1170,85,75,90
1171,70,60,80
1172,75,60,85
1173,75,50,80
1174,90,85,95
1175,75,60,80
1176,85,78,92
1177,70,80,60
1178,80,70,85
1179,75,60,80
1180,85,60,90
1181,85,75,90
1182,70,50,80
1183,65,30,80
1184,85,70,90
1185,90,50,85
1186,60,40,75
1187,70,80,90
1188,75,60,90
1189,85,90,80
1190,75,50,80
1191,60,40,80
1192,85,70,90
1193,85,70,90
1194,85,60,75
1195,75,50,85
1196,65,40,80
1197,85,70,90
1198,85,70,75
1199,75,60,80
1200,75,20,85
1201,85,0,90
1202,70,40,80
1203,90,95,85
1204,85,70,90
1205,75,20,90
1206,70,80,90
1207,85,70,90
1208,70,50,80
1209,75,50,85
1210,85,70,90
1211,85,70,90
1212,75,80,85
1213,70,60,50
1214,75,60,80
1215,85,70,90
1216,85,70,75
1217,70,40,85
1218,75,70,80
1219,70,60,80
1220,70,80,90
1221,70,50,80
1222,85,75,90
1223,70,40,85
1224,70,60,75
1225,75,60,80
1226,75,80,85
1227,70,60,80
1228,75,60,80
1229,60,40,70
1230,75,50,85
1231,85,90,80
1232,85,60,90
1233,85,75,90
1234,70,60,80
1235,75,80,90
1236,85,70,90
1237,70,50,80
1238,60,30,70
1239,80,75,90
1240,60,75,80
1241,85,70,90
1242,95,90,85
1243,75,60,80
1244,90,80,85
1245,80,60,90
1246,85,70,90
1247,70,50,80
1248,85,70,90
1249,85,70,90
1250,90,85,92
1251,85,70,90
1252,85,70,90
1253,85,70,90
1254,70,40,80
1255,65,70,75
1256,85,70,90
1257,75,50,90
1258,85,70,90
1259,75,40,80
1260,85,80,90
1261,85,60,100
1262,85,80,90
1263,75,60,85
1264,70,60,80
1265,65,40,70
1266,85,70,90
1267,85,70,90
1268,85,90,80
1269,85,70,90
1270,85,70,90
1271,90,80,95
1272,80,70,85
1273,80,60,90
1274,85,90,90
1275,60,40,75
1276,65,50,80
1277,70,60,80
1278,65,75,80
1279,65,75,50
1280,85,75,90
1281,85,70,90
1282,85,70,90
1283,90,70,95
1284,75,40,60
1285,90,80,85
1286,65,75,80
1287,75,60,85
1288,70,60,50
1289,60,70,40
1290,85,70,90
1291,75,50,80
1292,70,20,60
1293,75,60,80
1294,80,60,90
1295,85,45,90
1296,75,60,80
1297,65,40,75
1298,90,70,85
1299,85,70,90
1300,85,90,80
1301,85,90,70
1302,85,60,75
1303,85,90,80
1304,75,80,85
1305,85,75,90
1306,75,60,85
1307,85,70,90
1308,70,60,80
1309,90,85,80
1310,75,65,80
1311,85,70,90
1312,70,45,60
1313,85,70,90
1314,85,70,90
1315,70,60,80
1316,70,80,90
1317,85,70,90
1318,80,60,90
1319,60,50,70
1320,90,85,95
1321,90,85,80
1322,70,50,85
1323,70,60,75
1324,75,80,70
1325,70,80,85
1326,90,85,95
1327,85,70,90
1328,70,50,80
1329,85,70,90
1330,70,60,80
1331,75,50,90
1332,75,50,90
1333,70,50,90
1334,85,75,80
1335,70,80,90
1336,70,60,80
1337,60,40,80
1338,73,60,85
1339,85,90,78
1340,85,70,90
1341,70,40,85
1342,85,40,90
1343,60,40,50
1344,75,50,85
1345,60,80,70
1346,85,90,95
1347,85,80,90
1348,85,70,90
1349,85,70,90
1350,85,90,80
1351,85,70,90
1352,70,80,60
1353,85,70,90
1354,85,70,90
1355,90,85,95
1356,85,70,80
1357,75,60,85
1358,50,30,80
1359,75,50,80
1360,75,80,90
1361,70,80,75
1362,70,60,80
1363,85,60,90
1364,85,70,90
1365,70,60,80
1366,60,40,50
1367,85,80,90
1368,50,30,70
1369,75,60,85
1370,65,75,80
1371,85,70,90
1372,70,60,80
1373,85,90,95
1374,60,70,80
1375,75,60,50
1376,70,50,85
1377,70,80,90
1378,80,60,90
1379,70,50,60
1380,85,72,90
1381,75,60,80
1382,85,60,90
1383,85,70,90
1384,75,70,80
1385,90,80,95
1386,70,80,60
1387,85,70,90
1388,85,90,95
1389,75,50,90
1390,85,70,60
1391,85,60,90
1392,60,40,80
1393,85,50,90
1394,85,10,90
1395,80,70,90
1396,85,75,90
1397,85,70,90
1398,70,60,75
1399,75,50,85
1400,70,75,80
1401,85,65,90
1402,70,60,80
1403,70,80,60
1404,60,45,70
1405,75,60,85
1406,85,70,95
1407,75,60,85
1408,85,70,90
1409,85,90,75
1410,70,40,85
1411,75,40,90
1412,90,70,80
1413,85,90,80
1414,65,70,55
1415,85,90,95
1416,90,85,95
1417,75,60,85
1418,70,50,80
1419,75,50,80
1420,85,50,90
1421,80,60,90
1422,85,70,90
1423,85,75,80
1424,85,70,90
1425,90,95,85
1426,70,60,80
1427,85,70,90
1428,70,50,85
1429,70,50,80
1430,85,90,80
1431,75,60,40
1432,85,90,95
1433,85,75,90
1434,80,90,70
1435,85,60,95
1436,70,50,80
1437,70,75,60
1438,70,60,80
1439,75,85,65
1440,90,95,85
1441,70,85,80
1442,75,80,90
1443,85,70,90
1444,85,70,90
1445,70,50,80
1446,70,50,60
1447,80,60,70
1448,75,80,85
1449,85,70,95
1450,65,80,90
1451,85,75,90
1452,70,60,80
1453,70,40,80
1454,85,70,90
1455,85,70,90
1456,95,90,100
1457,85,60,90
1458,65,40,80
1459,80,70,90
1460,70,60,80
1461,85,60,75
1462,85,70,90
1463,70,60,85
1464,70,50,80
1465,90,80,95
1466,90,85,95
1467,85,70,90
1468,70,60,80
1469,85,70,90
1470,85,90,95
1471,90,95,85
1472,65,40,80
1473,80,60,75
1474,85,70,90
1475,75,85,90
1476,70,50,60
1477,60,75,80
1478,85,70,90
1479,70,80,85
1480,90,85,92
1481,85,70,90
1482,75,80,90
1483,80,85,75
1484,90,70,80
1485,70,50,80
1486,75,50,90
1487,85,90,80
1488,85,90,75
1489,70,50,80
1490,85,90,90
1491,85,75,90
1492,85,70,90
1493,85,60,90
1494,75,50,85
1495,50,30,70
1496,90,80,85
1497,85,70,90
1498,80,65,90
1499,75,60,40
1500,85,70,90
1501,82,75,90
1502,85,70,90
1503,75,50,85
1504,70,75,80
1505,75,80,65
1506,85,70,90
1507,85,75,80
1508,70,60,80
1509,85,70,90
1510,80,70,90
1511,75,50,80
1512,90,85,95
1513,75,50,90
1514,85,70,95
1515,85,80,90
1516,90,70,100
1517,80,70,85
1518,85,70,90
1519,65,40,75
1520,85,75,90
1521,75,60,85
1522,60,30,80
1523,85,70,90
1524,85,75,90
1525,70,60,80
1526,90,75,95
1527,85,70,95
1528,75,80,85
1529,75,65,85
1530,70,60,80
1531,85,70,90
1532,85,70,90
1533,85,60,90
1534,85,70,80
1535,70,50,80
1536,85,70,90
1537,85,90,75
1538,70,50,80
1539,85,70,90
1540,85,70,90
1541,70,80,90
1542,85,70,90
1543,65,50,75
1544,90,85,95
1545,85,75,90
1546,80,70,90
1547,70,60,80
1548,85,75,90
1549,70,60,80
1550,85,60,90
1551,85,70,90
1552,85,70,80
1553,75,10,60
1554,85,75,90
1555,85,60,90
1556,90,80,95
1557,70,60,80
1558,85,70,80
1559,70,60,80
1560,85,90,80
1561,85,70,90
1562,75,80,90
1563,70,50,90
1564,85,80,90
1565,85,80,90
1566,85,70,90
1567,75,80,90
1568,80,70,90
1569,85,70,90
1570,85,90,80
1571,85,70,90
1572,80,60,85
1573,70,60,85
1574,90,80,95
1575,85,70,60
1576,85,40,90
1577,85,70,90
1578,80,85,90
1579,85,70,90
1580,80,70,90
1581,85,70,90
1582,60,40,70
1583,70,60,75
1584,65,80,70
1585,75,50,90
1586,89,64,92
1587,85,75,90
1588,85,70,90
1589,85,75,90
1590,70,50,80
1591,75,80,85
1592,90,80,85
1593,75,50,90
1594,70,60,80
1595,75,60,85
1596,85,70,90
1597,85,70,90
1598,60,75,45
1599,75,50,80
1600,65,50,75
1601,70,60,85
1602,70,60,80
1603,70,60,80
1604,85,70,90
1605,70,80,85
1606,75,40,85
1607,85,70,90
1608,85,70,80
1609,40,20,30
1610,75,65,85
1611,70,60,80
1612,70,60,80
1613,75,60,80
1614,85,70,90
1615,70,65,75
1616,85,70,90
1617,70,85,60
1618,75,50,80
1619,70,50,80
1620,80,70,90
1621,75,50,80
1622,85,70,90
1623,70,60,80
1624,75,60,80
1625,75,20,90
1626,75,60,85
1627,85,60,90
1628,85,90,75
1629,75,60,85
1630,70,60,80
1631,70,65,80
1632,85,70,80
1633,80,90,95
1634,85,70,90
1635,70,50,80
1636,85,60,90
1637,50,40,60
1638,75,60,80
1639,70,50,80
1640,70,80,60
1641,80,75,90
1642,85,90,80
1643,85,80,90
1644,65,50,75
1645,90,80,95
1646,85,90,80
1647,75,60,90
1648,85,90,95
1649,85,60,95
1650,70,60,80
1651,75,60,80
1652,75,50,80
1653,75,20,80
1654,75,85,90
1655,90,70,85
1656,70,60,80
1657,75,55,85
1658,65,40,55
1659,70,50,85
