,MarianMT,Unicamp_T5,NLLB_1.3b
135,75,50,80
136,80,70,90
137,80,70,90
138,80,70,90
139,45,20,60
140,85,90,80
141,85,30,90
142,70,40,85
143,85,75,90
144,85,70,90
145,85,70,90
146,85,70,90
147,85,90,95
148,85,70,90
149,60,40,75
150,70,75,85
151,80,70,90
152,85,70,90
153,70,40,80
154,75,60,80
155,90,75,95
156,85,70,90
157,80,60,90
158,70,60,80
159,70,60,80
160,85,70,90
161,85,50,90
162,70,60,80
163,85,70,90
164,80,90,70
165,85,75,90
166,85,75,90
167,65,50,75
168,70,40,80
169,70,60,80
170,85,70,90
171,75,60,80
172,70,50,85
173,75,85,80
174,75,85,80
175,85,70,90
176,85,70,90
177,80,70,90
178,85,70,90
179,85,60,90
180,65,50,80
181,85,75,90
182,85,90,80
183,75,85,90
184,75,80,90
185,90,70,95
186,70,50,85
187,90,85,100
188,70,15,60
189,75,30,85
190,70,60,80
191,85,70,90
192,75,60,80
193,85,75,90
194,70,50,80
195,75,60,80
196,85,60,90
197,75,60,90
198,85,70,90
199,75,50,85
200,75,50,90
201,80,50,90
202,85,70,90
203,85,80,90
204,75,50,85
205,90,50,80
206,85,70,90
207,90,80,95
208,60,40,75
209,70,60,80
210,85,70,90
211,75,65,85
212,80,65,90
213,70,60,80
214,90,85,80
215,85,70,90
216,60,75,85
217,90,80,95
218,90,95,85
219,85,80,90
220,95,80,90
221,80,70,85
222,90,75,95
223,85,70,90
224,90,50,95
225,75,50,85
226,85,60,90
227,80,40,90
228,75,80,85
229,75,85,90
230,60,70,80
231,85,70,90
232,85,75,90
233,70,60,80
234,85,70,90
235,70,50,80
236,85,90,80
237,85,70,90
238,70,50,80
239,85,90,95
240,75,60,85
241,75,50,80
242,85,65,90
243,60,30,80
244,80,60,100
245,60,40,80
246,90,70,85
247,70,50,80
248,90,95,85
249,90,85,95
250,80,90,95
251,80,70,60
252,90,85,80
253,85,60,90
254,90,80,95
255,60,20,40
256,70,60,80
257,60,70,40
258,70,80,90
259,85,70,95
260,85,90,95
261,70,60,80
262,85,70,75
263,85,70,90
264,85,70,90
265,85,60,90
266,60,40,70
267,75,60,80
268,90,85,95
269,85,50,90
270,85,70,90
271,75,60,85
272,85,75,90
273,70,55,85
274,85,70,95
275,60,20,80
276,70,80,85
277,75,60,80
278,85,60,90
279,75,50,85
280,85,70,90
281,70,80,60
282,80,60,85
283,70,55,80
284,75,60,85
285,90,80,95
286,75,40,85
287,75,60,85
288,85,70,95
289,70,40,80
290,85,75,80
291,85,75,90
292,85,80,90
293,85,70,90
294,85,40,90
295,72,85,92
296,85,75,90
297,85,80,90
298,85,75,90
299,85,70,90
300,50,60,30
301,85,75,90
302,75,50,85
303,85,70,90
304,85,60,90
305,85,75,80
306,85,75,90
307,85,75,90
308,85,80,90
309,70,60,80
310,85,70,90
311,75,60,80
312,85,80,90
313,70,40,85
314,85,70,60
315,80,90,70
316,70,50,80
317,75,50,85
318,85,70,90
319,70,30,80
320,70,80,90
321,85,90,95
322,90,60,80
323,85,70,90
324,85,70,90
325,85,60,75
326,85,90,80
327,90,65,95
328,85,90,80
329,85,90,80
330,85,60,90
331,85,70,90
332,85,70,90
333,90,80,95
334,85,70,90
335,85,80,70
336,85,70,90
337,75,60,80
338,85,75,95
339,85,90,95
340,85,65,90
341,85,70,90
342,70,50,80
343,80,70,90
344,65,40,75
345,90,80,100
346,85,80,90
347,75,60,80
348,78,65,82
349,70,80,80
350,85,70,90
351,75,60,85
352,68,75,80
353,85,60,90
354,80,85,90
355,85,70,90
356,85,50,95
357,85,90,70
358,85,70,90
359,85,70,80
360,80,50,90
361,85,60,90
362,85,90,75
363,65,50,75
364,85,70,90
365,85,70,90
366,85,70,80
367,90,85,95
368,65,70,80
369,85,60,75
370,60,40,75
371,80,50,70
372,85,80,75
373,85,80,90
374,85,75,90
375,85,80,90
376,75,60,85
377,85,75,90
378,75,60,80
379,85,40,90
380,90,70,95
381,75,60,80
382,85,60,90
383,80,60,70
384,70,60,80
385,85,70,95
386,85,90,80
387,85,75,90
388,85,60,95
389,75,60,80
390,85,75,90
391,70,60,80
392,85,70,90
393,75,60,90
394,85,75,60
395,85,70,90
396,75,60,90
397,70,50,85
398,82,75,90
399,85,70,90
400,70,80,90
401,70,80,85
402,85,70,90
403,70,60,80
404,70,60,80
405,80,85,75
406,85,70,90
407,80,60,90
408,65,50,70
409,70,60,80
410,90,80,100
411,80,60,90
412,85,70,90
413,80,70,90
414,85,70,90
415,75,60,80
416,85,40,90
417,85,70,90
418,85,20,90
419,85,90,80
420,75,60,80
421,85,90,80
422,75,50,90
423,85,90,75
424,85,70,90
425,65,40,75
426,60,70,80
427,65,45,80
428,70,50,80
429,75,50,85
430,72,85,60
431,85,70,90
432,75,80,85
433,90,80,85
434,85,90,70
435,85,70,90
436,85,70,90
437,70,40,80
438,75,55,90
439,85,70,75
440,85,70,90
441,70,60,80
442,75,60,80
443,85,70,78
444,85,75,90
445,85,70,95
446,75,60,80
447,85,75,90
448,60,20,80
449,80,60,75
450,85,70,90
451,85,70,90
452,80,60,90
453,70,60,80
454,70,60,80
455,85,70,90
456,75,50,100
457,85,60,90
458,85,70,90
459,75,50,80
460,70,40,80
461,85,70,90
462,70,50,80
463,74,60,82
464,75,80,85
465,70,50,85
466,70,50,85
467,70,60,80
468,70,20,50
469,90,80,85
470,85,50,90
471,75,60,85
472,85,80,90
473,85,70,90
474,80,60,90
475,75,65,80
476,85,75,90
477,70,60,80
478,70,50,60
479,75,60,85
480,85,70,90
481,80,60,90
482,90,80,85
483,70,60,75
484,80,70,90
485,75,80,90
486,85,70,90
487,70,80,90
488,80,60,90
489,70,50,80
490,75,80,85
491,75,60,85
492,90,85,95
493,85,65,75
494,85,70,90
495,60,20,85
496,75,60,85
497,85,70,90
498,85,70,90
499,85,70,90
500,85,70,90
501,85,75,80
502,70,80,90
503,85,70,90
504,75,60,80
505,80,85,90
506,85,70,90
507,85,80,90
508,80,70,90
509,70,40,60
510,85,70,60
511,70,60,80
512,50,70,80
513,70,80,100
514,70,60,80
515,70,50,80
516,75,80,85
517,80,60,90
518,85,70,90
519,70,80,85
520,85,70,90
521,85,70,90
522,85,90,80
523,75,50,85
524,80,60,90
525,75,50,85
526,85,80,90
527,80,75,90
528,70,80,90
529,90,85,95
530,65,75,50
531,80,50,90
532,85,70,90
533,80,60,90
534,80,75,85
535,75,55,85
536,85,90,95
537,85,70,90
538,85,80,90
539,75,60,85
540,85,90,95
541,75,80,85
542,85,78,92
543,85,75,90
544,70,60,80
545,85,70,90
546,85,70,90
547,85,75,90
548,80,90,85
549,75,60,80
550,85,70,90
551,70,60,75
552,90,85,95
553,70,60,80
554,75,80,90
555,85,70,90
556,90,85,95
557,60,40,80
558,85,70,90
559,75,90,80
560,70,60,80
561,85,70,90
562,80,75,85
563,85,70,90
564,80,70,90
565,85,80,90
566,60,40,70
567,85,75,90
568,80,20,90
569,75,80,65
570,75,60,85
571,75,50,70
572,70,50,65
573,70,80,90
574,90,85,95
575,70,50,60
576,70,50,80
577,85,70,90
578,75,50,90
579,85,70,90
580,75,60,85
581,70,80,90
582,85,70,90
583,65,70,80
584,85,70,90
585,80,65,90
586,85,70,90
587,85,70,90
588,85,70,90
589,70,40,80
590,75,50,90
591,60,20,75
592,80,70,90
593,85,60,40
594,70,50,80
595,70,50,60
596,85,60,90
597,75,60,85
598,75,80,90
599,60,75,80
600,85,70,90
601,75,60,80
602,85,70,80
603,90,70,95
604,90,95,85
605,90,85,95
606,80,60,90
607,80,85,90
608,70,50,80
609,85,80,90
610,75,50,90
611,80,60,90
612,90,70,95
613,85,70,90
614,75,60,90
615,70,60,80
616,85,75,90
617,85,70,90
618,85,70,90
619,75,50,85
620,85,70,95
621,85,90,80
622,75,80,90
623,70,50,80
624,85,70,90
625,85,70,90
626,75,60,80
627,75,80,90
628,85,70,75
629,75,60,80
630,75,80,90
631,85,40,90
632,85,40,90
633,75,50,65
634,75,80,90
635,80,70,90
636,85,80,90
637,85,70,90
638,70,60,80
639,85,70,75
640,75,50,80
641,90,70,100
642,85,90,90
643,75,80,90
644,85,90,80
645,85,60,90
646,90,80,95
647,60,70,85
648,85,90,70
649,70,50,90
650,85,70,90
651,70,80,90
652,65,50,80
653,75,40,85
654,70,60,80
655,85,60,90
656,80,60,90
657,75,60,85
658,75,50,90
659,80,55,70
660,85,70,95
661,75,60,80
662,85,90,80
663,60,40,70
664,85,70,90
665,90,95,100
666,75,50,85
667,85,70,80
668,75,80,85
669,80,65,90
670,80,50,95
671,85,80,90
672,70,60,80
673,70,80,90
674,70,80,60
675,85,80,90
676,85,90,95
677,75,60,80
678,73,81,89
679,85,90,80
680,85,70,90
681,85,60,90
682,90,85,95
683,85,90,80
684,85,70,90
685,70,50,80
686,75,60,80
687,70,50,85
688,85,70,80
689,85,70,90
690,70,60,80
691,85,40,90
692,85,90,75
693,70,80,60
694,85,70,90
695,80,60,90
696,80,70,90
697,75,85,60
698,75,50,80
699,70,85,80
700,90,70,95
701,70,80,75
702,90,80,85
703,90,80,95
704,80,70,90
705,78,65,85
706,90,85,95
707,75,60,80
708,75,80,90
709,85,70,90
710,85,70,78
711,70,40,85
712,80,70,90
713,85,60,90
714,85,90,80
715,75,60,90
716,85,50,90
717,75,60,85
718,85,75,90
719,60,40,75
720,75,60,90
721,85,65,90
722,75,60,85
723,85,60,90
724,80,60,90
725,80,60,40
726,75,60,85
727,80,70,90
728,75,80,90
729,90,85,95
730,75,60,85
731,80,85,90
732,90,85,88
733,90,85,95
734,85,20,95
735,70,80,60
736,80,70,85
737,85,90,95
738,75,60,85
739,65,40,80
740,70,60,80
741,85,75,95
742,75,80,85
743,70,75,80
744,80,70,90
745,85,70,90
746,90,40,95
747,85,70,90
748,75,65,80
749,85,70,90
750,85,70,90
751,85,75,90
752,85,90,80
753,85,70,90
754,85,70,90
755,75,60,85
756,85,70,95
757,85,70,90
758,75,60,80
759,60,40,80
760,85,70,90
761,85,60,90
762,75,60,85
763,90,70,100
764,85,75,90
765,75,50,80
766,75,60,80
767,85,70,90
768,85,60,90
769,85,90,75
770,75,80,90
771,85,70,90
772,70,60,85
773,75,80,90
774,85,60,70
775,80,30,90
776,70,40,85
777,85,70,90
778,85,75,90
779,75,60,85
780,90,75,85
781,75,60,85
782,85,75,90
783,82,50,90
784,75,80,85
785,85,70,90
786,85,70,90
787,75,65,80
788,70,50,60
789,85,90,80
790,85,70,90
791,60,50,70
792,85,80,90
793,85,75,90
794,80,60,90
795,85,70,90
796,70,45,80
797,40,20,60
798,85,75,90
799,70,60,85
800,75,80,90
801,85,70,90
802,85,70,90
803,75,50,80
804,85,70,90
805,75,60,80
806,71,50,85
807,80,60,90
808,70,60,80
809,60,40,70
810,78,72,87
811,78,60,85
812,85,90,95
813,85,70,90
814,85,70,90
815,65,30,80
816,85,90,80
817,80,60,90
818,75,60,90
819,85,70,90
820,65,40,70
821,70,80,90
822,85,75,90
823,70,80,60
824,85,70,90
825,85,90,80
826,85,80,90
827,90,95,85
828,70,60,80
829,85,70,80
830,90,85,95
831,75,50,85
832,85,75,90
833,70,50,80
834,70,50,80
835,85,90,95
836,85,70,90
837,90,70,80
838,70,60,80
839,85,70,90
840,65,20,85
841,70,65,80
842,70,80,90
843,85,90,95
844,85,80,90
845,90,70,100
846,70,40,85
847,70,20,90
848,60,40,70
849,85,90,80
850,70,85,90
851,75,90,85
852,85,70,90
853,85,70,90
854,60,40,75
855,70,60,80
856,85,95,90
857,75,60,80
858,70,40,80
859,80,75,85
860,90,50,95
861,70,60,80
862,85,75,90
863,85,70,90
864,90,85,80
865,85,70,80
866,85,70,90
867,85,70,90
868,75,40,85
869,90,80,95
870,85,70,90
871,70,50,80
872,85,75,90
873,85,70,90
874,75,40,85
875,60,75,45
876,70,50,80
877,85,90,80
878,70,50,80
879,85,70,90
880,85,60,90
881,70,60,80
882,75,60,90
883,95,80,90
884,65,75,70
885,70,60,80
886,85,60,90
887,75,60,80
888,70,40,85
889,85,80,90
890,75,50,80
891,85,60,90
892,80,60,90
893,80,70,60
894,85,70,90
895,85,70,90
896,85,60,90
897,85,80,90
898,70,60,80
899,80,60,90
900,80,90,70
901,90,85,95
902,75,80,85
903,85,70,60
904,85,80,90
905,70,85,90
906,75,80,60
907,65,75,80
908,85,70,90
909,80,75,90
910,75,80,90
911,85,70,90
912,65,80,90
913,75,60,85
914,60,10,80
915,85,80,90
916,75,50,85
917,90,85,95
918,75,40,60
919,85,90,75
920,85,90,95
921,75,50,85
922,75,50,60
923,85,60,90
924,90,85,95
925,85,70,90
926,80,60,90
927,85,75,90
928,85,70,90
929,90,80,95
930,70,50,85
931,85,90,80
932,85,70,90
933,70,60,40
934,85,90,80
935,80,65,90
936,85,75,60
937,75,60,80
938,80,60,90
939,85,75,90
940,75,80,90
941,85,65,90
942,70,50,80
943,85,75,90
944,65,50,80
945,85,70,90
946,70,80,90
947,90,80,95
948,70,60,80
949,85,70,90
950,85,70,90
951,75,85,90
952,85,60,95
953,85,70,90
954,80,70,85
955,90,85,95
956,80,40,70
957,85,70,90
958,80,60,90
959,85,70,90
960,75,80,90
961,70,85,90
962,70,40,80
963,85,90,95
964,85,70,90
965,85,70,90
966,85,70,90
967,70,40,90
968,80,70,90
969,75,85,90
970,85,70,80
971,90,80,95
972,85,70,90
973,85,70,90
974,80,20,90
975,85,75,90
976,85,90,75
977,85,90,80
978,70,80,90
979,70,40,85
980,85,90,80
981,75,60,80
982,70,60,80
983,75,65,80
984,85,60,90
985,80,60,90
986,75,50,85
987,85,70,90
988,75,60,80
989,80,60,90
990,70,40,80
991,75,50,80
992,70,60,80
993,75,60,85
994,90,80,95
995,70,50,80
996,80,70,90
997,90,85,75
998,80,70,85
999,75,80,85
1000,80,60,90
1001,70,60,80
1002,85,70,90
1003,90,75,85
1004,85,40,90
1005,85,40,90
1006,70,85,80
1007,90,85,95
1008,85,70,90
1009,85,70,90
1010,65,40,75
1011,85,70,90
1012,85,70,90
1013,75,20,90
1014,85,90,80
1015,75,60,80
1016,75,50,90
1017,50,20,70
1018,65,70,75
1019,75,80,85
1020,75,80,65
1021,75,40,90
1022,70,20,80
1023,85,90,75
1024,85,70,90
1025,85,70,90
1026,85,90,75
1027,75,60,85
1028,70,50,80
1029,70,80,60
1030,80,60,90
1031,85,70,90
1032,85,70,90
1033,75,60,80
1034,85,90,95
1035,85,90,80
1036,85,70,90
1037,75,60,70
1038,85,70,90
1039,85,75,90
1040,85,90,95
1041,85,70,90
1042,75,65,80
1043,70,75,85
1044,85,70,90
1045,70,80,60
1046,85,70,90
1047,85,90,95
1048,85,75,90
1049,85,90,80
1050,75,85,80
1051,85,70,90
1052,80,60,50
1053,60,40,75
1054,85,70,90
1055,70,20,85
1056,85,80,90
1057,75,50,80
1058,75,60,85
1059,80,85,75
1060,85,75,90
1061,85,70,95
1062,85,70,90
1063,60,40,80
1064,75,40,60
1065,75,80,85
1066,75,50,100
1067,85,60,90
1068,75,50,85
1069,85,70,80
1070,80,70,90
1071,85,60,95
1072,85,45,90
1073,75,60,85
1074,70,60,80
1075,85,80,90
1076,65,20,80
1077,65,50,75
1078,80,70,90
1079,80,70,90
1080,85,70,90
1081,85,90,95
1082,80,90,95
1083,85,65,95
1084,75,50,85
1085,75,20,85
1086,65,40,80
1087,70,80,75
1088,75,65,80
1089,70,50,80
1090,85,60,90
1091,75,60,80
1092,90,85,95
1093,75,50,85
1094,85,70,90
1095,65,40,50
1096,70,60,50
1097,90,95,90
1098,75,50,80
1099,85,80,75
1100,65,50,80
1101,75,50,85
1102,85,80,90
1103,75,60,85
1104,85,70,90
1105,75,40,85
1106,80,70,85
1107,65,70,80
1108,85,65,75
1109,85,70,90
1110,85,70,90
1111,60,40,75
1112,85,60,75
1113,85,70,90
1114,60,75,80
1115,85,90,80
1116,75,50,80
1117,75,60,85
1118,75,60,80
1119,70,40,85
1120,90,80,95
1121,90,80,95
1122,80,70,85
1123,85,40,90
1124,70,60,80
1125,65,20,75
1126,85,75,90
1127,75,20,90
1128,75,60,90
1129,85,80,90
1130,75,60,85
1131,85,70,90
1132,60,70,50
1133,85,70,90
1134,85,70,90
1135,90,70,95
1136,85,70,90
1137,85,95,75
1138,70,20,80
1139,85,70,90
1140,70,50,30
1141,85,90,95
1142,90,75,95
1143,85,70,90
1144,80,70,90
1145,70,85,90
1146,85,50,90
1147,85,75,90
1148,85,70,90
1149,90,75,85
1150,85,70,90
1151,70,60,80
1152,75,80,90
1153,85,60,90
1154,85,75,90
1155,85,70,90
1156,70,40,85
1157,85,60,90
1158,85,90,90
1159,85,90,80
1160,85,70,90
1161,70,50,80
1162,85,70,90
1163,70,50,90
1164,85,90,95
1165,85,90,80
1166,80,70,90
1167,70,50,30
1168,70,60,55
1169,90,75,95
1170,85,90,80
1171,70,60,80
1172,85,70,90
1173,80,60,90
1174,85,70,90
1175,60,70,80
1176,80,70,90
1177,90,80,95
1178,85,75,90
1179,90,85,80
1180,82,75,88
1181,75,80,65
1182,85,90,95
1183,85,90,80
1184,75,80,85
1185,60,70,80
1186,85,70,90
1187,85,70,90
1188,85,90,95
1189,85,90,95
1190,60,40,80
1191,85,75,90
1192,75,60,85
1193,85,70,90
1194,85,80,90
1195,85,65,90
1196,85,90,80
1197,85,90,95
1198,75,60,85
1199,85,40,90
1200,85,70,90
1201,80,70,90
1202,60,40,50
1203,85,60,90
1204,85,70,90
1205,85,70,90
1206,70,60,80
1207,85,90,92
1208,75,50,80
1209,65,45,75
1210,75,65,85
1211,75,60,85
1212,70,50,85
1213,85,70,90
1214,60,75,40
1215,75,60,85
1216,80,70,75
1217,85,75,90
1218,75,60,50
1219,85,90,80
1220,70,60,75
1221,85,75,90
1222,85,60,90
1223,85,70,90
1224,75,50,90
1225,90,85,80
1226,85,70,90
1227,80,70,90
1228,65,40,80
1229,60,40,75
1230,80,50,90
1231,85,70,90
1232,75,50,85
1233,85,70,90
1234,70,80,75
1235,85,90,80
1236,75,85,90
1237,75,80,85
1238,85,70,90
1239,85,75,65
1240,70,50,90
1241,85,70,90
1242,85,70,90
1243,80,70,85
1244,60,75,80
1245,85,70,90
1246,80,65,90
1247,80,60,90
1248,70,50,80
1249,80,60,85
1250,85,60,90
1251,60,30,40
1252,85,60,95
1253,60,20,85
1254,90,80,95
1255,70,80,90
1256,75,60,85
1257,85,90,88
1258,60,70,80
1259,85,75,90
1260,85,75,90
1261,85,70,95
1262,85,90,95
1263,85,70,90
1264,85,70,90
1265,75,85,80
1266,85,70,95
1267,85,60,90
1268,65,60,75
1269,85,70,95
1270,75,60,85
1271,85,60,90
1272,35,50,70
1273,85,90,75
1274,75,80,90
1275,85,70,90
1276,90,85,95
1277,70,50,80
1278,75,50,60
1279,85,70,90
1280,75,70,85
1281,85,80,90
1282,75,50,90
1283,75,60,80
1284,55,40,80
1285,85,70,90
1286,80,70,85
1287,70,60,80
1288,70,60,80
1289,85,90,80
1290,92,85,90
1291,70,80,90
1292,85,60,90
1293,85,80,90
1294,85,70,90
1295,75,50,85
1296,90,70,85
1297,85,70,90
1298,85,70,90
1299,85,70,90
1300,85,70,90
1301,85,90,80
1302,70,60,50
1303,75,85,70
1304,85,70,90
1305,75,50,85
1306,85,75,90
1307,75,60,85
1308,85,75,95
1309,75,60,40
1310,65,50,70
1311,85,60,90
1312,75,40,90
1313,85,90,75
1314,60,40,80
1315,80,70,85
1316,90,80,95
1317,65,50,80
1318,60,40,70
1319,85,70,90
1320,90,85,95
1321,85,90,88
1322,70,80,90
1323,85,70,90
1324,85,70,90
1325,90,80,95
1326,75,60,65
1327,85,75,90
1328,85,80,90
1329,85,75,90
1330,70,50,80
1331,70,60,75
1332,85,70,90
1333,85,70,90
1334,70,50,80
1335,50,20,70
1336,75,60,80
1337,60,40,75
1338,75,50,85
1339,90,85,95
1340,85,75,90
1341,85,60,90
1342,85,60,95
1343,70,80,85
1344,75,60,90
1345,65,50,75
1346,90,70,95
1347,70,80,85
1348,85,70,90
1349,85,75,90
1350,70,60,50
1351,85,70,90
1352,70,40,80
1353,85,70,90
1354,85,70,90
1355,85,60,90
1356,85,72,90
1357,75,30,85
1358,85,70,90
1359,50,30,70
1360,85,60,90
1361,75,60,85
1362,70,75,80
1363,75,60,80
1364,85,70,90
1365,70,60,80
1366,85,70,90
1367,60,40,80
1368,80,60,85
1369,70,60,80
1370,85,70,90
1371,85,80,95
1372,85,70,90
1373,85,60,92
1374,85,80,75
1375,85,70,90
1376,80,70,60
1377,85,80,90
1378,70,65,75
1379,75,60,90
1380,85,70,90
1381,75,60,85
1382,70,50,80
1383,85,70,90
1384,65,40,80
1385,70,45,80
1386,90,60,85
1387,80,65,90
1388,90,75,95
1389,85,60,90
1390,75,60,80
1391,75,50,90
1392,85,70,90
1393,85,70,90
1394,85,70,90
1395,85,70,90
1396,95,85,100
1397,70,60,75
1398,80,70,90
1399,80,65,90
1400,72,55,85
1401,75,40,90
1402,75,80,65
1403,85,60,90
1404,60,45,80
1405,85,80,90
1406,85,90,95
1407,70,80,60
1408,75,85,60
1409,75,60,80
1410,75,60,85
1411,65,70,80
1412,90,80,95
1413,85,70,90
1414,70,60,80
1415,75,40,90
1416,70,60,80
1417,85,90,95
1418,85,70,90
1419,65,40,80
1420,85,70,90
1421,70,60,75
1422,70,80,85
1423,75,60,90
1424,65,70,80
1425,70,40,85
1426,85,90,95
1427,85,70,90
1428,85,70,90
1429,70,60,80
1430,75,80,90
1431,70,60,80
1432,70,50,80
1433,75,80,90
1434,75,60,85
1435,75,60,80
1436,85,70,90
1437,90,85,92
1438,85,70,90
1439,75,80,60
1440,85,75,90
1441,75,60,85
1442,85,70,90
1443,70,80,75
1444,70,80,60
1445,70,60,80
1446,85,70,90
1447,85,70,90
1448,90,70,95
1449,85,70,80
1450,70,40,50
1451,70,20,85
1452,85,60,90
1453,75,60,85
1454,85,70,90
1455,70,50,80
1456,85,75,90
1457,75,60,80
1458,70,50,80
1459,85,75,80
1460,90,80,95
1461,75,80,85
1462,85,90,80
1463,70,60,80
1464,85,70,90
1465,75,55,80
1466,85,70,90
1467,85,70,90
1468,70,60,80
1469,85,70,90
1470,75,60,50
1471,75,50,80
1472,88,92,95
1473,85,70,90
1474,85,70,90
1475,65,70,82
1476,75,40,60
1477,85,80,90
1478,75,60,85
1479,72,45,85
1480,85,90,90
1481,85,50,90
1482,60,65,80
1483,85,75,90
1484,85,70,90
1485,80,70,90
1486,75,60,90
1487,80,70,90
1488,65,70,75
1489,75,80,60
1490,85,70,90
1491,85,70,90
1492,85,70,90
1493,70,60,80
1494,80,90,95
1495,75,60,80
1496,85,90,95
1497,65,55,40
1498,75,80,90
1499,50,30,70
1500,65,45,80
1501,85,70,90
1502,85,70,90
1503,85,70,90
1504,82,40,60
1505,85,75,90
1506,70,60,90
1507,85,90,95
1508,70,40,80
1509,85,70,90
1510,75,40,85
1511,80,90,70
1512,70,60,80
1513,85,60,75
1514,70,50,85
1515,70,60,80
1516,85,70,90
1517,80,70,90
1518,60,40,80
1519,85,90,80
1520,75,60,85
1521,85,90,95
1522,70,50,80
1523,85,70,90
1524,80,85,90
1525,80,20,70
1526,85,90,95
1527,85,70,90
1528,65,50,70
1529,85,80,75
1530,85,90,95
1531,70,50,80
1532,60,70,80
1533,85,70,90
1534,75,85,60
1535,85,90,80
1536,70,60,85
1537,85,70,90
1538,90,85,90
1539,85,70,90
1540,70,55,80
1541,85,70,90
1542,75,60,85
1543,70,80,90
1544,70,65,80
1545,75,60,85
1546,70,60,75
1547,85,70,90
1548,85,70,90
1549,85,70,90
1550,85,70,90
1551,85,70,90
1552,85,70,90
1553,60,40,75
1554,70,80,60
1555,85,50,90
1556,75,60,85
1557,70,40,80
1558,85,70,90
1559,70,60,80
1560,75,60,90
1561,90,75,85
1562,85,70,90
1563,75,60,80
1564,90,50,95
1565,85,70,90
1566,85,80,70
1567,85,70,90
1568,80,90,75
1569,75,50,90
1570,85,70,90
1571,85,70,90
1572,40,20,60
1573,85,60,90
1574,80,60,90
1575,85,70,90
1576,80,90,85
1577,85,90,92
1578,85,70,90
1579,75,80,85
1580,85,70,90
1581,70,60,80
1582,85,75,90
1583,70,60,80
1584,70,60,80
1585,85,90,95
1586,85,60,90
1587,75,60,85
1588,80,70,90
1589,85,90,95
1590,80,70,85
1591,85,80,90
1592,60,50,70
1593,85,75,90
1594,85,90,80
1595,85,75,90
1596,75,65,80
1597,70,85,60
1598,60,70,80
1599,85,90,95
1600,85,70,90
1601,90,70,80
1602,85,75,95
1603,70,60,80
1604,85,25,90
1605,90,75,85
1606,75,80,90
1607,80,60,90
1608,70,50,60
1609,70,80,60
1610,85,60,90
1611,85,70,90
1612,70,40,85
1613,85,60,90
1614,85,60,95
1615,75,60,85
1616,85,90,80
1617,70,20,85
1618,75,40,85
1619,85,75,90
1620,85,50,90
1621,75,60,85
1622,75,50,80
1623,70,50,85
1624,85,75,90
1625,85,70,90
1626,70,80,90
1627,70,60,80
1628,70,60,80
1629,85,70,90
1630,85,70,90
1631,85,70,90
1632,85,75,90
1633,75,80,70
1634,75,60,80
1635,70,80,50
1636,92,85,95
1637,85,70,90
1638,65,70,55
1639,75,50,90
1640,80,70,90
1641,85,70,90
1642,75,60,80
1643,75,60,85
1644,88,75,92
1645,85,70,90
1646,70,60,50
1647,60,30,50
1648,75,40,85
1649,80,50,90
1650,75,60,85
1651,85,70,100
1652,85,70,90
1653,85,65,90
1654,70,50,80
1655,75,80,85
1656,60,50,40
1657,85,70,90
1658,85,70,90
1659,70,60,80
