,context,question,answerA,answerB,answerC,correct
20,Tracy was telling Jan they needed to take hold of the steering wheel.,What will Tracy want to do next?,leave the car,give more instructions,take the wheel,C
21,Jordan returned to Sydney's car with the food they ordered.,How would Jordan feel afterwards?,ashamed afterwards,capable afterwards,upset afterwards,B
22,Alex and Carson are best friends. Alex made Carson's home inspection for them.,What will Alex want to do next?,fail Carson's home on purpose,share the good news that Carson passed,refuse to do the inspection,B
23,Skylar fell but they kept going because they were late to school.  Skylar finally looked at her bruise.,Why did Skylar do this?,know what to do because it was painful,apologize to the teacher for arriving late,go to the nurse for a bandage,C
24,Ash earned the money they needed to pay their monthly rent.,Why did Ash do this?,pay their rent,have good credit,write a check for the rent,A
25,Quinn found a rock in Austin's yard and it was a diamond to the surprise of everybody.,How would you describe Quinn?,feeling lazy,feeling conflicted,feeling great,C
26,Sasha dated Quinn's girlfriend after they broke up and seemed to really hit it off.,What will Quinn want to do next?,be nice,confront Sasha about it,make love to them,B
27,Remy reached the Earth's equator after several days at sea.,What does Remy need to do before this?,take a boat south,take photos,post on social media,A
28,Quinn also gave a smile because the scene was very funny and entertaining.,How would you describe Quinn?,bored,passive,happy,C
29,Addison basically told Tracy to shut up and was met with negative feedback.,What will Addison want to do next?,was frustrated with Tracy,rude,make amends next,C
30,Sasha reeled the fish in a bucket while she was out on the boat.,Why did Sasha do this?,keep the fish,drown the fish,throw the fish back,A
31,Cameron packed Ash's lunch for him while Ash searched for his books.,How would you describe Cameron?,a helpful person,thankful to Cameron,an angry person,A
32,Aubrey made their living waiting tables at an Italian restaurant.,What does Aubrey need to do before this?,apply for the job,Pay her bills on time,hate food,A
33,Skylar followed pets everywhere in the park while working as a dog walker.,What will happen to Others?,pay Skylar for his dinner,walk dogs around,pay Skylar for his service,C
34,Jan answered every inquiry at the company's big press conference.,How would you describe Jan?,important for being a spokesperson for the company,a timid person,a knowledgeable person,C
35,Remy paid Kendall back right away after borrowing money to buy a PSVITA.,How would Kendall feel as a result?,upset that Remy didn't pay interest,like Remy didn't pay back fast enough,good that they got their money back,C
36,"Skylar got a letter in the mail, it was from harvard, he was excited.",What will Skylar want to do next?,read the letter,apply for entry into Harvard,throw the letter away,A
37,remy was a generous person so he fulfilled the person's wishes.,How would Remy feel afterwards?,selfish,kind,giving,C
38,Jan went to Skylar's room and found daughter Skylar was reading books on topics daunting to Jan.,How would Jan feel afterwards?,distraught with their daughter,superior,content,A
39,Sasha laid her hands on his back as he relaxed on the bed.,What will Sasha want to do next?,get close to them,leave the room,rub someone's back,C
40,Robin attended the big family reunion at the lake that summer.,How would Robin feel afterwards?,interested in meeting their relatives,nostalgic,excited for the family to get together,B
41,Jesse opened Kai's eyes to completely new possibilities in life.,How would you describe Jesse?,a visionary,as generous,as kind,B
42,Sasha had induced liquid into the cells of her project to see what would happen.,What will Sasha want to do next?,demonstrate,show it off,Note the results,C
43,Riley prepared for their reception after the wedding in two months.,How would Others feel as a result?,excited,good at planning ahead,Others would be upset,A
44,"Sasha played catch with Addison's dad, because their dad never did anything with them.",What will Sasha want to do next?,have a bath with them,be proud of their dad,go home,C
45,Lee was asked to leave because he was being rude to all of the guests.,What will Others want to do next?,wait till Lee leaves,insult everyone around him,have too much to drink,A
46,"After she won the raffle, Robin drove home their new car.",How would Others feel as a result?,sad that they didn't win the car,ecstatic,happy that they won the raffle,A
47,Jordan called out Austin's name when they got separated in a large crowd.,How would you describe Jordan?,afraid to be alone,scared of crowds,worried about Austin,C
48,Carson challenged Jan to a race against each other while outside.,Why did Carson do this?,win the race,have fun,beat Jan,B
49,Carson seemed to naturally feather backwards after drinking the potion that made him feel lightheaded.,How would Carson feel afterwards?,like a healthy person,like a confident person,like a sick person,C
50,Kai was supposed to go help her club set up for the event but instead she visited some friends' house.,How would Others feel as a result?,grateful,angry,cares more about friends than responsibilities,C
51,It was time for Lee and Austin to get on the road. Lee and Austin finally left the house.,How would you describe Lee?,relieved,a bad person,a good person,A
52,"Kai hired someone to mow the lawn for the summer, since their knee was injured.",Why did Kai do this?,pay the person,sit and watch them,prevent further injury to their knee,C
53,Jordan put Lee to shame because of his bad performance there.,How would Lee feel as a result?,very ashamed,successful,like a winner,A
54,Carson wanted to take Kai on a date but wanted it to be casual.,What will Carson want to do next?,take kai to an opera,be more relaxed,ask kai out to dinner,C
55,"Quinn helped Addison keep himself together after Addison's mother passed away, but it came at the expense of Quinn's mental well-being.",What will happen to Quinn?,continue to be able to help Addison without any issues,need to consider their own mental health before Addison's,be just fine,B
56,Jordan improved the workflow and reduced issues by streamlining the entire process at work with new ideas.,What does Jordan need to do before this?,think of innovations,get recognition,get a raise,A
57,Remy started to tear up during the movie. Alex wiped Remy's eye for him.,What will happen to Remy?,be thankful,put away the tissue,be angry,A
58,Taylor didn't notice the fact that they forgot to turn in their homework that day.,How would Taylor feel afterwards?,a lazy person,anxious,intelligent,B
59,Austin was having a lot of fun playing Dark Souls 3: The Fire Fades Edition.,How would you describe Austin?,a weak minded person,video games needed to be harder,a hardcore gamer,C
60,Casey bought tools in the store because he had to fix things at home.,How would you describe Casey?,hardworking,lazy,stupid,A
61,Tracy heard the dog behind Kendall and screamed very loudly too.,What will Kendall want to do next?,get away from the dog,start running,attack her,A
62,Remy tried to help Addison get into the college.,What will happen to Addison?,she will have help,be thanked,she will fail,A
63,Jordan created another table to figure out what their monthly expenses were.,What does Jordan need to do before this?,get their financial info,avoid their data,make a total,A
64,Bailey baked several dozen cookies and cakes to help Taylor's new bakery.,How would Taylor feel as a result?,appreciative of Bailey,give Taylor a slap in the face,a baker,A
65,"Jesse sent her kids to school sleepy, dirty and hungry every single day of the week.",The others will feel how about this?,contented,satisfied,outraged,C
66,"Jan, a famous writer, died unexpectedly. Sasha continued Jan's work and had it published in honor of Jan and in Jan's name.",How would you describe Sasha?,humble,sad,faithful,C
67,Riley saved Jan's life from the house that caught on fire.,How would you describe Riley?,was scared so she ran away and hid,was a hero and everyone congratulated her,waited for the fire department to come,B
68,Bailey asked Casey's neighbor for help when she was dog sitting and accidently let the dog out.,How would Casey feel as a result?,glad that the dog was lost by Bailey,glad that the dog was located and leashed,that Bailey was right to let the dog out,B
69,Jan is a music artists. Jan made a popular song.,Why did Jan do this?,not happy will music,loves music,make another song,B
70,"Even though Addison was great at chess, Bailey got the better of Addison.",What will Bailey want to do next?,apologize for winning against Addison,deny their victory,celebrate their victory,C
71,Sasha told Skylar to put away the groceries before she could go play.,What does Sasha need to do before this?,go out to play with friends,bring bags inside,let Sasha leave,B
72,Addison saw an ad for a phone that in their budget and began to save money.,How would you describe Addison?,short-sighted,frugal,careless with money,B
73,Taylor asked another question in class even though the other students wanted to leave the class.,What will happen to the other students?,want to go home,want to go to lunch,become angry at Taylor,C
74,Many people notice that Jesse always seems sad. Jesse can't see anything positive in life and cries frequently.,How would you describe Jesse?,depressed & sad,in a great mood,always happy,A
75,Casey asked Aubrey to accept the gift even though had broken up over a week ago.,How would Aubrey feel as a result of this?,happy about the gift,awkward about the meeting,excited to see Cameron,B
76,Remy invited friends out to the hockey game he was playing in.,Why did Remy do this?,wanted to play in anonymity,wanted his friends to see him play,wanted to play by himself,B
77,Aubrey finished Lee's paper and turned it in to receive a good grade.,What will happen to Aubrey?,be happy with the grade,skilled,get a good grade,A
78,Alex is eating a steak and a bit gets stuck in his throat.,What does Alex need to do before this?,take smaller bites,cough,eat faster,A
79,Skylar called Robin into the office to talk about her college plans for the upcoming year.,What will Skylar want to do after being called in?,avoid talking about college,make a plan for college,decide to quit school,B
80,Bailey called up all of her friends and asked them to meet her at the local orchard.,What will her friends want to do there?,harvest the squash,ride the roller coaster,talk to each other,C
81,Robin made Bailey acquaintance.  They become good friends afterwards.,What will happen to Robin?,want to thank them for being a good friend,want to be thanked for being a good friend,be invited by them to hang out more often,C
82,"After having a very busy day at work, Remy finally called her friend.",How would you describe Remy?,a good friend,a mean person,finally called her friend,A
83,Skylar locked Carson's keys in Aubrey's car and had to run away to hide from Carson.,What will happen to Carson?,need to drive Carson home,have to pay for a locksmith,angry,B
84,Austin escaped from their cage and ran out into the woods to lay low for a bit.,What will Austin want to do next?,lazy,strong,pry it open,C
85,"Alex's mom begged him to go see a doctor about his infected toenail for weeks. Finally, he called the  doctor and made an appointment.",How would his mom feel as a result?,relieved for Alex,happy to make an appointment,lazy,A
86,Aubrey awaited Cameron's answer about what they wanted to do tonight.,What will Cameron want to do next?,ask cameron what they want to do tonight,give them an answer,study tonight,B
87,"Addison wanted to celebrate their promotion at work, so Kai got Addison's friends together.",What kind of person is Kai?,happy with Kai,a useless person,a good friend to Addison,C
88,Skylar died Casey's hair blue and gave her an asymmetrical bob cut.,What did Skylar do?,stylish,used blue die and colored Casey's hair,bought a new book,B
89,Riley is a parrot that Remy owns.,How would you describe Riley?,a very silent bird,a typical parrot,a stupid bird,B
90,Ash's abusive ex-husband asked Sasha where Ash was. Sasha knew Ash's hotel.,What will Sasha want to do next?,tell ex-husband about the hotel,help Ash to find a local shelter,bring ex-husband to the hotel,B
91,"The mad scientist known as Remy wanted to harness the power of the Earth's core, so he used his giant drill to reach it.",How would you describe Remy?,Adventurousw,a greedy miner,a mad scientist,C
92,Carson took Jordan's hand in Cameron's hand so that they would feel more comfortable.,How would you describe Carson?,upset,angry,friendly,C
93,Kai would not stop bothering Jan and eventually he went to far and pissed Jan off.,How would you describe Kai?,friendly and helpful,relaxed and easygoing,a bad friend,C
94,Austin loaned the money when the others where in desperate need of cash.,How would Others feel as a result?,The others will be sad and would reject Austin´s behavior,"happy and relieved, they need it",worried and would reject the money,B
95,Jordan came home and blew off steam by hitting a punching bag.,Why did Jordan do this?,decompress after having a bad date,decompress after having a hard day at work,relax at home,B
96,Cameron had a stab at the question because others in the class had trouble answering it.,How would you describe Cameron?,felt on top,involved,felt smart,B
97,Sasha was riding Austin's bike.,What will happen to Sasha?,sasha riding a car,riding a flight,was riding Austin's bike,C
98,Jordan invited Addison's girlfriend so she could meet everyone in the family.,What will Jordan want to do next?,shun Addison next,greet Addison next,ignore Addison next,B
99,Casey is Cameron's best friend and it was a huge surprise when Casey started dating Cameron's father.,How would Cameron feel as a result?,strange about the arrangement,that it would be fun for a change,a little strange,A
100,Kendall gave their friends a warm welcome on their trip back to the house.,How would you describe Kendall?,feeling loved,excited to meet the rest of Kendall's family,feeling bored,A
101,Austin was very busy and didn't mean to ignore his broth Remy who started to cry.,How would Austin feel afterwards?,bad because he didn't mean to make Remy upset,he will continue to ignore Remy because he has more important things to do,he will be happy because now Remy will leave him alone,A
102,Jesse pleased Lee's father and was ultimately rewarded for the kindness.,What will Jesse want to do next?,reach out to Lee,withdraw from everyone,be adored,C
103,Skylar carried apples outside after they rotted inside of her fridge.,How would Skylar feel afterwards?,abhorrent,dirty,an easy going person,B
104,Alex had a lot to drink at a party.,What will Alex want to do next?,Get some drinks,Go to the party,call a friend,C
105,Ash started laughing after seeing a stranger trip and fall on the sidewalk.,How would you describe Ash?,amused by what happened,amused,entertained by what happened,A
106,Sasha introduced another friend to the game which pleased everyone.,What will others want to do next?,leave Sasha out,thank Sasha,have fun,B
107,Riley was trying to get into the house. They turned the key in the lock.,Why did Riley do this?,get drunk,get home,push the door open and enter,C
108,"Bailey was not able to make it because they were ill, so Remy pled Bailey's case.",What does Remy need to do before this?,Stay home with Bailey,Appear for the case,successful,B
109,"Since it was April Fool's Day and they were trying to celebrate, Sydney pulled a prank on Tracy.",What will Tracy want to do next?,forgive them and decide on a new prank,joke about it and pull a prank on Sydney too,apologize and plan to prank again,B
110,Riley felt ready to go for a ride.,How would Riley feel afterwards?,sad,able,annoyed,B
111,Casey always had enough money saved up and paid the bills on time.,How would you describe Casey?,frugal with their money,greedy with their money,proud,A
112,Skylar skipped jubilantly down the sidewalk. They couldn't believe they finally succeeded in getting Bailey's number.,How did Skylar feel afterwards?,happy to skip down the sidewalk,friendly and compliant,incredulous to have succeeded in getting Bailey's number,C
113,Bailey ran out of money so she moved back in with her parents.,Why did Bailey do this?,help her find a job next,was broke,was rich,B
114,"Addison put Kendall's work into action, which made Kendall very successful in the long run.",What will happen to Kendall?,be rewarded,be looked up to,make a lot of mistakes,A
115,Skylar followed him everywhere because she liked him.,How would you describe Skylar?,rejectful of him,Others would want Skylar to just tell him she likes him,obsessed,C
116,"Skylar put food in Ash's car, knowing Ash wouldn't have time to stop for lunch during the long drive.",How would Ash feel as a result?,Disappointed to have no food,Very grateful and relieved,Hungry and sad,B
117,Alex gave Lee's son a toy to keep him busy during the movie.,What will happen to Lee?,make a movie,be liked by Lee's son,thank Alex,C
118,Carson wore their helmet and all the rest of the protective gear.,Why did Carson do this?,prevent any injuries,needed to carry the gears,needed to plan to play safely,A
119,austin had a lot in common with them so they invited them to a party.,How would Others feel as a result?,indebted,sad to be excluded,happy to be included,C
120,Skylar was preparing to take a road trip and asked Addison to change the oil in the car before the trip.,What will happen to Addison?,be grateful to Addison for changing the oil,resentful of Skylar,prepared for the trip,C
121,Carson ran vegetables under cold water and was getting ready to boil them in water.,How would Carson feel afterwards?,Like they are ready to cook the vegitables,very careful,likes to prepare,A
122,Quinn required Alex's efforts to succeed so he offered to pay for tutoring.,What will happen to Alex?,be disgusted,pass their exams,gratified he can be of help,B
123,Jan went to a new school and joined the basketball team to show their skills.,How would Others feel as a result?,unhappy to have Jan on the team,like quitting the team,jealous of the talent,C
124,Kai was the manager at work and gave people the money they earned.,What does Kai need to do before this?,of became a manager at work,think about checks for the people,encourage people to keep up the good work,C
125,"Sasha and Kai skipped school yesterday, and Kai got caught by her mother. Because misery loves company, Kai told Sasha's parents what happened.",What will Sasha want to do next?,get even with them by egging their house,break off their friendship in glee,skip school,B
126,Cameron hit their brother. They did this whenever they could.,How would you describe Cameron?,a bully,very mean,quite angry,A
127,Quinn was quite good on the piano. Quinn developed their talent daily.,What does Quinn need to do before this?,enjoyed playing the piano,practice ever day,wanted to learn how to play the piano,B
128,Aubrey sung the song loud so everyone could hear.,What will Aubrey want to do next?,learn new songs,stop singing,sing less,A
129,"Carson had gotten an extravagant gift for their birthday, and they had loved it very much.",How would you describe Carson?,feeling spoiled on their birthday,thankful for their gift,taking advantage of their gift,B
130,Sasha declared war on Russia in the tabletop game.,Why did Sasha do this?,dislike Russia,win the game,fail,B
131,Alex obtained documents for analysis and they were riddled with errors that he would need to correct first.,How would Alex feel afterwards?,a good proofreader,fastidious,angry,A
132,"Kendall didn't know them well, they only spoke online, but she really liked this person.",How does Kendall feel?,bored she's not interested in them,confident this relationship will work,excited about a new relationship,C
133,Sydney told Cameron to break up with his girlfriend after seeing her cheat. Cameron used Sydney's advice well.,Why did Cameron do this?,hug Cameron,be with someone who didn't cheat,be cheated on,B
134,Jan drove home from work one evening and got a flat tire when she was almost there.,What will Jan want to do next?,fix the flat,sell the car,make it to work on time,A
135,Kendall ran at the town square clock for his friend to take a picture of him.,{}?,and Jamie had just had lunch at the Sonic Drive In and broke up on the town square,and Jamie had visited the professor in the shoe shop who told them to avoid the town square,and Jamie had a lunch date at the Chinese restaurant on the town square,B
136,"Kendall had had a fever for three days, so Jan took her to a doctor.",How would Jan feel afterwards?,relieved that Kendall was getting better,tired after having the colonoscopy,inspired to go to medical school,A
137,Remy took their belongings with them when they evacuated due to the upcoming hurricane.,What will Remy want to do next?,pack their clothes,stay at his house rather than evacuating,want to get his family out of the city as early and quickly as possible,C
138,Alex spent their time with people helping them get things done on his own time.,What will others want to do next?,be kind,waste Alex's time,thank Alex,C
139,Riley open the envelope and filled the form out before turning it in on time.,How would you describe Riley?,capable,late,unwilling,A
140,Casey taught Addison trade skills. Addison applied Casey's trade skills in front of a supervisor and told the supervisor they learned them from Carson.,What will happen to Casey?,get credit for teaching Addison,write an apology to Addison,become a candidate for a promotion,A
141,Addison walked out the room when she was done. Lee closed the door behind Addison when she left.,What will Addison want to do next?,go downstairs,talk to addison,help addison out,A
142,"Quinn was playing a videogame with Alex, and Quin required Alex's effort to complete a mission.",What will happen to Alex?,appreciate Alex,stop playing videogames with Alex,meet their goal,C
143,Sydney took Kai out for lunch and suggested some of the best items on the menu.,What will Kai want to do next?,pick a menu item,help Kai avoid any food allergies,decline the meal,A
144,Aubrey brought snacks to share with the other people at the party.,What will Others want to do next?,wanted to be kind,wanted to be generous,thank Aubrey,C
145,Jan is a political science student who is involved in local politics.,How would you describe Jan?,careless about their work,sloppy about their work,passionate about their work,C
146,Robin wanted to become a famous ballerina when she got old enough.,What will Robin want to do next?,Be determined,Embarrass herself,Fail,A
147,"During the birthday party for her sister, Sasha shared their toys with the other children.",Why did Sasha do this?,be left alone,play by herself,have them play with her,C
148,Quinn brought the bike to the mechanic after it fell apart while she was riding it.,What will happen to Quinn?,'ll have to ride,fix the car,'ll have a bill to pay,C
149,Addison gave Bailey the advantage since it was her first time playing.,Why did Addison give Bailey the advantage?,help her learn,sabotage her,cause trouble,A
150,Sasha listened to her mom after she got home from school on Friday.,How would Sasha feel afterwards?,happy to know things,left in the dark,angry,A
151,Robin was trying to build a fire. They got the wood first.,How would Robin feel afterwards?,empty,fulfulled,smart,C
152,Lee found it in tracy's closet and tracy was mad that lee was looking in there.,What will happen to Lee?,be avoided,be angry with lee,be yelled at,C
153,Casey didn't like Aubrey anymore so they told the class all of Aubrey's secrets.,What will Aubrey want to do next?,forgive Casey,fight Casey,give Casey a cake,B
154,Aubrey gave their friend a phone to use and call them when they needed help.,How would you describe Aubrey?,bold,dull,giving,C
155,Quinn was devastated to hear the news and they cried for hours.,How would you describe Quinn?,in a happy situation,in a depressed state,feeling calm,B
156,Jan saw a romantic movie with Lee's boyfriend.,What will happen to Jan?,get pissed off,get mad,explain to Lee the situation,C
157,Tracy took the boat and drove it into the harbor for the winter.,What does Tracy need to do before this?,cover the boat up,treat the boat in the summer,know how to drive a boat,C
158,Remy listened to their favorite song as they were driving their car home.,What will Remy want to do next?,sing along,sleep at the wheel,listen to more songs,A
159,jordan enjoyed robin's work so much that they wanted to sign them to a deal.,What will Robin want to do next?,write or call Robin,accept the deal,stop doing the work,B
160,Aubrey loosened the zipper of Carson's pants. He had wanted Aubrey for as long as he could remember.,What will Carson want to do next?,have sex with Carson,kick Aubrey out,take her to bed,C
161,Kendall made a joke and gave Skylar a wink.,What will Skylar want to do next?,wonder about Kendall,wanted to joke around,smile at Kendall,C
162,Alex's mother asked them to clean the entire house while she was away. Alex cleaned their bathroom.,What will Alex want to do next?,Was a good kid,clean their bedroom,be obedient,B
163,Jesse made Remy really happy by getting her a puppy.,What will Remy want to do next?,Get pet supplies,Not accept the pet,Not thank Jesse,A
164,Quinn required Alex's effort to succeed but Alex was reluctant to offer their help.,What will Quinn want to do next?,fulfill a goal,offer Alex nothing for their help,beg Alex to help,C
165,Kai fed Remy's dog after she lost her owner in a car wreck.,How would you describe Kai?,caring,lazy,selfish,A
166,Remy gave Skylar a present because it was Skylar's birthday and Remy was Skylar's friend.,How would Skylar feel as a result?,confused about the situation,like they do not want to be friends with Remy,grateful to Remy,C
167,While Skylar was walking home from work they accidently got caught in the fence by their coat and they ripped a hole in the sleeve.,How would Skylar feel afterwards?,pleased,upset,happy,B
168,Tracy made Bailey a sandwich because they knew Bailey would need their strength.,How would you describe Tracy?,negligent,thoughtful,mean,B
169,Lee decided to go out and give their time out to a charity.,What is going to happen with others?,be mad they dedicated their time to a charity,upset with themselves for giving out time to charity,be thankful they could give help out for others,C
170,Skylar brought the pencils back after she found out the teacher saw her take them.,How would Others feel as a result?,glad Skylar did the right thing,embarrassed and sorry,ashamed about it,A
171,"Tracy had gone missing, so Lee tried to call their cell phone.",Why did Lee do this?,leave Tracy a voicemail,make sure Tracy was okay,needed to have a cell phone,B
172,taylor wanted to show support so he reached alex's hand with her own.,How would you describe Taylor?,would be relieved,as caring,happy to have Taylor as a friend,B
173,Bailey told the time wrong so people would be late.,What will Bailey want to do next?,think up the wrong time,take advantage of her dishonesty,check the right time,B
174,Casey collected Aubrey's thoughts and wrote them down in the big red journal.,Why did Casey do this?,lazy,smart,conflicted,B
175,Alex kept Addison's balance because she was not good with money.,How would Addison feel as a result?,dutiful,relieved,mean,B
176,riley practiced good luck rituals so he believed in their luck.,How would Riley feel afterwards?,as unlucky,A person who practices witchcraft,as special,C
177,Gabriella was applying to nursing school and asked Lee for a recommendation letter.,What did Gabriella need to do before this?,finish going to medical school,doesn't know a lot of people,do good work for Lee to impress them,C
178,Quinn saw Aubrey's article in the paper and thought is was very informative.,What does Quinn need to do before seeing the article?,compliment her,become an author,get a paper,C
179,"Even though their little brother was supposed to write it, Ash wrote the essay for them.",What will Ash want to do next?,keep it a secret,tell people they wrote it,do research,A
180,jordan was on his way back home but he decided to wound around jesse's way.,Why did Jordan do this?,visit jesse,enjoy a long walk,hurt jesse,A
181,"Skylar was not willing to get a new job, so Austin helped Skylar change their ways.",What will Austin want to do next?,get Skylar to pay their own way,force Skylar to get a job,help Skylar get a job,C
182,Skylar was eating lunch with her friends and told them she didn't like the food they made.,What will happen to her friends?,bad that the food wasn't good enough for Skylar,find new friends,give Skylar more of the food to eat,A
183,Sasha kept my eyes open so I wouldn't fall asleep while studying for the test.,What will happen to Sasha?,be told to leave,Others will start getting sleepy,be appreciated,C
184,Jordan was a new father and had just signed their toddler up for school. Jordan took their toddler to school on Monday for the first time where Jordan cried more than their toddler.,Why did Jordan do this?,be their the first day of school,go home,be the father that cried all day,A
185,Ash paid attention in class every day in order to pass.,How would you describe Ash?,studious,kind,a sense of accomplishment,A
186,Kendall asked Tracy if she wanted to go see Lady Gaga; she decided she wasn't going to take no for an answer.,What did Kendall do?,sold her Lady Gaga tickets,decided she would only accept an answer of yes,went to see Lady Gaga alone,B
187,Remy saved Austin's life when he fell into the water.,How would Austin feel as a result?,very dead,a very good swimmer,very saved,C
188,Addison knew she could take a shortcut to get the project done faster. Addison always followed code so she didn't do it.,How would Addison feel afterwards?,upset,happy,a rule follower,C
189,according to the article Carson learned to read.,What does Carson need to do before this?,read very quick,go to school,study on how leave,B
190,"Jesse saw that he got the wrong movie with a similar title, so he took the dvd back to the store.",What does Jesse need to do before this?,Receive a refund of his payment,verify the movie title,throw the movie away,B
191,Sydney shooed it away quickly before it had the chance to follow them home.,What will Sydney want to do next?,throw it away,put distance between the thing and them,be on her way hom,B
192,"Sasha told Quinn the place where they should to meet up to eat, but Quinn never show up.",What will happen to Quinn?,plan to meet another day,send angry texts to Quinn,eat lunch together,A
193,Tracy forced Jan's eye closed while she was resting.,Why did Tracy do this?,didn't think before acting,apologize to Jan,rest and relax,C
194,Tracy formed another band that had plenty of good musicians and talents.,What does Tracy need to do before this?,needed to be a novice,needed to be an adept musician,Listen to their demo,B
195,Remy knew everything about the subject after researching it thoroughly.,What does Remy need to do before this?,go to school before this,memorize more,research before this,C
196,Taylor took the poor dog she found on the road to the vet.,What will the vet want to do next?,pronounce the dog dead,wraps the dog in a towel,check to make sure the dogs okay,C
197,Carson worked all summer and saved up so he could afford to buy his first car.,How would Carson feel afterwards?,guilty,wasteful,proud,C
198,Austin gave Sasha flowers for Valentine's Day to let her know he wanted to date her.,How would you describe Austin?,rude,selfish,romantic,C
199,bailey was a pirate and was being executed so she had to walk the line.,How would you describe Bailey?,calm,relaxed,as anxious,C
200,Skylar was building a computer that was faster than what they could buy. Skylar did their utmost best.,What does Skylar need to do before this?,finish their computer,have knowledge,have a mouse,B
201,bailey decided an education is the key to success so she wanted to go to college.,What will Bailey want to do next?,forget about college,get scholarships,get accepted to a college,C
202,"Jan was in a rock band, so they played music with their friend.",Why did Jan do this?,make a music video,Throw a party,quit the band,A
203,Jessie was wearing sneakers instead of work boot at the job site.,Why did Jesse do this?,Jessie thought if he wore sneakers he would get fired,get a pair of sneakers,Jessie could not afford work boots to wear to the job site,C
204,Carson went to a movie and had a great time watching it.,How would Carson feel afterwards?,bored and mean,sad and angry,quite happy,C
205,Aubrey opened projects in the form of a puppy rescue.,What does Aubrey need to do before this?,bring in a bunch of cats,collect some kennels,have a huge home with lots of carpet,C
206,Jordan found Jan's keys out back after they were both certain they were gone forever.,What will Jordan want to do next?,tell Jordan she found his keys,retrieve the keys from out back,rest next,B
207,Riley recently become a Big Brother and he taught the child how to fish.,How would Riley feel afterwards?,Ignored,Admired,Novice,B
208,Aubrey was dating Skylar and wanted to marry them after they graduated from college.,What will happen to Aubrey?,will shoot Skylar and commit suicide,will start making wedding plans,will thank Skylar and leave relieved,B
209,Sasha received Taylor's share for their monthly rent payment.,How would you describe Sasha?,paying their rent,would be happy,would be glad,B
210,Jan wants to know if Aubrey's girlfriend will want to set up a baby shower for Aubrey.,What does Jan need to do before this?,go behind Aubrey's back and get the number from someone else,ask Aubrey what her number is,call Aubrey and tell her about the plans first,A
211,Ash was away on a trip and Sasha hadn't seen them for weeks.,Why did Sasha do this?,hug each other,wanted to see Ash again,get up to date,B
212,"Cameron's brother's birthday is today, and they have been fighting a lot lately, so Cameron hadn't made anything to give them.",Why did Cameron do this?,be a good brother,wish their brother happy birthday,express their feelings,C
213,Skylar is a dentist who is treating Kendall.,How would Kendall feel as a result?,professional,nervous,happy,B
