,context,question,answerA,answerB,answerC,correct
25101,kai played fetch with jan so that jan could have a good time.,What will happen to Kai?,have fun with jan,will bring the stick back,hate themselves,A
25102,"Robin tried to find her keys, minutes before the bus would arrive. She could afford to miss this one.",How would Robin feel afterwards?,worried that she would not make the bus,relaxed,ahead of schedule,A
25103,Carson finished what she wanted to do.,What does Carson need to do before this?,enjoy their leisure time,do,a hard worker,B
25104,Aubrey leant towards lee and told them a secret that they were not supposed to tell.,How would Aubrey feel afterwards?,proud of themselves,guilty about telling the secret,like a privileged person,B
25105,Taylor crawled before she walked by learning how to make spaghetti before souffle.,Why did Taylor do this?,learn slowly,burn out quickly,rush things through,A
25106,Skylar saw Carson entering the backyard so they got a bat and chased them away.,What will Skylar want to do after?,tell Carson to never come back,get a security system for the yard,call the police,C
25107,Quinn is at an arcade playing games and puts coins in the machine.,What does Quinn need to do before this?,put more coins in,has to wait in line for the machine,play the game,B
25108,Ash held Jordan's stare from across the room during dance practice.,How would you describe Ash?,loved,great,staring at Jordan,A
25109,Sasha discussed the matter of payment with Taylor after they signed the contract.,How would you describe Sasha?,professional in her dealings,happy to have the contract signed,unhappy about the deal,A
25110,Austin saw a painting he liked and Quinn asked Austin to describe the painting.,How would you describe Quinn?,learn about the painting,Thankful,fufilled,A
25111,Carson changed to the other side for good since that is where they were meant to be.,How would you describe Carson?,proud that they could change,political,happy to have changed,C
25112,Casey accidentally hit Riley in the face with a bat. Riley wiped blood off his face.,How would Others feel as a result?,upset that they were hit with a bat,very bad about it,happy with it,B
25113,Addison was working hard as always and got Quinn in Kai's trademark.,Why did Addison do this?,stay away from her,get it really bad,work hard on the next project,C
25114,"After years of long-distance friendship, Jesse met Kendall's wife during a visit.",What will Kendall want to do next?,buy the tickets,introduce Jesse and his wife,ask Jesse what he thinks of her,C
25115,Lee caught the ball with his hands when he turned and saw it heading for him.,Why did Lee do this?,not get hit,drop the ball,get hit by the ball,A
25116,Addison got married today. It was a happy day for them.,How would you describe Addison?,happy,now divorced,unhappy,A
25117,Kai was given the gift they wanted from their parents.,What do Kai's parents need to do before this?,Buy the gift,say thank you,Guess what Kai wants,A
25118,Alex left together with his family on a trip to the beach. It was Alex first time at the beach.,Why did Alex do this?,relax in the pool,get in the beach,stay home,B
25119,Carson saw someone fall down during the race. Carson immediately stopped running.,Why did Carson do this?,wanted to make sure they were okay,wanted to run past them and win,wanted to ignore them,A
25120,Robin's team breaks ground on the project they have been planning for two years.,How would Robin feel afterwards?,successful,ignored,frustrated,A
25121,Riley got third place in the contest in the science fair at school.,What does Riley need to do before this?,make a project,ignore the contest,not submit an entry,A
25122,Remy rubbed Tracy's thumb after it was hurt from hitting it with the hammer.,How would Tracy feel as a result?,hurt and discouraged,okay,safe,A
25123,Lee had a new puppy but lost it at the park yesterday.,What will Lee want to do next?,walk the dog at the park,look for it,play with the puppy at the park,B
25124,"Taylor and Tom had been walking around the park for hours looking for their lost dog, but it was getting dark, so Taylor asked Tom to go home.",Why did Taylor do this?,did not like the park,needed to rest,go home and be safe,C
25125,Riley went to the lake to swim with friends.,Why did Riley do this?,didn't know how to swim,take a very refreshing bath,like to spend time with friends,C
25126,Jan cooked the pasta according to the directions but it turned out mushy.,How would Jan feel afterwards?,an inadequate chef,Upset the meal was delivered late,Irritated the directions weren't accurate,A
25127,Quinn packed everything in preparation for his trip to Spain.,What will Quinn want to do next?,Go to Japan,buy a ticket,Go to Spain,C
25128,Skylar and Addison decided to enter the science fair together.,Why did Skylar do this?,have fun,wanted to win the science fair,wanted to be disqualified,B
25129,"Despite feeling scared and nervous, Cameron's friends encouraged him to try surfing anyway. It turned out that Cameron had fun and enjoyed surfing.",How would Cameron feel after surfing?,too hard,happy that he tried something new,hard,B
25130,Kendall bought a new mattress for her room because her old one was torn up.,Why did Kendall do this?,wanted to wake up early,have the mattress delivered,sell the old mattress,B
25131,Aubrey and her husband was trying to get pregnant. Aubrey just found our that she became pregnant.,What will Aubrey want to do next?,call her husband and tell him the news,sad at getting pregnant,not tell her husband about the news,A
25132,kai became coach of the soccer team and improved their ability.,What does Kai need to do before this?,get hired as coach,join Kais team so they too can improve,cheer on Kais team as they get better and better,A
25133,Ash gave Jan an opportunity for a promotion at work after she created a good project.,What does Ash need to do before this?,observe Jan's work,reprimand Jan,fire Jan,A
25134,Jordan was going home because they forgot their wallet. Jordan arrived back at the house.,What will Jordan want to do next?,get back in their car,find the wallet,travel back to their house,B
25135,Lee met Casey's expectations by baking and decorating a beautiful wedding cake.,Why did Lee do this?,receive praise,make a name for the new bakery,create a beautiful cake for the bride,C
25136,Bailey made a chocolate cake that everyone loved when she brought it to a party.,How would Bailey feel after everyone loved the cake?,proud of her cake making skills,no desire to bake again,disappointed in her baking skills,A
25137,"kendall was carrying too many bags, so she crashed to the floor.",What does Kendall need to do before this?,get up off of the floor,sit down by herself,put down some of the bags,C
25138,lee was concerned for his mom so he took her to a doctor.,What will happen to Others?,support lee,discourage lee from going to the doctor,be unhappy seeing his mom being weak,A
25139,Kai needed help on a test so Taylor gave them advice.,How would Taylor feel afterwards?,knowledgeable,they gave Kai support,they gave good advice,A
25140,Remy had just finished preparing soup for dinner when several friends showed up unannounced. Remy prepared several more bowls of soup.,Why did Remy do this?,get his friends to leave more quickly,So that the guests could join Remy for dinner,wanted more than one bowl of soup,B
25141,Riley made a basket full of muffins to take to the new neighbors.,What will Riley want to do next?,Bake the muffins at home,ring the doorbell,eat the muffins,B
25142,Quinn tried to kill Cameron after Cameron accidentally walked onto her property.,How would you describe Quinn?,a reasonable person,a paranoid person,a peaceful person,B
25143,"Sydney was traveling to see Aubrey, but had left Aubrey's stuff at their house on accident.",How would you describe Sydney?,upset by Sydney,disappointed by Sydney,a forgetful person,C
25144,Jesse told Lee's story to all the people Lee told them not to tell.,Why did Jesse do this?,apologise to Lee,get back at Lee,avoid Lee because he's ashamed,B
25145,ash was responsible for the accident so she paid cameron's bills.,How would Ash feel afterwards?,as annoyed,a guilty person,as calm,B
25146,Kai has a birthday coming up but does not want gifts.,How would Kai feel as a result?,Sad,greedy,complete,C
25147,Austin invited their boyfriend to meet his whole family for dinner.,How would Others feel as a result?,someone who wants their family to like their boyfriend,interested in Austin's life,angry at Austin,B
25148,Carson had helped Sydney with her bills so much that he couldn't pay their own rent.,What will happen to Carson?,move to a mansion,guilty,get thanked by Sydney,C
25149,Austin came home from the war and eagerly wanted to see their loved ones.,What will the loved ones want to do next?,send Austin off to war,celebrate Austin's return,go to war,B
25150,"Riley enjoyed playing with her friend, they played board games and checkers.",Why did Riley do this?,go to the park,have fun with her friend,go ice skating,B
25151,Cameron turned off the lights so they could watch a movie.,How would Cameron feel afterwards?,Like they were ready to watch the movie,someone who likes to hangout with friends,a courteous person,A
25152,Austin is trying to get more exercise so has not been driving.,How would Austin feel afterwards?,upset,regretful,proud,C
25153,"After their huge fight, Jan won Sydney back thankfully and swore to change her ways.",What will Sydney want to do next?,find a new girlfriend,watch Jan's moves carefully,change her ways,B
25154,Bailey had a large splinter so Addison made an incision on Bailey.,Why did Addison do this?,better,Wash it with soap,break the splinter,C
25155,Tracy defrayed them in connection with crime if that weren't enough.,What does Tracy need to do before this?,sleep,get away,be knowledgeable about events,C
25156,Bailey met up with Addison on the street after getting out of work for lunch.,What will happen to Bailey?,be talked to,go to a nice restaurant to eat,be efficient,B
25157,Skylar's mom forgot to pick her up after practice and she has been waiting for an hour.  Skylar sent her mom a text.,How did Skylar feel afterwards?,as normal,unimportant,as practical,B
25158,Sydney satisfied his ego with his choice words.,What does Sydney need to do before this?,think of words,be safe,be nice,A
25159,"Jan played piano at local events and was always well received, so they wanted to move on to perform in bigger venues.",What will Jan want to do next?,practice more,purchase a new piano,contact local talent managers,C
25160,"Jan bought a wedding dress that was too small. After months of dieting, Jan tried the dress on the night before their wedding and found that they fit it well.",How would Jan feel afterwards?,humbled,accomplished,inspired,B
25161,Alex told a very scary ghost store to the campers around the campfire.,What will Skylar want to do next?,run screaming,laugh it all,cry,A
25162,Jordan planted a nice flower in her brand new garden that she made.,Why did Jordan do this?,express her hobby,do nothing,buy the potted flower at a garden shop,A
25163,Robin bit into a warm chocolate chip cookie and felt the oats in the dough.,What will Robin want to do next?,take another bite,wanted to be first to try the new cookies they just made,loved to eat cookies while they were still warm,A
25164,Taylor draws intrigue from the men she meets.,What will Others want to do next?,Ask Taylor about her friends,Get to know Sarah better,Take Taylor out on a date,C
25165,Aubrey went past the snake. She noticed that it wasn't poisonous so she wasn't worried.,How would she feel as a result?,unnerved,indifferent,relieved,C
25166,"After a long period of looking for it, Lee finally found the animal.",How would you describe Lee?,very noncommittal,very lackadaisical,very diligent and thorough,C
25167,"Casey extended Tracy's hand during the massage, stretching out the tense muscles for relief.",How would you describe Casey?,a thoughtless therapist,great now,a caring masseuse,C
25168,Sydney went to the county fair for the first time and rode the Ferris wheel.,What did Sydney do?,rode the Ferris wheel,elated,excited,A
25169,Taylor went to Jordan's home but Jordan was not there.  Taylor finally found Jordan in the backyard.,How would Taylor feel afterwards?,glad he was found,that they finally able to tell Jordan the news,happy to see his friend,C
25170,"Taylor's family moved and Taylor had to attend a new school. On the first day, a girl named Quinn became Taylor's friend.",How would Taylor feel as a result?,sad,left out,happy,C
25171,"Skylar was watching a movie and Remy´s mother was talking to him, so he decided to ignore her.",How would Skylar feel afterwards?,would like sad after talking to Remy´s mother,bad,happy,B
25172,Alexs stopped and got lunch for everybody that was hungry.,Why did Alex do this?,be scared,Is nice,be rude,B
25173,Kendall waved back at the firefighter on the truck in the parade.,How would Others feel as a result?,affectionate toward Kendall,angry that Kendall got attention,annoyed by firefighters,A
25174,"Casey has a job as a data analyst, so people say that Casey crunches numbers.",What does Casey need to do before this?,learn about data science,become very good at crunching,perform mathematics for a living,A
25175,Riley was trying to play music and made noises.,What will Riley want to do next?,good,think about music,learn a song,C
25176,Aubrey needed a shorter coat so they cut it according to their cloth.,What will Aubrey want to do next?,sell the coat,find some scissors,wash the coat,C
25177,bailey had an obligation so she fed sydney's fish everyday.,Why did Bailey do this?,be a nice person,be a mean person,feed the fish,A
25178,sasha had two kids that liked to play with jesse so she sent them on jesse's way.,What will happen to Jesse?,jesse will be bored,be at peace,jesse will wait for the two kids,C
25179,"After a long night of drinking and feeling exhausted, Ash got home.",Why did Ash do that?,call a taxi,get some shut eye,get a ride from friends,B
25180,Casey cooked up a storm and made a great dinner.,What will Casey want to do next?,send invitations to family,buy the ingredients,enjoy their dinner,C
25181,Taylor took pride in doing community service and helping those less fortunate than him.,How would you describe Taylor?,a very giving individual,a person who does not care for the less fortunate,a person who dislikes children,A
25182,Jesse sipped Bailey's tea because he was very thirsty.,What will happen to Jesse?,drink tea themselves,he hates tea now,he will like it,C
25183,Aubrey showed up and the asked the employees to come  forth if they are responsible for the broken pots.,How would Others feel as a result?,curious who cooked the lunch,curious who broke the pots,"happy for coming forth,",B
25184,"After seeing how the women's movement really altered things, Sydeny carried the movement forward.",What will Sydney want to do after that?,get friends banned,continue with the women's movement,continue with the men's movement,B
25185,Skylar is attending a party at an exclusive club. It's hard to get into and has a very strict dress code.,What does Skylar need to do before this?,did this for fun,get an invitation to the party at the club,show up without the correct attire,B
25186,"Carson was just made the executor of a rich person's estate, valued at over twenty five million dollars.",What will Carson want to do next?,give the money to the rich man's relatives,give the money to a church,hire a good lawyer,A
25187,"Austin decided to cover for Addison;s work shift, taking her hours for her.",What will Austin want to do next?,Quit their job,Ask for a return favor,Work their shift too,C
25188,Taylor impressed upon you the standards that needed to be upheld in his construction industry.,What will Taylor want to do next?,justify the schedule's rushing,justify the costs of building,do their best,B
25189,Jesse held Jan's heart for years because they were in love with each other.,How would you describe Jesse?,devoted,untrustworthy,disloyal,A
25190,Alex was nervous about going on the roller coaster but ended up loving it very much.,How would you describe Alex?,an adrenaline-junkie,a loser,afraid to take risks,C
25191,Remy showed Alex's dog lots of love while its owner was away on a business trip.,How would you describe Remy?,fond of dogs,more of a cat person,a cat lover,A
25192,Alex took Sasha's daughter to soccer practice when Sasha had to work late.,How would Sasha feel as a result?,trained for the game,indebted to Alex,like a good parent,B
25193,Addison booked Robin's trip to France as a graduation present to Robin.,What will Addison want to do next?,congratulate Robin,Give Robin money,Cancel the trip,A
25194,Sydney walked home from school one afternoon because it was finally warm and sunny.,Why did Sydney do this?,see that it was a nice day outside,get some exercise,decide to walk home,B
25195,Kai did push ups every day in order to get in shape.,What does Kai need to do before this?,needed to get motivated,eat healthy,shower after,A
25196,Tracy threw a rock at their window to grab attention.,What will happen to Taylor?,cause alarm,punished,criticized,A
25197,bailey was a cold person but she maintained her relationship with carson.,What will Bailey want to do next?,avoid carson,talk to carson,ignore carson,B
25198,Austin wanted to get to know her better so she visited Jan's sister.,How would Austin feel afterwards?,like he hates her,disgusted by her,like he's in love,C
25199,Alex hit the target when he was shooting darts.,What will Alex want to do next?,leave,celebrate,not shoot anymore,B
25200,"After breaking the seal on the envelope, and pulling out the card, Jordan announced the winner.",Why did Jordan do this?,let the judges determine the winner,be a good host at the awards ceremony,recieve the card,B
25201,Alex took off for two hours because he was starting to throw up.,How would Alex feel afterwards?,strange,calmer,hungry,A
25202,austin was riding his new motorcycle so he came flying around the corner.,How would Austin feel afterwards?,as happy,as bored,as sad,A
25203,"In order to make new friends, Remmy got along with others.",Why did Remy do this?,practice pranking others,find new people to annoy,be a social person,C
25204,Tracy felt a lump in Austin's back when he came in for the diagnostic.,How would Tracy feel afterwards?,concerned for Austin,happy for Austin,a nurse,A
25205,Kendall gave Skylar a headache with their constant chatter.,How would Skylar feel as a result?,Like telling Kendall to be quieter,gregarious,extraverted,A
25206,Kai went Quickly from the hospital to work after their appointment.,What will Kai want to do next?,catch up on the day,spend less PTO hours for the doctor appointment,finish their project before the end of the day,A
25207,Kai stole a necklace from a store and put in in Casey's pocket while they weren't looking.,Why did Kai do this?,advise casey to stay calm,not get caught,get into trouble,B
25208,Lee was watching a match and no one was winning. It was Lee's turn and Lee also gave in.,What will happen to Lee?,not win either,learn from it,lose the game,B
25209,"After Austin stayed out all night drinking again, Sydney read Austin the riot act.",What will Sydney want to do next?,argue,make Austin marry them,want Austin out of their life,A
25210,Tracy and Skylar are friends who haven't seen each other lately. They agree to meet at the train station. Tracy makes sure to be on time.,Why did Tracy do this?,make sure they didn't miss Skylar,wander around the station,catch up with skylar,A
25211,Kendall bought a new house with the money she had gotten from work that week.,How would Others feel as a result?,bored and sad,happy for her,angry and resentful,B
25212,Carson recently had a baby and their friend Tracy is coming to visit.,What will happen to Carson?,embarrassed,uncomfortable,pleased,C
25213,Tracy said bye to Addison on their last day of school.,What will Tracy want to do next?,kiss Addion,punsh Addison,walk away,C
