,context,question,answerA,answerB,answerC,correct
10033,Sydney gave the car the right oil so that it would run smoothly until the next oil change.,What will Others want to do next?,close the car hood,do the same thing,throw the oil bottles away,A
10034,"Taylor is responsible for reporting at work, she looked closely at a new report.",What does Taylor need to do before this?,read a magazine,pass on the report,read the report,C
10035,"Ash sent their daughter to the store while she bathed the twins, cleaned the house and made dinner.",How would you describe Ash?,impressed,over worker,pleased,B
10036,Alex and Ash had an argument which escalated into a huge fight in the carpark where they threw punches and Alex tore Ash to pieces.,What will Alex want to do next?,apologise,Go to the hospital,stay to calm down,A
10037,Jan was an overbearing mother and Jan controlled Aubrey's life.,What will Aubrey want to do next?,help Aubrey avoid mistakes,Leave home,make Aubrey safe,B
10038,"Tracy tightened around Riley.  Riley, their three year old child, was going to cross the street.",What will Riley want to do next?,cry,keep Riley safe,encourage Riley to look both ways,B
10039,kendall heard someone call her name so she immediately turned around.,How would Kendall feel afterwards?,hyper vigilant,as confused,as normal,C
10040,"Sasha got great grades and continued to be a brilliant, A student.",Why did Sasha do this?,get into the advanced classes,be a good student,avoid focusing on school,A
10041,"Eventually, Riley avenged their brother's death at the hands of the betrayer.",What will Riley want to do next?,seek betrayal,take revenge,seek relief,C
10042,Sasha left days ago for their trip to Europe with their family.,What does Sasha need to do before this?,was going on a trip with her family,forget Europe,leave to go to Europe,C
10043,Riley expressed Kendall's feelings by getting some roses and going to dinner.,What will happen to Kendall?,happy,Be thanked by Kendall for their kindness,loved,C
10044,Ash got the best out of Sasha every time he came to visit.,What will Ash want to do next?,enjoy the time,have a good time,grow relations with Sasha,C
10045,Remy kept her grades up so that she could go on vacation with the family.,How would you describe Remy?,proud,a failure,a driven person,C
10046,"Jordan was a slow driver, other drivers booed on Jordan often. Jordan lost all the confidence in them. Jordan's grandfather taught how to drive better, Jordan began to drive quicker.",What does Jordan need to do before this?,prove other drivers wrong,train at the gym to be able to move quicker,take driving lessons from their grandfather,C
10047,Bailey had to get a job working over night. She worked all night.,What will Bailey want to do next?,go home and eat,go to school,go to work,A
10048,robin had a crush on jordan so she expressed interest in him.,How would Robin feel afterwards?,as nervous,a hard worker,likes to be straight forward with others,A
10049,Skylar wanted to kill jan that day because jan said something mean to skylar.,What will happen to Skylar?,she will get yelled at,have to control themselves,be happy,B
10050,Robin got their bearings. They knew how to get home.,How would you describe Robin?,on the way to work,on the way home,bad with directions,B
10051,jan taught addison dog tricks so that the dog could learn something new and fun.,How would Addison feel as a result?,annoyed with their dog,happy for their dog,sad to have learned nothing,B
10052,"Quinn needed quick cash and thus, had to go get a loan.",How would Quinn feel afterwards?,glad the loan was granted,depressed a debt has occurred,expensive,A
10053,Sasha worked hard for two years to put a down-payment on their dream home. Sasha finally save enough and loved their new home.,How would you describe Sasha?,proud,hardworking,accomplished,C
10054,ash was annoying so she moved cameron's shoe by an inch to see his response.,What will Cameron want to do next?,tell ash to stop,ignore ash,laugh at ash,A
10055,"Even though they were working on a tight deadline, Jan performed the job well.",What does Jan need to do before this?,be given the task,celebrate them,congratulate them,A
10056,Addison used fire to keep warm when she got cold while camping.,What will Addison want to do next?,add more sticks and twigs to the flame,poured some water all over the flames,Because Addison enjoyed campfires,A
10057,Ash held their composure together during the very sad drama play on broadway.,How would you describe Ash?,touched,impressed,feeling sad,A
10058,"Even though it was a difficult decision and someone had to lose either way, Addison supported Cameron's families decision.",What will Cameron want to do next?,meditate on it,think deeply,carry out the decision,C
10059,Remy was trying to keep from making noise. Remy kept quiet.,How would you describe Remy?,being wreckless,being cautious,like screaming,B
10060,Taylor let their stay last longer so the fun will continue .,How would Taylor feel afterwards?,tired all day,away,sad about the trip,A
10061,Sydney was another man's friend and they both had a good time at the bar.,How would Others feel as a result?,proud now,bored now,detached now,A
10062,Ash rode hard and put their wet clothes in the washing machine after they were done.,Why did Ash do this?,wash them before they started to smell,have clean shoes,go out cycling,A
10063,Sasha kept their eyes open and Jesse asked them why they would not sleep.,What will Jesse want to do next?,realize they couldnt sleep,ask more questions,have a hard time sleeping,B
10064,Cameron Quickly put his video games away so he could do his work.,How would Cameron feel afterwards?,Good for doing the right thing,Good for speaking what's right,Good for knowing his best,A
10065,Casey impressed Remy's new girlfriend and they made plans to hang out.,What will Casey want to do next?,develop the friendship next,Give him a hug,get mad next,A
10066,Remy helped the old woman who was struggling across the street.,How will others feel?,angry,happy,bitter,B
10067,Ash spends a lot of time visiting animals at the petting zoo.,Why did Ash do this?,buy the animals,play with the animals,sell the animals,B
10068,Kai moved Kendall's hips so she could get by.,How would Kendall feel as a result?,confused,like a powerful person,in control,A
10069,Jesse thought they had found something good for their collection so they got it checked out.,How would Jesse feel afterwards?,Like they hope it has value,obsessed,dedicated,A
10070,"Kendall knew their parents wanted to see the orchestra, so Kendall bought the tickets as an anniversary gift.",How would Kendall feel afterwards?,like they were letting their parents down,proud,likes to buy gifts for her parents,B
10071,Jesse was decorating for the big party. He tied the bows together as a finishing touch.,How would Jesse feel afterwards?,creative,bad about it,glad to be done,A
10072,Jesse got sick one day and stayed home and watched TV.,How would Jesse feel afterwards?,concerned about getting others sick,Like they could of been resting,Glad they watched TV,C
10073,Lee was hiding on Quinn as Quinn was coming up the dark stairs then just as they turned the corner Lee jumped out and scared Quinn.,What will Lee want to do next?,jump backward,guilty,scream at Lee,A
10074,Ash cut a wide swath in the hole of the fence with their tool.,How would Others feel as a result?,annoyed with Ash,happy with Ash,good with tools,A
10075,Quinn is a marketing manager for the business.,What will Quinn want to do next?,find new customers,quit or retire,Go to school for management,A
10076,Jordan practiced every week.  They want to become a professional basketball player someday.,How would you describe Jordan?,a very pessimistic person,a laid back type of person,a very ambitious person,C
10077,"Robin acted as an intermediary for Quinn when she needed to explain the paperwork to their client, while Quinn out of town.",How would Quinn feel as a result?,Thankful for Robin's help,Angry that Robin wouldn't help,Sorry the client didn't get what they needed,A
10078,Robin went to the movies with a friend and had a very good time there.,How would you describe Robin?,very rude,very friendly,alone in life,B
10079,Sasha led her team to win the big tournament for the state.,What will Others want to do next?,praise Sasha,proud,strong,A
10080,Casey hired an attorney named Aubrey when their husband filed for divorce.,Why did Casey do this?,settle the divorce quickly,prove their husband was stealing,have a good criminal lawyer,A
10081,Sydney shot the ball and scored the winning point of the game.,What does Sydney need to do before this?,be on the team before this,win the game,quit school before this,A
10082,Bailey told Robin he knows everything about what happened last night at the club with the girl.,What will Robin want to do next?,show disapproval,go to the club with him,ask Robin for an explanation,A
10083,Addison scooted across the carpet towards Austin in just their socks.,What will happen to Austin?,jump,have a heart attack,shock Austin,C
10084,Ash was watching television when all of a sudden the power went out.,What will Ash want to do next?,flip their breaker,call the water company,turn on the tv,A
10085,Jesse looked the part in the play they were putting on.,How would you describe Jesse?,accomplished,As someone prepared for the play,glad,B
10086,Jan worked hard to overcome her fear of flying and eventually took a plane to vegas.,Why did Jan do this?,face her fear and overcome it,try the airplane food she always hears people talk about,see what going through airport security was like,A
10087,"As the court appointed baby holder, Remy placed the infant king on the throne.",What will Remy want to do next?,let the king fall off the throne,hold the king upright,hold the king on the toilet,B
10088,Alex took a test and got a very good grade on it and told his parents.,Why did Alex do this?,find some gold,get a date,show off,C
10089,Remy called the employee into the office to fire her for bad work.,What does Remy need to do before this?,go over her work,ignore the employee,throw a party,A
10090,Taylor played a gig at a bar and was very well received.,What will Others want to after the gig?,boo him off stage,gain attention,hire Taylor again,C
10091,Austin took Addison's work hours because  Addison was ill.,How would Austin feel afterwards?,concerned even though they could make more money,glad to help others,told Austin she appreciated him so much,B
10092,"Kendall had made handmade dolls for Sydney's party, so Sydney brought Kendall's hand made dolls for everyone.",What will Sydney want to do next?,Thank Kendall,share the dolls with friends,Throw away the dolls,A
10093,The sun was bright so Sydney decided to shield their kids from the sun.,What did Sydney need to do before shielding their kids?,grab a piece of paper to hold up for protection,grab them all to shield them easily,walk away from their kids before shielding them,B
10094,Robin took the money to the counter because she was in too much of a hurry to wait in line.,How would you describe Robin?,excited to leave,relaxed,impatient,C
10095,Quinn was moving away to get away from their parents.,Why did Quinn do this?,stay close to home,make friends,leave them parents,C
10096,Robin opened Jesse's mouth to speak but Jesse got angry and wanted to speak for themselves.,How would you describe Robin?,speak but Jesse got angry and wanted to speak for themselves,a controlling person,a laid back person,B
10097,Kendall bought a new guitar and decided to use it as often as possible.,How would you describe Kendall?,lazy,happy,musical,C
10098,Sasha went to the park with her father after he picked her up from school.,What does Sasha need to do before this?,eat breakfast before this,go with her father before this,play at the park,B
10099,"Sydney told Baily's grandma about the death of her grand daughter Baily, tears started to flow out of her eyes.",How would Sydney feel afterwards?,relieved,would be happy and would move on,a hole inside,C
10100,Robin held a four leaf clover at the contest winner announcement to receive good luck.,Why did Robin do this?,leave the area,lose the contest,get a good result,C
10101,Quinn got ready to go to work and it turned out to be a brutal day ahead for him.,How would Quinn feel afterwards?,drained,thankful,patient,A
10102,Quinn had money to go shopping and spent the money quickly.,What will Quinn want to do next?,call out sick,appreciate what they have,go to the ATM,B
10103,Taylor took Carson's turn on the board game and got the final score.,What will Carson want to do next?,lazy,bored,skilled,C
10104,Bailey judged the lack of righteousness by that man and decided it was best to stay away.,What will Bailey want to do next?,keep his distance next,find out more next,Stay away,C
10105,Quinn needed milk from the store but didn't have the car. Quinn walked to the grocery store instead.,Why did Quinn do this?,walk home with their purchases,wanted to get there today,call a cab for a ride home,B
10106,"Even though Taylor was trying to hide from them, Tracy found Taylor's class.",How would Taylor feel as a result of this?,annoyed and stalked,visually perceptive,good at tracking people down,A
10107,Remy covered Alex's body with suntan lotion at the beach.,What will happen to Alex?,she will be sick,have the product on their hands,she won't get burned,C
10108,Sydney came back from work to find the house was on fire.,What does Sydney need to do before this?,grab a fire extinguisher,call it a day at work,call home,B
10109,Jesse told Cameron to calm down; the root canal procedure would be over soon.,What will Cameron try to do next?,finish,be comfortably waiting for the drilling to begin,try to relax and wait for the procedure to be over,C
10110,Jesse went home with Taylor that night and they spent it together.,What will happen to Taylor?,be happy,be miserable,stop dating,A
10111,casey broke a leg and was crying really loudly.,What will Others want to do next?,wanted to summon help,better,break the other leg,A
10112,Cameron wanted a cup of coffee right before work so he waited for his turn at the counter.,How would Cameron feel afterwards?,excited that the line was long,happy that the line was long,annoyed that the line was long,C
10113,Jan's mum called to see Jan and Bailey so Bailey made her a cup of tea and a sandwich.,What will Bailey want to do next?,give the sandwich and tea to Jan's mum,ignore Jan's mum,hide the sandwich and tea from Jan's mum,A
10114,Robin went next door and borrowed some tools from a neighbor for a task.,How would you describe Robin?,supportive,confused about where to find tools at,somebody who takes action on tasks,C
10115,Sydney needed braces so they went to the dentist for an evaluation.,Why did Sydney do this?,cared about their appearance,get a set of dentures,ask the dentist on a date,A
10116,Kendall pulled the project together because she wanted to get the homeless shelter up and running as soon as possible.,How would you describe Kendall?,hates other people,an angry person,a kind person,C
10117,Sydney placed Remy's phone at the disposal because they had gotten them a new one.,What does Sydney need to do before this?,buy a new phone,make sure it was recycled,want the phone,A
10118,Lee gave Cameron a hard time for his mistake he made.,How would Cameron feel as a result?,sorry for making a mistake,tell Cameron it's okay,kind of bad,A
10119,"Carson noticed the lady was smoking while holding the baby, so Carson pulled the baby away.",What will Carson want to do next?,Give the baby back,Ask for a cigarette,Leave with the baby,A
10120,Alex shook Carson's arm slowly to wake Carson from a slumber.,What will Carson want to do next?,slowly wake up,go to sleep,take a nap,A
10121,Riley had a present that wasn't wrapped so they put it in a bag.,What's going to happen to others?,show support to Riley for putting the present up,confront Riley for putting a present in a bag,get impatient,B
10122,Carson got directions from their wife to the event and didn't get lost.,What will Carson want to do next?,meet some people,ask their wife,write down directions,A
10123,Remy was on Kendall's first trip abroad where she met her new boyfriend and got engaged.,How would Remy feel afterwards?,Jealous of her new boyfriend,romantic,loving,B
10124,Alex was told Kai did not want dinner because they ate something already.,What does Alex need to do before this?,not make food,be cooking dinner,make less,B
10125,Riley preached the gospel to every creature even though the neighbors got sick and tired of hearing it.,What will neighbors want to do next?,ignore Riley,spread the teachings of the bible,share their faith,A
10126,Kendall met Robins family and they completely rejected him.,How would Kendall feel afterwards?,felt excluded and left out,felt accepted and loved,felt really good about it,A
10127,Austin remembered Carson's name after having them for multiple different classes.,What will Austin want to do next?,needed to meet Carson,call Carson by their name,pick on Carson in class,B
10128,Sydney eats out often and always uses a fork with her food.,What will Sydney want to do next?,needed money to go out,continue using a fork,needed time to go out,B
10129,Tracy caught any fish they could while fishing because she was desperate.,What does Tracy need to do before this?,stop having a hard time fishing,needed to stay home,needed to be near water,C
10130,"Remy was one of about 100 applicants, and yet he managed to get the job.",How would Remy feel afterwards?,unemployed,"Great, he was chosen","Bad, they skipped him over",B
10131,sydney was a master computer technician so she set up computer systems.,What does Sydney need to do before this?,become a master computer technician,send the invoice to customer for the work on the system,forget about computers,A
10132,Skylar kept Quinn from becoming a waitress and by offering her an office job as well.,What will Quinn want to do next?,work in an office,own a company,accept the position next,C
10133,"Jordan saw Riley kiss another so, Jordan told Riley's boyfriend.",How would Jordan feel afterwards?,Supportive,Sneaky,Rude,A
10134,Robin managed to convince the others and avenged their father's reputation.,How would Others feel as a result?,proud,more welcoming towards Robin,annoyed by Robin,B
10135,Cameron went to the store and bought some items that they needed.,What will happen to Cameron?,will eat the food,rent a car,find items,C
10136,"When Cameron's friends were arguing about who won the game, Cameron took sides.",What will Cameron want to do next?,play something else,was outspoken on this occasion,throw his friendship away,C
10137,Avery was applying to nursing school and asked Lee for a recommendation letter.,What did Avery need to do before this?,be a player in the scenario,do good work for Lee to impress them,finish going to medical school,B
10138,Remy took Skylar's money which weighed on his conscious heavily.,How would Remy feel afterwards?,more rich,very happy,very guilty,C
10139,Robin took Carson's phone away after Carson teased Robin with it.,Why did Robin do this?,get away from Carson's behavior,warned Carson that she would take his phone,asked Carson to hand over his phone,A
10140,Aubrey ate a sandwich and washed the sandwich with a cold glass of milk.,How would Aubrey feel afterwards?,indifferent,happy,satisfied,C
10141,Bailey failed the test and decided she wanted to quit.,What will Bailey want to do next?,start studying more,quit going to school,start preparing more,B
10142,Kendall kissed Quinn's neck while they were at the movies.,What will happen to Quinn?,good,watch the movie,get intimate,C
10143,Cameron and Ash went to get something that they needed.,What does Cameron need to do before this?,ask Ash what they need,start driving,go to the store,A
10144,Sydney told their friend that they were having a party in a week.,What does Sydney need to do before this?,buy a dress,have a birthday coming up,bake a cake,B
10145,Jordan gave their sibling something to eat so they would have a good lunch.,What does Jordan need to do before this?,take a nap,go to work,make the lunch,C
10146,Tracy had to move local people into the bunker because world war 3 had started and enemy is using bombs.,Why did Tracy need to do this?,protect people from rain or snow,give people a safe deposit box,keep people in a safe place,C
10147,Jesse did a better job on her homework this semester.,How would you describe Jesse?,a quitter,lazy,hardworking,C
10148,Addison received detention for throwing things in class all day.,What does Addison need to do before this?,Not cause trouble,throw things,Avoid detention,B
10149,Kai was so relieved that her children were okay that Kai gave them a huge hug.,Why did Kai do this?,show affection for her children,ignore her children's affection,crush her children's bodies,A
10150,Jordan liked to call their family to check in. Jordan called their grandparents.,What will Others want to do next?,tell about their grandparents,try to be grandparents,call Jordan's grandparents,A
10151,Bailey was one of the captains of her high school baseball team and a top player.,What does Bailey need to do before this?,skip practices,quit the team,gains playing experience,C
10152,Cameron left early in the morning and still wasn't home yet. Cameron was gone forever it seemed.,How would you describe Cameron?,a hard worker,a lazy person,a slow person,A
10153,Jordan took to cooking like a duck to water and graduated cooking school at the top of her class.,Why did Jordan do this?,get hired at a prominent restaurant,find a job as a chef,cook her friends a meal,B
10154,Lee gave an employee a promotion for all of his hard work.,What will happen to Lee?,become complacent,contemptuous,be proud,C
10155,Kendall had been sick for a week.,What will Kendall want to do next?,take the meds prescribed,ignore the illness,stay away from Kendall so she doesn't get sick,A
10156,Bailey decided to point her finger at the sky because she saw a plane and a flock of seagulls.,Why did Bailey point?,saw a flock of seagulls,saw seagulls on a plane,inform her family,C
10157,Aubrey just fell in love with Remy after a few dates.,What will Aubrey want to do next?,attack Remy,shun Remy,send a love note to Remy,C
10158,"Addison had a very long busy day, Addison slept well at night.",How would you describe Addison?,tired,energetic,faithful,A
10159,Bailey went to the store to get some of the things he needed for supper tonight.,What does Bailey need to do before this?,make a list,eat a nice meal,leave his wallet at home,A
10160,Robin was introducing his brother Jordan to his new girlfriend and Jordan made a good first impression by telling jokes.,What will Jordan want to do next?,insult Robin and his girlfriend,get to know Robin's girlfriend better,laugh at Jordan's jokes,B
10161,Jordan told Kendall to be quiet after they made a joke about them.,What will Jordan want to do next?,make them angry,tell more jokes,For Kendall to not be so silly,C
10162,"Sasha was a moderate, she varied her political opinion often, within limits.",How would you describe Sasha?,was overly principled,was an extremist,was mostly flexible,C
10163,Remy was going to take food to their mom but realized she left the food in the fridge.,What does Remy need to do before this?,See her mom immediately,Go straight to her moms,Go get the food from the fridge,C
10164,Remy lived at home to help out their mother while she was recovering from flu.,How would Remy feel afterwards?,a caring son,glad she could help,better,B
10165,Quinn is Alex's sergeant in the Army Rangers.,How would Alex feel as a result?,sad,proud,ashamed,B
10166,Cameron bought a new television even while the broken old television was still in the house.,What will Cameron want to do next?,buy the old television,dump the old television,find a new television,B
10167,"Remy and Sydney were friends, Remy was worried about something and confided in Sydney.  Little did Remy know that Sydney could not be trusted at all.",What will Sydney want to do next?,not tell others,console Remy,build up trust with Sydney,B
10168,Kendall threw the meeting into confusion after realize she had worked on the wrong project.,What will Kendall´s boss want to do next?,apologise to the others,insult her,explain their plan to move forward,C
10169,Casey was driving too fast down the mountain and met their death.,What will Casey want to do next?,stop their car,Rest peacefully,Have a birthday party,B
10170,Jan treated him differently because he was more special to them than their other children.,How would Others feel as a result?,dejected,loved,selective,A
10171,Jordan set up shop and got many toys on display that day.,How would Jordan feel afterwards?,lazy,passive,proud,C
10172,Quinn was working their way through college. They made blankets at home.,What does Quinn need to do before this?,have fabric,have a degree,wanted to make some money,A
10173,Remy sold Carson's car at a very low price and lost him some money.,What will happen to Carson?,disappointed,pleased,rich,A
10174,Lee and Skylar got into an argument earlier that day so Lee turned Skylar's help away.,How would Skylar feel as a result?,bad about the argument,excited about the argument,happy about the argument,A
10175,Carson was making a breakfast so they got all of the ingredients they needed.,How would you describe Carson?,cooking a breakfast,satisfied,full,A
10176,Skylar spent time with Remy's family to try to find out where Remy had gone.,What will Skylar want to do next?,forget about Remy,scare Remy's family,tell the police Remy was gone,C
10177,Kai was a great baseball player and won the MVP.,How would Kai feel afterwards?,sad,excited,angry,B
10178,Austin joined basketball team and got a great grade at the freshman year of the college.,How would Austin feel afterwards?,A College freshman,confident,awkward,B
10179,Remy invited Aubrey's friend over for some tea and a big batch of cookies.,What will Remy want to do next?,loved,make new friends,detached,B
10180,Cameron drinks coffee every morning. This morning Cameron made coffee on the stove.,How would Cameron feel afterwards he had his coffee?,ready to start his day,ready to go to bed,tired and lazy,A
10181,Carson met up with Riley and gave Riley the idea.,Why did Carson do this?,give Riley ideas in the future,help Riley succeed,hurt Riley,B
10182,Quinn required Alex's effort to succeed in the project at work for the big client.,How would Quinn feel afterwards?,better,would be upset,had felt loved,A
10183,Riley asked the committee Casey's questions about building a park at the meeting.,What will Riley want to do next?,ask to adjourn the meeting,help get the park,take notes about the meeting,C
10184,Addison was drunk and was going to leave the party at midnight.,What will Others want to do next?,say bye to her friends,ask Addison to leave,party on,C
10185,James was applying to nursing school and asked Lee for a recommendation letter.,What did James need to do before this?,do good work for Lee to impress them,hopeful that James could go,finish going to medical school,A
10186,Cameron works at a tattoo shop. Taylor came in and picked Cameron to do their tattoo.,What does Cameron need to do before this?,talk to taylor,own a tattoo gun,hang out with taylor,B
10187,Jan got a letter from a college they applied for. Jan was afraid to read it so Carson read it to Jan. Jan got into college.,What will Jan want to do next?,start to pack their things and buy college supplies,cry over not getting in and sulk being upset,congratulate jan,A
10188,Kai caught Remy in the act of stealing her cookies from the kitchen.,What will Kai want to do next?,apologize,apologize to Kai for stealing,get her cookies back,C
10189,"Kai was having problems with his parents, and left taking refuge in Kai's house.",How would Jesse feel as a result?,like they want to be alone,caught in the middle,upset,C
10190,Alex got a tattoo yesterday at the parlor.,Why did Alex do this?,pain,wanted to mark his skin,needed to choose a tattoo,B
10191,"They went to the market to buy apples, but Austin gave them pears instead.",How would they feel as a result?,confused about fruit,delighted,annoyed,C
10192,Casey published Skylar's work as if it were their own but Skylar found out.,What will Casey want to do next?,apologize to Skylar,continue the ruse,act like they are clueless,A
10193,Austin needed money and took Addison's hours to make ends meet.,What will happen to Austin?,put food on the table,be fired by Addison,be hated by Addison,A
10194,Sydney stayed the course and earned her degree with high marks.,Why did Sydney do this?,did this to teach the students,did this to improve her game,did this to achieve a goal,C
10195,Quinn came down to see us after getting out of the hospital after the car wreck.,How would Others feel as a result?,happy to be on vacation,relieved to be back to work,happy to be out of the hospital,C
10196,Ash went home on the scenic route to enjoy the sunny weather.,How would you describe Ash?,present,fulfilled by the novel sightings,titillated by the wonderful sights,C
10197,"Skylar carried the dog outside for a walk, it was a lovely day.",Why did Skylar do this?,stay indoors,get the dog exercise,find the leash,B
10198,Skylar's head was feeling uncomfortable on the flight so Taylor put the pillow behind her.,How would Taylor feel after?,angry about the flight,jealous that Skylar was comfortable,good about being supportive,C
10199,Taylor enrolled in a new school because their family had recently moved to a new town.,How would you describe Taylor?,new,hurtful,nervous about making new friends,C
10200,"Ash hadn't seen their grandmother in a long time, so they made a trip to their house to see them.",How might Ash feel when visiting their grandmother?,happy to see their grandmother,tired after their trip,nervous to visit their grandmother,A
10201,Kendall increased their income by working another job after they left work.,What will happen to Kendall?,be thankful,save more money,lose money,B
10202,Casey never gave Cameron anything for the thanks of the giving service.,What will happen to Cameron?,used,unwanted,unneeded,B
10203,Sasha got her first car when she turned 16 and got her license.,What does Sasha need to do before this?,ask for a loan,beg their parents,learn to drive,C
10204,Riley turned the water on too fast and splashed themselves and the walls.,What will Riley want to do next?,find a dripper,dry the towel,dry the wall,C
10205,riley was busy so he walked around alex.,What will Alex want to do next?,ignore riley,question riley,avoid speaking to alex,A
10206,Aubrey recently visited a zoo and found themselves crying when they saw the animals in cages.,How would you describe Aubrey?,soft-hearted,angry,upset,A
10207,His friends all failed the science test but Jordan got an A.  Jordan had a word of advice for them.,How would Jordan's friends feel afterwards?,superior to his friends,proud that he did well,resentful,C
10208,Skylar finally got fired from her job after she was caught stealing printer cartridges.,Why did Skylar do this?,try to apologize to her current job,cheat a company,be trusted at work,B
10209,"Because the food was good and work had gone well, Alex left happy.",How would you describe Alex after work today?,Angry because the boss yelled at him before he ate,Happy because work went well and he ate good food,Disappointed because work went badly and his food wasn't good,B
10210,"Bailey was accused of a crime he committed, but pointed fingers at someone else instead.",What will Others want to do next?,a liar,get away with the crime,get someone else convicted,C
10211,Kendall went places all day and seemed to never stop moving or looking to catch a breather.,How would Kendall feel afterwards?,very tired,like a million bucks,exciting,C
10212,Kai fought his way out of the trap as hard as he could.,Why did Kai do this?,he wanted out,be in the trap,he loved the trap,A
10213,Tracy paid Remy back all the money she owed him with interest.,How would Tracy feel afterwards?,like stealing the money back,relieved it was done,like borrowing more money,B
10214,Cameron took their friend to Japan and had fun on their trip.,How would you describe Cameron?,As someone who made a new friend,As someone who traveled to Japan,very happy,B
10215,remy was a big person so she got jesse's phone back from the bully.,How would Jesse feel as a result?,as unappreciative,as appreciative,as ungrateful,B
