,context,question,answerA,answerB,answerC,correct
15036,"After applying to different places for months, Robin finally landed a new job.",How would Robin feel afterwards?,proud,ashamed,depressed,A
15037,Riley has been trying to win a gaming tournament each year for the past 3 years but always came up second place.,How would Riley feel afterwards?,an actual winner,frustrated but then he would remember he was better than the first place winner,frustrated and defeated,C
15038,"Skylar wanted to meet Alex for a long time, because she liked the way he looked.",How would Skylar feel as a result?,sad,handsome,be happy,C
15039,Kendall helped to get the fire started because she was cold and hungry.,Why did Kendall do this?,did this to get rid of the wood,did this to warm up,did this to cause trouble,B
15040,Cameron was accused of sexual harassment after several students spoke out.,How would Cameron feel afterwards?,victorious,ashamed of his actions,proud of his actions,B
15041,Skylar wasn't sure what they were going to do in life until they had a baby. Skylar found their purpose in the world.,What will Skylar want to do after?,raise the child,get married,ignore the child,A
15042,"Although she knew it was wrong, Bailey judged the lack of righteousness by that man.",What does Bailey need to do before this?,Know of the man,Be righteousness,leave the man,A
15043,Jan was everybody's favorite babysitter because she would play games with children.,How would you describe Jan?,she will get more babysitting jobs,she will never babysit children again,she will never be paid for babysitting,A
15044,Riley left nothing to the imagination as they revealed everything to their husband.,What will Riley want to do next?,hide themselves from their husband,make sure their husband understood everything,entice their husband with more revealings,B
15045,Ash helped Casey sell his house.,What will happen to Ash?,be thanked by Casey,he will sell it,he will work hard,A
15046,"Austin laments as he saw the stock rising rapidly, he had listened to the wrong advice and sold his shares the day before.",What will happen to Austin?,deep regret,sell them & make more money,like they are rich,A
15047,"Even though Jesse was having a bad day, Jesse faced every challenge well.",What will Others think?,a strong person,Get out of bed,sorry for Jesse,A
15048,Jesse told his mom Sasha had the flu so that they could avoid their play time with Sasha.,How would Sasha feel as a result?,healthy,smart,ostracized,C
15049,Alex found a house she loved closer to her work.,Why did Alex do this?,she was looking,buy the house,not looking,A
15050,Jesse provided Ash understanding of the science they were learning.,How would Jesse feel afterwards?,helpful and kind,Glad Ash learned,a good friend to Ash,A
15051,Aubrey took Robin's money from her purse yesterday for drugs.,What will Aubrey want to do next?,have Aubrey arrested,buy drugs,say sorry,B
15052,"Kai stood Quinn's ground, while Quinn cowered on the floor from the bully.",Why did Kai do this?,stand up to Quinn,show the bully they couldn't push Quinn around,show the bully they could help push Quinn around,B
15053,Carson's mother was celebrating her birthday the following week. Carson met their sister at the store.,Why did Carson do this?,wanted to shop for a present,send invitation for a birthday meal,book a venue for a birthday meal,A
15054,Tracy told her parents about the fight at school.,What will Tracy want to do next?,tell their parents,explain why she did it,doesn't like to make her parents mad,B
15055,Robin helped Remy's mother with a big project that they had to complete.,How would Remy feel as a result?,proud,mad,upset,A
15056,Bailey seemed to like the work and came in early when a promotion was available.,Why did Bailey do this?,apply for the promotion,did this to do a good job,work even harder to get the promotion,C
15057,Taylor got a closer look at the report at the meeting today after lunch.,How would Taylor feel afterwards?,happy,worried,angry,B
15058,Jordan had gotten tired of Addison always hitting him so he knocked him down and pressed Addison's face to the ground.,What does Jordan need to do before this?,run away from Addison,decide not to fight Addison,start a fight with Addison,C
15059,Kendall also said everything looked good and keep up the good work.,What does Kendall need to do before this?,work on their own project,search for the work,like the work,C
15060,"After taking a bath, Jordan was sparkling clean.",How would Jordan feel afterwards?,pristine,empty,hygeinic,C
15061,Taylor decided to use Jordan's first name to name their new baby.,What will Jordan want to do next?,hold Jordan,name their son,complete the birth certificate,C
15062,Tracy played professional football for many years after she was hired.,How would Tracy feel afterwards?,a hard working professional,lazy,Accomplished,A
15063,"Wanting to keep the public safe from the situation, Robin kept the wolf from the door.",What will Robin want to do next?,let the wolf run loose,be carefree with the wolf,make sure no one gets close,C
15064,Kendall had learned the results of a survey and kept in mind when thinking about the subject.,How would Kendall feel afterwards?,smart,Good they thought about what others think,dedicated,A
15065,Robin took Riley to get her ear pierced for her birthday.,How would you describe Robin?,thank Robin,likes to give her kids what they want,ok,B
15066,Sydney walked beside Tracy while listening to the story of how Tracy's boyfriend left.,How would you describe Sydney?,a good listener,someone who ignores their friends,despondent,A
15067,Aubrey sat by the window in the airplane so they could look out the window.,Why did Aubrey do this?,see the view,go to sleep,looked out the window for the flight,A
15068,Sydney reacted very quickly and seized Aubrey's hand.,How would Sydney feel afterwards?,very excited,a sense of relief,angry,B
15069,Taylor had a patient with a gunshot wound to the abdomen. Taylor operated on the patient.,What will Taylor want to do next?,sit down and document the patient's operation,call another surgeon to operate on the patient,send the pancreas to the incinerator in the basement,A
15070,Sydney taught Carson the basics in how to bake a cake.,What will Carson want to do next?,try on their own,likes to teach others how to bake,take a nap,A
15071,Carson went to the mall and did some shopping with his girlfriend.,How would Jordan feel as a result?,excited,angry,rude,A
15072,Aubrey was looking for a way out because Jan controlled Aubrey's life.,How would Aubrey feel as a result?,bad about herself,like she made a mistake,Controlled,C
15073,Skylar found a dollar somewhere in the house.  It was their brother's allowance.,What will Skylar want to do next?,say nothing about what they found,keep it since they found it,look around the house,B
15074,Carson exercised Kendall's authority while they were at work.,How would Carson feel afterwards?,powerful,a coworker of Kendall,exercising his authority,A
15075,Jordan and Riley were getting ready. Jordan was jealous other people would notice Riley and told them they hated their outfit. Riley's crushed expression made Jordan instantly regretful.,How would Jordan feel afterwards?,someone who does wrong even though they know better,a mean and petty person,Like they didn't have the best intentions,B
15076,"Sasha's son fell off the roof, so she drove him to the nearest hospital.",What will Others want to do next?,fix him,ignore him,have a car,A
15077,Carson ran his hand under cold water to wash off the dirt after coming inside.,What will Carson want to do next?,rinse with soap,follow Carson's lead,go back outside in the dirt,A
15078,Sydney turned Jordan's face away from the wreck when the flames started to flare out.,Why did Sydney do this?,manage their fear,protect Jordan,be a good friend,B
15079,Robin's alarm didn't go off that morning. Robin was running late to work as a result.,How would Others feel as a result?,behind,upset,joyful,B
15080,Addison produced a response for Robin and it was not a nice one.,How would Robin feel as a result?,sad,happy,excited,A
15081,Kai is a terrorist with access to a lot of explosives.,What does Kai need to do before this?,get the charges prepped,kill as many innocent people as he can,turn themselves into the police,A
15082,Addison made an incision in Bailey to get a bullet out.,What will happen to Addison?,be thanked for being a good doctor,be arrested,be put in jail,A
15083,bailey worked hard all day and was finally coming home from work.,How would you describe Bailey?,as a great worker,as lazy,as incompetent,A
15084,Casey gave Alex a first aid kit to hold while she addressed a wound Alex acquired playing volleyball.,What does Casey need to do before treating Alex's wound?,Locate a first aid kit and cleaning solution,Pull out her phone and call an ambulance,clean the wound,A
15085,"Sydney found Jesse a way to the store, but Jesse got lost on their way back.",What will Sydney want to do next?,yell at Jesse,make a plan for Jesse,walk with Jesse,C
15086,Carson told Robin they felt cold. Robin crossed their arms over Carson's chest.,What will Robin want to do next?,make sure Carson warms up,reach towards them,give Carson some ice water,A
15087,Jordan is a priest who during a sacrament washed the feet of his congregation.,How would the congregation feel after?,sad they don't believe,connected to God,sad to be think about other things,B
15088,Sasha's project wouldn't stay flat and kept coming up. Sasha used tape to prevent it from loosening.,How would you describe Sasha?,frustrated,upset,creative,C
15089,Jan always loved surfing. That's why they were so upset when they moved so far from the ocean.,How would Jan feel afterwards?,unfulfilled,active and athletic,outdoorsy or adventurous,A
15090,Addison was a tutor helping Ash and gave him some hints to narrow Ash's choices down.,What will Addison want to do next?,let Ash figure it out himself,leave Ash alone,teach Ash the material,C
15091,Remy did not want to go to class but their parents told them to. Remy arrived in class.,Why did Remy do this?,not cause problems,do what their principal said,listen to the teacher,A
15092,Lee came to pick Quinn up and drive to the movies to see the latest blockbuster.,How would you describe Lee?,inspired,entertained,feeling relief,B
15093,Aubrey's class had to decide whether to meet or not on MLK Day.,How would you describe Aubrey?,shy,insecure,persuasive,C
15094,Jordan visited Aubrey's grandparents that afternoon to see how they were doing.,How would Jordan feel afterwards?,visited Aubrey's grandparents that afternoon,like a caring person,like an uncaring person,B
15095,"Without having been asked, Robin provided food for Kendall's children after she lost her job last month.",What will Kendall want to do next?,take Robin out to lunch with her new paycheck,ask why no one helped her,offer Robin food after their lost job,A
15096,"Quinn felt very lonely today. But, thankfully, a group of Quinn's friends was planning a fun party that evening.",How would Quinn feel afterwards?,angry that their friends never do anything,lonely due to the lack of friendships,appreciative of good friendships,C
15097,Jan gave her parents a hard time about getting old and having gray hair.,What will happen to Others?,get angry,not talk to her,laugh about it,A
15098,Cameron told their girlfriend a story. She was really scared of it.,What will Cameron want to do next?,tell her more,ignore his girlfriend,comfort Cameron's girlfriend,C
15099,Jordan went along to get along and did that for quite a while.,How would Jordan feel afterwards?,sad,happy and content,complacent,B
15100,CAsey and Jordan were playing hide-n-seek and Casey hid in Jordan's room.,What does Casey need to do before this?,Jump out and scare them,Find Jordan's room,wanted to win,B
15101,Cameron got more money than his friend because he worked a lot harder.,What does Cameron need to do before this?,steal from his friend,do a good job at work,call in sick to work,B
15102,Tracy got some rest and mentally prepared themselves for the lengthy ceremony the following day.,How would Tracy feel afterwards?,rested and ready,like napping after the ceremony,taking a break mid ceremony,A
15103,Robin Gave Jordan something to understand so she could study harder.,How would Robin feel afterwards?,Benevolent,powerless,ignored,A
15104,"As his responsibility being part of the sales team, Jordan created awareness programs and positive comments to attract customers.",What does Jordan need to do before this?,be knowledgeable,be an employer,generate more sales,A
15105,Taylor stirred the men's desire by batting her eyes at them at the bar.,How would Taylor feel afterwards?,like to flirt with men,scared,carefree,C
15106,Riley began another relationship after being in a long-term broken relationship that was soul sucking.,What will Riley want to do next?,move on,suck souls,break them,A
15107,Jan wanted to catch up on the day's events before going to bed.,What will Jan want to do next?,go to sleep,checked the TV news cast,checked the news on her phone,B
15108,"Sydney knew that it would make it worse, but could not take it and scratched that scab.",How would Sydney feel afterwards?,like doing it again,temporary relief,impatient,B
15109,Kendall cooked potatoes for Riley's family dinner but burned them black.,What will Riley and Kendall want to do next?,will want green beans instead of potatoes,burn more potatoes black,scrape the burnt outer part,C
15110,Taylor had always wanted to travel to Asia before starting college.,How would Alex feel as a result?,great after travelling to Asia,has a sense of recharged energy,like he would miss his friend,A
15111,Alex thought he understood his math homework but he required help on the part with division.,What will Alex want to do next?,get a good grade,cheat off of his best friend,ask his dad for help,C
15112,Ash had no car.  Carson agreed to take Ash to school.,What will happen to Ash?,"get to school, but will have to pay Ash",thank Carson for the ride,get picked up for school and make it on time,C
15113,Quinn called the dogs back inside when it got too dark.,What will Quinn want to do next?,leave the dogs outside,hurt the dogs,praise the dogs,C
15114,Taylor was training to become a hairstylist and felt comfortable experimenting on themself.,Why did Taylor do this?,ask if others like the results,wanted to have a new look,begin experimenting on other people,B
15115,"Carson lost their job a month ago and has been sitting at home playing the drums all day since then. Today, Carson was evicted from their apartment.",Why did this happen to Carson?,has been too noisy,find another job,find a new place to live,A
15116,Jesse was bed ridden and couldnt walk their dog. Jan took Jesse's dog for a walk.,How would you describe Jan?,a person who cares about animals,happy that she could help Jesse out,refreshed from bring outdoors on a walk,B
15117,Austin drove to the next down over during the night. Austin got home safely.,How would you describe Austin?,relieved,a kid,an adult,A
15118,Casey stood in front of quinn face to face with tears in eyes.,How would Quinn feel as a result?,excited and joyful from seeing each other,happy and peaceful with love in their hearts,emotional enough to cry possibly,C
15119,Remy bought a new guitar after saving for months when the one he wanted became available.,How would Remy feel afterwards?,uninspired and disappointed,pleased and patient,upset and regretful,B
15120,Casey came home with a dog who instantly fit in perfectly with her family.,How would Casey feel afterwards?,a person who enjoys pets,fulfilled afterwards,irresponsible afterwards,B
15121,Quinn needed Alex's help to cook a big dinner for everyone.,What will happen to Alex?,get thanked,teach about dinner,loved,A
15122,Taylor treated Carson badly and left her stranded in the middle of the night.,What will happen to Carson?,walk home,have to find their way back,have to ride with Taylor,B
15123,Skylar knew how to agitate people and raised Jan's hackles without trying.,How would Jan feel as a result?,relaxed and comfortable,satisfied that they bothered Jan,annoyed,C
15124,Carson issued Kendall an edict about the new office rules.,How would Carson feel afterwards?,angry to be the boss,like a good boss,like going home,B
15125,Skylar talked to her boyfriend about his new job and how much she liked it.,What will Others want to do next?,enjoy their job,work hard in their new job,quit working,A
15126,Casey filled Sydney's heart with warmth after giving them flowers for Valentin's Day.,How would you describe Casey?,thoughtful,grateful,thankful,A
15127,remy was a nice person so he drew an analogy for lee.,What will Remy want to do next?,have a reason to apologize,have upset Lee in some way,ask lee if he understands,C
15128,Skylar made food for the funeral of her ex-wife and her daughter.,Why did Skylar do this?,loved them so much,lose their ex-wife and daughter,hated them,A
15129,Carson launched an attack on Sasha after she told everyone his secrets.,How would you describe Carson's reaction?,vengeful and upset,calm and rational,pleased and impressed,A
15130,Sydney shone like the sun after giving the speech and got a lot of claps because of this act.,How would you describe Sydney?,feeling bored,feeling passive,feeling proud,C
15131,Casey brought the car back to Jan after borrowing it to get to work.,What will Jan want to do next?,be nice to Jan after she let her borrow it,receive thanks,get a new car,B
15132,Bailey checked Jesse's pockets to see what he had in them.,What will happen to Jesse?,apologize,be mad at Bailey,find nothing in the pockets,B
15133,"After having their previous bag stolen at the mall, Addison carried the bag everywhere.",What will Addison want to do next?,keep an eye out for purse dealers,stop any thiefs from making a move,keep an eye out for purse snatchers,C
15134,Aubrey spent the last fifty years working. Aubrey retired this week.,Why did Aubrey do this?,make their boss give a raise,relax,spend more time with family,B
15135,Austin reached their goals and decided to celebrate by inviting everyone to a restaurant.,What will Austin want to do next?,socialize next,was excited,go home next,A
15136,"After starting school with her friend, Robin decided to make other friends and not do her homework.",What did Robin decide to do?,Find a school,decided to do other friends' homework,decided to not do her homework,C
15137,Addison was volunteering as a nurse in the hospital. Addison visited every patient and improved morale.,How would Addison feel afterwards?,good,bad,unhappy,A
15138,Ash took advantage of Alex by getting a lot of favors while returning none.,What will happen to Alex?,mad,get yelled at,get into trouble,A
15139,Taylor put the money in the bank to pay his mortgage off for good.,How would Taylor feel afterwards?,Relieved to get it done,Good about it all,pay off their house,A
15140,Sasha was so much fun when they went out to the dancing club.,How would you describe Sasha?,like her legs are tired,a friendly person,a mean person,B
15141,It was nearly Christmas and Robin needed to find the perfect present for her son. She went from store to store until she found the right gift he'd love.,Why did Robin go to multiple stores?,buy the most expensive gift she could,find the best gift for her son,find a specific brand of gift,B
15142,Lee is going to see Alex tomorrow at the fair.,How would Alex feel as a result?,a good friend to Alex,enjoys going to fairs,Like they want to see their friend,B
15143,Aubrey saw Taylor ordering at the food court and stole her shopping bag.,Why did Aubrey do this?,be a good friend,get feee items,be generous,B
15144,"Skylar was drunk and loud, and yelled to Lee to get him some drinks.",How would Lee feel about this request?,Disappointed and used,Happy to oblige,Resigned to serve,A
15145,Sasha rose from the ashes to surprise everyone and run for office.,What will Sasha want to do next?,was the underdog and wanted to prove different,avoid the campaign strategy,go on the campaign trail,C
15146,Kay found the culprit in the case of the missing purse.,How would Others feel as a result?,Very threatened,a sleuth,More secure,C
15147,according to the article Sasha assured Lee he would be fine.,How would you describe Sasha?,hateful person,a comforting person,no sense of concern,B
15148,Riley thought that Robin would be perfect for the job posting.,What will Robin want to do next?,apply for the job,squander the opportunity,get Robin the job,A
15149,Cameron took pills she got from the doctor to help her relax .,What will Cameron want to do next?,she was anxious and stressed,she could not sleep because of stress,rest their head,C
15150,"Jesse was thinking there was something wrong with Casey, so she took her to the doctor to get her looked at.",How would you describe Jesse?,feeling sad,happy Casey saw a doctor,okay,B
15151,Kai went to the store and got some chips for the party his friends were having.,Why did Kai do this?,get some dip to eat with the chips,eat the chips with his friends,go to a party,B
15152,lee was an experienced tracker so he told ash to follow the trail.,What does Lee need to do before this?,refuse to help ash,teach Ash how to track an animal,know the woods,B
15153,Taylor made Quinn frustrated when they kept making silly jokes about them.,What will Quinn want to do next?,make the jokes,think them up,say a joke to Taylor,C
15154,Audrey decided to break up with her boyfriend who cheated on her.,What will Aubrey want to do next?,find out her boyfriend was unfaithful,go to the store and shop,find a new boyfriend,C
15155,Lee saw that Riley was cold so he offered her a blanket.,What will happen to Lee?,happy,be told to leave,be scolded,A
15156,Aubrey went outside and found trash in the parking lot.,What does Aubrey need to do before this?,go to the car,Pick up the trash,Report the trash,A
15157,Riley pulled the wool over Sasha's head and got away with the lie for years.,What will happen to Sasha?,strong,guilty,be ignored by others,B
15158,Bailey joined forces with the others and they fought back against the powerful army.,How would Others feel as a result?,lazy,detached,strong,C
15159,It was getting time and Sasha got ready to go to the party.,What will Sasha want to do next?,be on time to the party,make sure they went to the party,socialize,A
15160,"Jesse's car wouldn't start, so Ash complied with Jesse's desperate request to drive them to a job interview.",How would Ash feel afterwards?,helpful,Thankful that Jesse drove there,Like they helped Jesse get a job,A
15161,In the abandoned building Carson took a look around but heard sirens.,Why did Carson do this?,go to the building,be nosy,located the building,B
15162,Alex put her things in a box and hid them under her bed.,How would Alex feel afterwards?,very selfish,secretive afterwards,very secretive,C
15163,Tracy made a grocery list so that they could go shopping one day.,What does Tracy need to do before this?,fight with people,argue with the family,find all the food in the house,C
15164,Sydney made some extra money walking dogs so that they could save for a new computer.,How would Sydney feel afterwards?,lazy,industrious,sluggish,B
15165,Ash inherited an amazing grill from Tracy's father after his death.,How would Ash feel afterwards?,perfect,thankful,amazing,B
15166,Jordan did Sydney's hair and makeup and Sydney was unhappy with how it turned out.,What will happen to Jordan?,learn to love their hair and makeup,Get new customers,Apologize to Sydney,C
15167,Carson assisted Casey in making dinner for all of the guests attending the party.,What will happen to Casey?,eat up all of the dinner,be grateful for Carson's help,eat dinner,B
15168,Ash had been dumped earlier that day so she ate dinner all alone.,Why did Ash want to do this?,cry at the table,still have dinner,starve herself,B
15169,Bailey went out in the park on Saturday. Bailey played baseball with a friend.,What will Bailey want to do next?,play baseball too,watch the game,rest,C
15170,Ash liked to go outside with no shoes on. Ash enjoyed the feeling of being barefoot so much.,How would Ash feel afterwards?,upset,likes the outdoors,happy,C
15171,Tracy saved Taylor's soul by converting them to their religion.,Why did Tracy do this?,save Taylor's eternal life,collect a lot of souls,appreciate tracy,A
15172,"Even though Robin asked for a lot of substitutions, Jordan got Robin's order correctly.",How would you describe Jordan?,a good waitress,felt confident in their order taking skills,a good typist,A
15173,Skylar told Alex how he felt about him.,What will happen to Alex?,get a kiss from Alex,get hugged by Alex,loved,C
15174,casey was watching aubrey so he saw her write an example on a math problem.,How would you describe Casey?,as smart,as inattentive,as stupid,A
15175,Evelyn was applying to nursing school and asked Lee for a recommendation letter.,What did Evelyn need to do before this?,do good work for Lee to impress them,ignored and unneeded,annoyed he didn't get asked,A
15176,Robin had the weekend off and wanted to relax. Robin decided to watch a movie at home.,What does Robin need to do before this?,like movies,take a break,not watch the movie,B
15177,Kendall helped to get the television started so others could watch the game.,What will Others want to do next?,cheer on their team,stay home,be grateful,C
15178,Lee went to the supermarket and picked out the best cake then brought it round to Remy and gave it to Remy for their birthday.,Why did Lee do this?,celebrate Remy's birthday,be cruel to their friend,avoid celebrating Remy's birthday,A
15179,"After their cat developed a cyst on its face, Cameron took it to the veterinarian.",What will happen to the cat?,take Cameron to the vet,be put up for adoption,take strong antibiotics,C
15180,Jesse was about to go back to college in the fall.,Why did Jesse do this?,needed books and school supplies,wanted to buy things for her parents,graduate,C
15181,Jordan tried cooking for the very first time. Jordan took to cooking like a duck to water.,How would Jordan feel after cooking?,a fast learner,a hard worker,like trying to make another meal,A
15182,Remy had a deep secret and need to clear the air by telling Austin something.,What will Remy want to do as a result?,spill the beans,get if off their chest,ask Austin what they think,A
15183,Sasha expressed Skylar's thoughts in simpl terms that everybody would be able to understand.,What will happen to Sasha?,be ignored,be listened to,be confusing,B
15184,Quinn knew were were missing our firends and parents and Quinn surprised us with a party and she invited all of our friends.,How would you describe Quinn?,indifferent,someone who cares for other,wanted,B
15185,Bailey made Taylor do an inventory count of the items in the store.,What will Taylor want to do next?,was the store manager,wanted to know how much to order,stock and arrange,C
15186,Jordan had many precious paintings that were inherited in their house. One day Jordan threw it open to public.,What will people think about Jordan?,wanted to sell several of the paintings at an auction in the house,a generous person,wanted to share the paintings with the public with an open house art show,B
15187,Alex crossed Quinn's face with his fist after school.,What does Alex need to do before this?,leave class,are both amazing,eat lunch,A
15188,Remy was in a relationship for three years before it had finally come to an end.,What does Remy need to do before this?,be with someone better,get into a relationship,cause them to break-up,B
15189,ash wanted to hang out with her friends so she put camping gear in the car.,What does Ash need to do before this?,go to mexico,go camping with friends,have a car,C
15190,Ash needed more room and moved Cameron over an inch.,What does Ash need to do before this?,walk away,stay still,gently shove Cameron over,C
15191,Bailey made Sasha's coffee and breakfast while Sasha was still in bed.,Why did Bailey do this?,serve it on a plate,wanted to show aggression,wanted to be considerate,C
15192,Alex pursued Carson's policy even though he disagreed with it.,How would Alex feel afterwards?,happy,conflicted,able to work with others,B
15193,Quinn new that Tracy had a crush on him so he went out of his way to avoid Tracy's romantic actions.,What will Quinn want to do next?,stay away,learn that Tracy likes him,form a relationship with her,A
15194,Addison basically told Tracy to shut up while they were in a fight.,How would Tracy feel as a result?,happy,upset,strong and powerful,B
15195,Taylor was playing a game a basketball with his friends after suiting up into game ready gear.,What does Taylor need to do before this?,play well,get into game ready gear,win the game with her friends,A
15196,Austin for for Quinn's life and was exhausted afterward.,What will Austin want to do next?,eat next,recooperate next,be at leisure,B
15197,"Skylar didn't want anyone else to hear, and tilted Kendall's head back slowly to whisper the huge secret.",What does Skylar need to do before this?,keep the secret,grip Kendall's head,listen,B
15198,taylor was given a choice to make so she decided to save the document.,What will Taylor want to do next?,show the document to certain people,destroy the document,keep the document a secret,C
15199,Taylor offered Ash an opportunity to join his team in the sports league.,Why did Taylor do this?,ask for the salary,become friends with Ash,avoid a lawsuit by offering different people a spot,B
15200,Sydney lost confidence rapidly in here guitar playing when Hank made fun of her.,How would Sydney do afterwards?,get the opinion of other more experienced players,take guitar lessons from the one who humiliated her,insecure and unsure,C
15201,Skylar was on the verge of a major deal at the company and just had to get approval from Lee. Lee turned Skylar's deal away.,How would you describe Lee as a person?,a grumpy person,a happy person,like he made the right decision for the company,C
15202,Alex worked with his hands all day long making wooden toys.,Why did Alex do this?,entertain children,become a millionaire,be cruel to children,A
15203,quinn was a chess master so she always beat her friends at chess.,What will Quinn want to do next?,keep practicing chess,teach her friends how to play better,let her friends win a game,B
15204,Jan was getting tired and going nowhere and decided to give Bailey another go at it.,Why did Jan do this?,wanted to distract Bailey,was too tired to keep trying,Get parts together,B
15205,austin needed to know what clothes to buy so he measured cameron.,What will Cameron want to do next?,hate austin,buy the right clothes,appreciate austin,B
15206,Cameron and his friends were going out to dinner and he took sides with the ones that wanted to go to his favorite restaurant.,What will Cameron want to do next?,he wanted to go to that place more,have a good dinner,he liked that place more than the other,B
15207,Cameron who is a hard worker and manager finally hired a new employee.,How would Others feel as a result?,like accomplishing more,glad to reduce their workload,like being lazy,B
15208,Sasha worked really hard that day and slept all night.,What does Sasha need to do before this?,work hard again,get out of bed,of gotten exhausted,B
15209,Bailey spent Addison's time for his own speech when Addison said it was ok.,What will Bailey want to do next?,write the speech,thank Addison for the time,make their own preparations,B
15210,Tracy played football with her friends in the afternoon after school.,What does Tracy need to do before this?,find her football,grab a baseball bat,get a basketball,A
15211,Aubrey was at a restaurant and asked the waitress for napkin.,How would Aubrey feel afterwards?,polite,doing the best the can,cautious,A
15212,Alex made Addison laugh by telling dirty jokes but the jokes were overheard by the principal of the school.,What will happen to Alex?,get into trouble,not get in trouble,get detention,A
