,context,question,answerA,answerB,answerC,correct
17,O Jesse estava a pagar uma multa por um crime.,Como se sentiria o Jesse depois?,Como se fossem insultados.,que Jesse ajudou a comunidade,Como se fossem livres.,B
18,O Jesse levou a mulher para a França no aniversário.,Como descreveria o Jesse?,sem consideração e cruel,Odioso e falso.,amorosa e genuína,C
19,A Riley estava na cidade da Skylar e a Skylar queria mostrar-lhe os pontos turísticos.,Porque é que a Skylar fez isto?,Leva-o para a cidade.,Queria fazer uma boa impressão na Riley.,Mostra-lhe as vistas.,C
20,Aubrey enviou a Ash uma mensagem de texto sobre ir ao cinema mais tarde naquela noite.,Como você descreveria Aubrey?,entediada,feliz,Passivo,A
21,"O Jordan queria vingança da Bailey, por isso publicou as informações da conta dela online.",O que vai querer fazer a Bailey a seguir?,- Obter as informações da Bailey.,Vingar-me do Jordan.,Faça um plano de vingança.,C
22,Taylor expressou claramente a sua posição à equipa adversária naquele dia.,Como é que a Taylor se sentiria depois?,Desonesto e astuto.,clara e concisa,Confiante de ganhar,C
23,Remy colocou creme na face de Lee para ajudá-los com acne.,O que vai acontecer com a Remy?,Olhar bom,olha ruim,pior,A
24,Jordan esperou a oportunidade de Lee e viu que Lee realizou a tarefa muito bem.,Como se sentiria Jordan depois disso?,zangado com o Lee.,ressentido com Lee.,orgulhoso do Lee,C
25,"Como Riley queria ampliar o grupo, Riley estabeleceu outposts em novas áreas.",Como se sentiria Riley depois?,satisfeitos com a refeição,realizado,desmotivação,B
26,Casey levou esses fatores em conta ao deliberar sobre o que fazer a seguir.,Como descreveria o Casey?,negligente,descuidado,a fundo,C
27,Tracy foi ao campo que tinha milho e sentou-se e olhou em volta.,O que é que a Tracy vai querer fazer a seguir?,Deixe o campo,necessários para conduzir o tractor para o campo,gritar com a mãe dela.,A
28,A Sasha fez uma pausa para almoçar no parque para comer as sanduíches.,Porque é que o Sasha fez isto?,a almoçar,Ela odiava a natureza .,Ela adorava o parque.,C
29,O Kai decorou a casa deles para o Halloween para garantir que as crianças soubessem que vinham.,Porque é que o Kai fez isto?,não ser convidado,Mostrar às crianças que podiam ter doces.,subir uma escada,B
30,"Jesse foi de férias para o Disney World novamente no ano seguinte, após sua primeira viagem lá.",Porque é que o Jesse fez isto?,Boa viagem .,Divirtam-se novamente na Disney World .,Divirtam-se em Disneylandia outra vez.,B
31,Reagan estava a candidatar-se à escola de enfermagem e pediu uma carta de recomendação à Lee.,O que é que o Reagan precisava de fazer antes disto?,Faça um bom trabalho para Lee impressioná-los .,Estou feliz pelo Reagan.,Acabar de ir para a faculdade de medicina,A
32,A Robin usou o aparelho da Tracy para encontrar o telemóvel e depois devolveu o aparelho depois de o ter encontrado.,O que vai acontecer ao dispositivo da Tracy?,recusar-se a usá-lo,Não tenho sucesso com isso.,Devolve-o depois de terminado.,C
33,Remy enrolava suavemente o pescoço com o braço para confortá-los.,O que é que o Remy vai querer fazer a seguir?,Dizer palavras de garantia,gritar e gritar,melhor,A
34,A Riley disse à Quinn que gostariam de se encontrar numa festa e dançar.,O que vai acontecer ao Riley?,ir a uma cachoeira,ir a um shopping,Veja Quinn .,C
35,"A Sydney não gostava de estar perto da família alcoólica, e mantinha o Lee longe da família.",Como se sentiria Lee?,Feliz.,Conectado,Isolado,C
36,Carson ligou para casa para contar as notícias aos pais.,Como você descreveria Carson?,Animado com Carson,excitado,Shy,B
37,A Riley queria um vestido de noiva único e decidiu fazer o seu próprio vestido.,Porque é que a Riley fez isto?,Obter os materiais para fazer o seu próprio vestido,Pesquisa como fazer o seu próprio vestido,Queria ser criativo.,C
38,O Jesse jogou cartas o dia todo no torneio e chegou à ronda final.,Como se sentiria o Jesse depois?,um jogador de poker,num torneio,Nervosos e excitados,C
39,"Kendall comeu frango assado para jantar, mas em vez de desperdiçar os restos, Kendall atirava-os aos cães.",Como se sentiria a Kendall depois?,É mau não desperdiçar nada.,Estou contente por não desperdiçar nada.,simpático,B
40,"O Casey sabia muito sobre piscinas, por isso tornou-se um especialista para o Aubrey.",O que vai acontecer ao Aubrey?,Ensina-lhe sobre piscinas.,Colocar numa piscina,Ele vai agradecer ao Casey .,C
41,A Aubrey tinha feito a Sydney explicar-se porque era muito confuso na coisa que ela acabou de fazer.,Porque é que o Aubrey fez isto?,- É bom.,passivo,Sabes o que a Sydney fez desta vez ?,C
42,O Remy queria que os filhos do Carson viessem visitar-nos para que pudessem passar tempo com a família e conhecerem-se.,O que é que o Remy precisa de fazer antes disto?,Vamos lutar contra o Carson .,Reúnam os filhos.,Estar a namorar o Carson .,B
43,A Riley gozou com a Sydney por tropeçar no riacho.,Como descreveria a Riley?,Feliz.,Meio,Desculpem.,B
44,Kai separou os miúdos dos homens na aula de tae kwon do para ensinar melhor.,Como é que o Kai se sentiria depois?,Como uma pessoa simpática,Como um bom professor.,Um professor sábio,B
45,O Kai foi submetido à mesma operação que o Ash e isso ajudou muito.,Como é que o Kai se sentiria depois?,Ainda bem que fizeram a operação.,Uma pessoa forte.,Como se eles deviam melhorar.,A
46,Carson é dono de uma grande empresa.,Porque fez o Carson isto?,para gerir o lugar.,Queria demitir-se.,Queria ir à falência.,A
47,Quinn dependia do número para conseguir uma carreira bem paga no mundo do espectáculo.,Como se sentiria o Quinn depois?,Trabalham muito,preguiçoso,triste,A
48,"Era o aniversário da avó da Taylor, por isso a Taylor comprou um lindo colar e deu o presente à avó durante um jantar de família.",O que os Outros vão querer fazer a seguir?,Surpreender a avó deles.,elogiar Taylor,Dar um presente à avó deles.,B
49,Jan melhorou seu jogo jogando bem o suficiente para impressionar os batedores no jogo.,O que Jan vai querer fazer a seguir?,Evite uma bolsa de estudos,Obter uma bolsa de estudos,Ignorar os batedores,B
50,Jordan colocou cartazes ao redor do salão para promover o evento.,Como se sentiria Jordan depois disso?,triste,preguiçoso,empreendedorismo,C
51,"Sydney tinha muitas restrições alimentares, e pela primeira vez, Sydney realmente gostou da refeição do restaurante.",Como descreveria Sydney?,Feliz por ele gostar de um restrictor por uma vez.,Uma pessoa que encontrou um restaurante eles olham,Feliz por ter gostado da refeição.,C
52,A Tracy tinha palavras de raiva com a mãe depois de a Tracy ter apanhado a mãe a bisbilhotar nos pertences da Tracy um dia.,Porque é que a Tracy fez isto?,Peçam desculpa à mãe por espiar .,Encontrar o seu próprio lugar,Para impedir que a mãe deles espreite outra vez .,C
53,A Sasha enviou uma mensagem à Alex sobre o encontro.,O que é que o Sasha precisa de fazer antes disto?,Esquece o número dele.,Tipo de,Perdeu o telefone.,B
54,addison chamou o cliente para o escritório da Skylar para ajudá-los com seu problema e fazer seu trabalho.,O que vai acontecer com Addison?,ser ignorado,Ser odiado,ser apreciado,C
55,Jesse estava a tomar banho quando ela decidiu ler um livro enquanto estava encharcada.,O que é que o Jesse precisa de fazer antes disto?,Tem um livro antes disto.,liga o chuveiro antes disto .,Queria ler um livro novo e popular.,A
56,Tracy tentou ajudar Jesse a passar por uma questão que eles estavam tendo.,Por que o Tracy fez isso?,ir para casa e tomar um cochilo,dói a amiga Jesse,Ajuda Jesse,C
57,"Embora o colega de quarto de Jesse seja alérgico a animais, ele decidiu adotar o gato.",O que é que o Jesse precisa de fazer antes disto?,Evite o colega de quarto e mantenha o gato escondido.,Diz ao colega dele,Compre um remédio para dormir,B
58,O Austin não queria sair da festa porque a rapariga que gostava estava lá sozinha.,O que é que o Austin precisa de fazer antes disto?,Preparar-se para falar,Dança com a rapariga.,sair do estado,A
59,O Casey não ouviu os outros e deu aos amigos o benefício da dúvida.,O que acontecerá aos Outros?,Vingar-me do Casey.,Ele vai morrer .,Ele vai afogar-se .,A
60,"Jan trouxe as coisas de Tracy de volta para a loja e as devolveu, mesmo que Tracy quisesse mantê-las.",O que vai acontecer com Jan?,Agradecimentos da Tracy,Gritar com Jan,Se meteu em sarilhos com a Tracy,C
61,A Robin decidiu ajudar as raparigas a chegarem a casa depois que a mãe ligou e disse que o carro não arrancava.,Como é que a Robin se sentiria depois?,Como um feiticeiro.,Como uma boa pessoa.,Sentia-se amada.,B
62,Jan voltou para casa da festa depois de perceber que eles tinham errado a data.,O que vai o Jan querer fazer a seguir?,Voltar para a loja outra vez.,Configurar um lembrete no telefone,Ignora a data.,B
63,O Alex suportou todos os golpes do Kurt e voltou a levantar-se quando foi derrubado.,Como descreveria o Alex?,Um indivíduo forte com muita força de vontade,heróico,Decidido a terminar o filme.,A
64,Alex levou o cão a passear. Eles também precisam de exercício.,Como descreveria o Alex?,conscientes da saúde,Não sabe nada sobre saúde,cansado mas satisfeito,A
65,Skylar jurou que iria manter os mandamentos do Remy e dirigir a garagem da mesma forma que o Remy sempre fez.,Porque é que a Skylar fez isto?,Mostrar ao Remy que a antiga forma de gerir o negócio era estúpida.,Mostrar ao Remy que ele amava a garagem tanto quanto ele tinha,fechar a garagem e começar um novo negócio,B
66,O Kai precisava de ajuda em casa e contratou alguém.,O que é que o Kai precisava de fazer antes disto?,Entrevistar algumas empregadas domésticas .,Arranja a chave de reserva .,Entrem na casa.,A
67,Sydney mudou a forma como Tracy deveria terminar o projeto depois de o ter visto.,O que é que a Sydney vai fazer a seguir?,Manda a Tracy para casa.,Explique o novo plano.,Despeço o plano.,B
68,"Depois do Riley decidir que queria ver o mundo, ele tirou uma folga.",O que é que a Riley vai querer fazer a seguir?,Traz todos com ele.,Fique em casa.,fazer viagens para lugares diferentes,C
69,Albright ficou tão feliz depois que ele ganhou US $ 100000 em seu bilhete de loteria.,O que Aubrey vai querer fazer a seguir?,Esquece isso.,Dinheiro no bilhete,Deita-o fora.,B
70,A Cameron tratou a Robin de acordo depois de ela tentar despedi-lo.,O que vai acontecer com a Cameron?,perder o emprego,Ele vai voltar .,Eles serão amigos.,A
71,Sasha jogou o doce de volta e depois sentiu-se mal por isso quando a mãe olhou para ela com raiva.,O que é que o Sasha vai querer fazer a seguir?,Peço desculpa.,ser mais saudável,Atira mais doces.,A
72,Jan apertou uma perna e tirou as pulgas da perna direita por enquanto.,Como descreveria o Jan?,sentir-se preguiçoso,sentir-se forte,sentir-se passivo,B
73,Cameron contou ao filho de Ash uma história e esperou que eles a ouvissem.,O que acontecerá com Cameron se eles declinarem?,ser feliz,Seja grato a Cameron,ser triste,C
74,A Robin aproximou-se da paixão deles e preparou-se para convidá-los para sair.,O que vai querer fazer a seguir?,Ignora-os .,Peça-lhes para sair.,Sejam amigos.,B
75,A Tracy lavava a roupa suja em público todos os dias em casa.,Porque é que a Tracy fez isto?,ser misterioso,Continue a lavar roupa,Partilhar informações,B
76,O Carson tirou uns dias de folga do trabalho para relaxar.,Como é que o Carson se sentiria depois?,energizado,estressado,agitado,A
77,"Jesse leu uma história para Jordan antes de dormir, então ele vai dormir.",O que Jordan vai querer fazer a seguir?,Vai dormir.,Ir para o quarto de Jordan,Ir para a escola,A
78,Jordan ficou à tona na jangada e teve que orar para que um navio passasse para encontrá-los.,Como se sentiria Jordan depois disso?,assustado,Esperando ser salvo,feliz,A
79,"A Addison estava zangada com a Tracy, e disse-lhe para calar a boca.",O que é que a Tracy vai querer fazer a seguir?,- Não faças barulho.,causar problemas,Fugir.,A
80,"Após a palestra de Casey e o plano de lição longa, Addison coletou",O que queremos com Addison?,manter tudo para si,divulgar as notas,apagar as notas,B
81,"O Jordan nunca tinha feito isso, mas queria tentar.",Porque é que a Jordan fez isto?,Faz isso outra vez.,Estava curioso.,Era tímido.,B
82,"O Remy fez algo para magoar a Jordan, por isso pediu perdão para que pudesse deixar tudo para trás.",O que vai acontecer ao Remy?,ser perdoado,mau,ser desprezado,A
83,Kai fez uma flexão de colher e tentou fazer uma refeição congelada fora do recipiente.,Por que o Kai fez isso?,tente e fixe as colheres,Coloque o recipiente,Retire a refeição,C
84,Bailey entendeu as queixas do paciente e fez o melhor para deixá-lo confortável.,Como os outros se sentiriam como resultado?,Apreciação de Bailey,Medo do paciente,Medo do diagnóstico de Bailey,A
85,O Remy viu pó nos olhos da Jordan depois da explosão na fábrica.,Como é que o Remy se sentiria depois?,Estou feliz pelo Jordan.,zangado com o Jordan,Como ajudar o Jordan.,C
86,Jordan voltou no dia seguinte depois de ter se acalorado da discussão.,Como descreveria o Jordan?,zangado por alguma coisa.,uma pessoa calma,uma pessoa descontraída,A
87,O Jesse queria jogar e a Sydney disse-lhe que podia.,O que é que a Sydney vai querer fazer a seguir?,Tenta mais .,Jogue o jogo.,Pergunte sobre o jogo.,B
88,Lee e Jesse estavam envolvidos em um debate animado sobre o projeto deles.,Como descreveria o Lee?,uma pessoa lógica,Uma pessoa ilógica,uma pessoa argumentativa,C
89,"Riley estava procurando um produto de cabelo em particular. Ela visitou uma loja próxima, mas não encontrou o que estava procurando. Riley saiu da loja em busca de outra loja de varejo. Ela acredita que outra loja tem o produto.",Como se sentiria a Riley depois de sair da primeira loja?,desanimado,exigente,Ela está contente porque acredita que a outra loja tem o produto de cabelo que ela procura.,B
90,Cameron trouxe sua família para seu papel porque ele tinha o papel principal.,Como você descreveria Cameron?,apoiado por sua família,irresponsáveis,talentoso,C
91,Skylar correu suavemente durante a corrida para que eles pudessem ganhar.,O que a Skylar precisa fazer antes disso?,tirar uma soneca,Tire fotos como o vencedor,Treine como eles correm,C
92,Ash tirou o fôlego de Jordan depois de aparecer antes de Jordan se vestir.,Como você descreveria Ash?,Estonteante,medíocre,lisonjeado como resultado,A
93,Lee foi à loja comprar alguns itens para fazer um bom café da manhã.,O que vai acontecer com o Alex?,Vai ao shopping,Come alguma comida.,dormir num hotel,B
94,A Riley não se esforçava muito e por isso falhavam muitas vezes.,Como descreveria a Riley?,Pessoa preguiçosa.,Como fazer mais esforço,Ambicioso,A
95,Tracy emitiu a ordem de Riley da corte para se afastar dela.,Como o Tracy se sentiria depois?,indigna,Isoladamente,insultado,B
96,O Kai jogava sempre com os amigos e sempre ganhava.,Como descreveria o Kai?,muito zangado,Muito louco.,bastante competitivo,C
97,Kendall levou os outros ao museu e eles divertiram-se muito antes de sair para jantar no caminho de casa.,Como se sentiriam os Outros?,grato como resultado,generoso,Maltratados como resultado,A
98,A Riley interrogou o Casey sobre o assunto para ter a certeza de que estavam prontos para passar no teste.,O que vai acontecer ao Casey?,vai ser reprovado,Vou formar-me .,Não vai passar no exame.,B
99,"O Jesse queria mostrar o seu amor à Jordan, por isso partilhou-o com ela.",O que vai querer fazer a seguir?,Diz ao Jordan que ele os ama.,Agradeço o Jesse .,Odeio o Jesse .,B
100,"Havia muitos roubos no bairro da Robin, ela organizava um programa de vigilância e ficava de olho nos ladrões.",Porque é que a Robin fez isto?,Parem os ladrões.,Certifica-te que os vizinhos se mudam .,Verifique se há alguma coisa suspeita .,A
101,Kai jogou a buscar com Jan para que ela se pudesse divertir.,O que vai acontecer ao Kai?,Diverte-te com o Jan.,Vou trazer o pau de volta .,odeiam-se a si mesmos.,A
102,A Robin tentou encontrar as chaves minutos antes do autocarro chegar.,Como é que a Robin se sentiria depois?,Preocupada que ela não iria fazer o ônibus,relaxado,Antes do previsto,A
103,A Carson terminou o que queria fazer.,O que é que o Carson precisa de fazer antes disto?,Aproveitem o seu tempo livre,Faça,Um trabalhador duro.,B
104,Aubrey inclinou-se para Lee e contou-lhes um segredo que não deviam contar.,Como é que o Aubrey se sentiria depois?,orgulhosos de si mesmos.,culpado por ter dito o segredo,Como uma pessoa privilegiada.,B
105,"Taylor rastejava antes de andar, aprendendo a fazer espaguete antes de soufflé.",Porque é que a Taylor fez isto?,Aprenda devagar.,Queimar rapidamente,Apressar as coisas,A
106,"A Skylar viu o Carson a entrar no quintal, por isso pegaram num taco e afastaram-nos.",O que vai a Skylar querer fazer depois?,Diz ao Carson para nunca mais voltar.,Arranja um sistema de segurança para o pátio.,Chama a polícia.,C
107,Quinn está em uma arcada de jogos e coloca moedas na máquina.,O que é que Quinn precisa fazer antes disso?,Coloque mais moedas em,tem que esperar na fila pela máquina,jogar o jogo,B
108,Ash manteve o olhar da Jordan do outro lado da sala durante o treino de dança.,Como descreveria o Ash?,Amado,- Ótimo.,Olhando para o Jordan,A
109,Sasha discutiu a questão do pagamento com Taylor depois de assinarem o contrato.,Como descreveria a Sasha?,profissional em seus negócios,Estou feliz por ter o contrato assinado.,Infeliz com o acordo.,A
110,Austin viu uma pintura que gostava e Quinn pediu para Austin descrever a pintura.,Como descreveria Quinn?,aprender sobre a pintura,Agradecimentos,fu,A
111,"O Carson mudou para o outro lado para sempre, já que era para lá que eles deveriam estar.",Como descreveria o Carson?,orgulhosos de que pudessem mudar,política,feliz por ter mudado,C
112,O Casey bateu acidentalmente no Riley com um taco e ele limpou-lhe o rosto com sangue.,Como se sentiriam os Outros?,Infelizes por terem sido atingidos com um taco.,Muito mal .,feliz com isso,B
113,A Addison estava a trabalhar duro como sempre e conseguiu que o Quinn fosse a marca registrada do Kai.,Porque é que a Addison fez isto?,Fica longe dela.,- Não é bom.,Trabalhar duro no próximo projeto,C
114,"Depois de anos de amizade à distância, Jesse conheceu a esposa de Kendall durante uma visita.",O que é que a Kendall vai querer fazer a seguir?,Compre os bilhetes.,Apresente-me o Jesse e a mulher dele.,Pergunta ao Jesse o que ele pensa dela.,C
115,Lee pegou a bola com as mãos quando virou e viu que ia para ele.,Porque é que o Lee fez isto?,Não te acertes.,Larga a bola.,ser atingido pela bola,A
116,"A Addison casou-se hoje, foi um dia feliz para eles.",Como você descreveria Addison?,feliz,Agora divorciado,infeliz,A
117,O Kai recebeu o presente que eles queriam dos pais.,O que os pais do Kai precisam fazer antes disto?,Compra o presente.,Diz obrigado,Adivinha o que o Kai quer.,A
118,Alex foi com a família para uma viagem à praia. Era a primeira vez que Alex estava na praia.,Porque é que a Alex fez isto?,Relaxe na piscina.,Vai para a praia .,Fique em casa.,B
119,Carson viu alguém cair durante a corrida e imediatamente parou de correr.,Porque fez o Carson isto?,Queria ter a certeza que estavam bem.,Queria passar por eles e ganhar.,Queria ignorá-los.,A
120,A equipe de Robin abre caminho no projeto que eles estão planejando há dois anos.,Como Robin se sentiria depois?,sucesso,ignorado,frustrado,A
121,A Riley ficou em terceiro no concurso da feira de ciências da escola.,O que é que a Riley precisa de fazer antes disto?,fazer um projeto,Ignora o concurso.,não apresentar uma entrada,A
122,O Remy esfregou o polegar da Tracy depois de o ferir com o martelo.,Como se sentiria Tracy?,magoado e desanimado,Está bem.,seguro,A
123,"Lee teve um cachorro novo, mas perdeu-o no parque ontem.",O que é que o Lee vai querer fazer a seguir?,passear o cão no parque,Procura-o .,brincar com o cachorro no parque,B
124,"Taylor e Tom estavam andando pelo parque por horas procurando seu cachorro perdido, mas estava escurecendo, então Taylor pediu a Tom para ir para casa.",Porque é que a Taylor fez isto?,Não gostava do parque.,Precisava de descansar.,Vai para casa e fica bem .,C
125,Riley foi ao lago para nadar com os amigos.,Porque é que a Riley fez isto?,Não sabia nadar,tomar um banho muito refrescante,Gosta de passar tempo com os amigos,C
126,"Jan cozinhou a massa de acordo com as instruções, mas acabou sendo mofa.",Como se sentiria Jan depois?,Um cozinheiro inadequado.,Estou chateado porque a refeição chegou tarde .,"Irritado, as instruções não eram precisas.",A
127,O Quinn fez as malas para a viagem à Espanha.,O que quer o Quinn fazer a seguir?,Vai para o Japão.,comprar um bilhete,Vai para Espanha.,C
128,A Skylar e a Addison decidiram entrar juntos na feira de ciências.,Porque é que a Skylar fez isto?,Diverte-te,Queria ganhar a feira de ciências.,Queria ser desqualificado.,B
129,"Apesar de se sentir assustado e nervoso, os amigos de Cameron o encorajaram a tentar surf",Como se sentiria Cameron após o surf?,Muito difícil,feliz que ele tentou algo novo,Muito frequentes,B
130,Kendall comprou um colchão novo para o quarto porque o velho estava rasgado.,Porque é que a Kendall fez isto?,Queria acordar cedo.,- Que entreguem o colchão.,Venda o velho colchão.,B
131,A Aubrey e o marido estavam a tentar engravidar e ela acabou de descobrir que ela engravidou.,O que é que o Aubrey vai querer fazer a seguir?,Liga ao marido e conta-lhe as notícias .,triste por engravidar,Não contar ao marido as notícias.,A
132,Kai tornou-se treinador da equipa de futebol e melhorou a sua capacidade.,O que é que o Kai precisa de fazer antes disto?,ser contratado como treinador,Junte-se à equipa do Kais para que também possam melhorar .,Anima a equipa Kais à medida que melhoram e melhoram .,A
133,Ash deu a Jan a oportunidade de uma promoção no trabalho depois que ela criou um bom projeto.,O que é que o Ash precisa de fazer antes disto?,Observe o trabalho do Jan.,Reprimenda Jan,fogo Jan,A
134,Jordan ia para casa porque eles esqueceram a carteira.,O que vai querer fazer a seguir?,Voltem para o carro deles.,Encontre a carteira.,viajar de volta para a casa deles,B
135,"Lee cumpriu as expectativas de Casey, assando e decorando um belo bolo de casamento.",Porque é que o Lee fez isto?,receber elogios,fazer um nome para a nova padaria,criar um bolo lindo para a noiva,C
136,A Bailey fez um bolo de chocolate que toda a gente adorava quando o trazia para uma festa.,Como é que a Bailey se sentiria depois de todos gostarem do bolo?,orgulhosa das suas habilidades de fazer bolo.,Não quero assar outra vez.,Desiludida com as suas habilidades de assar,A
137,"A Kendall estava a carregar muitas malas, por isso caiu no chão.",O que é que a Kendall precisa de fazer antes disto?,Levanta-te do chão.,Senta-se sozinha.,Põe os sacos.,C
138,"O Lee estava preocupado com a mãe dele, por isso levou-a a um médico.",O que acontecerá aos Outros?,Apoio Lee,Desestimular Lee de ir ao médico,Não vai ficar feliz vendo a mãe fraca.,A
139,"O Kai precisava de ajuda num teste, por isso a Taylor deu-lhes conselhos.",Como é que a Taylor se sentiria depois?,conhecedor,Eles deram apoio ao Kai.,deram bons conselhos,A
140,Remy tinha acabado de preparar sopa para o jantar quando vários amigos apareceram sem aviso prévio. Remy preparou mais várias tigelas de sopa.,Porque é que o Remy fez isto?,Faça com que os amigos se vão embora mais depressa.,Para que os convidados pudessem juntar-se ao Remy para jantar.,Queria mais do que uma tigela de sopa.,B
141,A Riley fez uma cesta cheia de bolinhos para levar aos novos vizinhos.,O que é que a Riley vai querer fazer a seguir?,Faça os bolinhos em casa.,Toca a campainha .,Come os bolinhos.,B
142,Quinn tentou matar Cameron após Cameron ter caminhado acidentalmente sobre sua propriedade.,Como descreveria Quinn?,uma pessoa razoável,uma pessoa paranóide,uma pessoa pacífica,B
143,"A Sydney ia ver o Aubrey, mas tinha deixado as coisas dele em casa deles por acidente.",Como descreveria Sydney?,perturbado por Sydney,Desiludido com Sydney.,uma pessoa esquecida,C
144,O Jesse contou a história do Lee a todas as pessoas que o Lee disse para não contarem.,Porque é que o Jesse fez isto?,Peço desculpa ao Lee .,Vingança o Lee .,Evita o Lee porque ele tem vergonha.,B
145,"A Ash foi responsável pelo acidente, por isso pagou as contas da Cameron.",Como é que o Ash se sentiria depois?,como irritado,uma pessoa culpada,tão calmo,B
146,"Kai tem um aniversário a chegar, mas não quer presentes.",Como é que o Kai se sentiria?,Triste .,ganancioso,completos,C
147,O Austin convidou o namorado para jantar com toda a família dele.,Como se sentiriam os Outros?,Alguém que quer que a família goste do namorado.,interessado na vida do Austin,zangado com o Austin.,B
148,"Carson tinha ajudado Sydney com as contas, tanto que não podia pagar a renda.",O que vai acontecer ao Carson?,mudar para uma mansão,culpado,Que a Sydney me agradeça .,C
149,Austin voltou de guerra e queria ver os seus entes queridos.,O que os entes queridos vão querer fazer a seguir?,Enviar Austin para a guerra,Celebrar o regresso do Austin.,Ir para a guerra,B
150,"A Riley gostava de brincar com a amiga, jogavam jogos de tabuleiro e damas.",Porque é que a Riley fez isto?,Vai ao parque.,Diverte-te com a amiga dela.,Ir patinar no gelo,B
151,A Cameron apagou as luzes para verem um filme.,Como se sentiria a Cameron depois?,Como se estivessem prontos para ver o filme,alguém que gosta de sair com amigos,uma pessoa educada,A
152,"O Austin está a tentar fazer mais exercício, por isso não está a conduzir.",Como é que o Austin se sentiria depois?,desanimado,arrependido,orgulhoso,C
153,"Depois da grande briga, Jan ganhou Sydney de volta e jurou mudar de vida.",O que é que a Sydney vai querer fazer a seguir?,Encontrar uma nova namorada.,Vê os movimentos do Jan com cuidado.,mudar os seus modos,B
154,"A Bailey tinha uma grande cisalha, por isso a Addison fez uma incisão na Bailey.",Porque é que a Addison fez isto?,melhor,Lave-o com sabão.,quebrar a aspas,C
155,"A Tracy pagou-lhes em relação a um crime, se isso não bastasse.",O que é que a Tracy precisa de fazer antes disto?,dormir,- Vai-te embora.,estar informado sobre os acontecimentos,C
156,A Bailey encontrou a Addison na rua depois de sair do trabalho para almoçar.,O que vai acontecer com a Bailey?,ser falado,ir a um bom restaurante para comer,ser eficiente,B
