,context,question,answerA,answerB,answerC,correct
16,"Sasha deu o seu bebê para adoção, pois era muito pobre para criar um novo filho.",Como seria Sasha depois?,sentir- se deprimido,sentira-se passivo,desesperado,A
17,"Sydney foi incentivada a escrever, por isso Sydney experimentou o seu ofício de escrita.",Como descreveria Sydney?,orgulhosos de se terem tentado,Calma .,Como um escritor.,A
18,"O Quinn queria perder peso antes da lua de mel, por isso comeu uma salada todos os dias durante seis meses.",Como descreveria o Quinn?,Arrepende-se e está com fome.,Autodisciplinar e inteligente.,Ansioso e assustado,B
19,O Riley parou para a segurança porque ouviu um barulho alto enquanto dirigia.,O que é que a Riley vai querer fazer a seguir?,Chamar o seu amigo para pedir ajuda,Ignora o barulho.,Chamar o AAA para pedir ajuda,C
20,"Taylor encontrou os assentos de Cameron vazios, embora Cameron claramente afirmou estar no assento e Taylor estava preocupado que o show começasse em breve.",O que é que a Taylor vai querer fazer a seguir?,Deixe o auditório argumentando que Cameron deixou,Faça um anúncio para todo o auditório,Anda lá fora e procura a Cameron .,C
21,Aubrey tinha lutado contra um problema de dependência durante anos.,Como é que o Aubrey se sentiria depois?,jovem,motivado,pensativo,B
22,Alex ganhava a vida a trabalhar para a Bailey e a Bailey apreciava o empregado.,O que vai querer fazer a Bailey a seguir?,Diz ao Alex que eles fizeram um bom trabalho.,Precisava de um excelente resultado na entrevista.,Precisava de impressionar a Bailey.,A
23,"A Jan ofereceu à Jordan uma carona na piscina, para que a Jordan encontrasse o dedo de volta da Jan.",Como se sentiria Jordan depois disso?,irritado,desconfortável,entretido,C
24,"Austin teve três filhos, todos eles se tornaram médicos.",O que é que o Alex vai querer fazer a seguir?,Viva a vida feliz,- Não .,Certifique-se que os filhos lhe comprem coisas.,A
25,"O cão da Alex precisava de ir ao veterinário, por isso ela levou-o ao carro.",Como se sentiria o Alex depois?,responsável,- Ótimo.,Super,A
26,"A Skylar viu um filme que foi muito bom, e quer vê-lo novamente com amigos no cinema.",O que é que a Skylar precisa de fazer antes disto?,Compre uma cópia online do filme,Veja o filme novamente na próxima .,Peça aos amigos para ir ao cinema.,C
27,O Casey rolou nas costas da Taylor enquanto brincavam a lutar no chão.,Porque fez o Casey isto?,brincar com o Taylor.,magoar o Taylor.,Ganhar a luta.,A
28,"Cameron carregava o peso deles, embora não deveriam levantar muito.",O que vai acontecer com a Cameron?,Tensionar um músculo,Não se magoe.,Foi mau que a Cameron tivesse de carregar todo o peso.,A
29,"O Kai e o Austin namoraram durante o liceu, mas acabaram quando entraram na faculdade.",O que vai o Kai querer fazer a seguir?,Ir para a escola de Austin.,Lamento a perda do Kai.,Comprar o seu próprio casaco,A
30,Robin tocava todos os dias e foi aceito numa escola de música de prestígio.,Como é que a Robin se sentiria depois?,bom em teoria musical,Como um falhado.,Estou animado para a escola .,C
31,A Aubrey fez muitos biscoitos enquanto experimentava muitas receitas.,Porque é que o Aubrey fez isto?,recolher muitas receitas online,encontrar muitas receitas online,Fazer bolinhos perfeitos .,B
32,Jordan está esperando por uma data de lançamento do jogo há meses. Jordan compra o jogo e vai para casa. Jordan abre a embalagem.,Como se sentiria Jordan depois disso?,irritado por esperar por ele,Pronto para começar a jogar o jogo,"frustrado, custou tanto.",B
33,Sydney deu ao carro o óleo certo para que funcionasse sem problemas até a próxima troca de óleo.,O que os Outros vão querer fazer a seguir?,Feche o capô do carro,Faça a mesma coisa,Atira as garrafas de óleo.,A
34,"A Taylor é responsável por reportagens no trabalho, ela analisou de perto um novo relatório.",O que é que a Taylor precisa de fazer antes disto?,ler uma revista,passar o relatório,Leia o relatório.,C
35,"Ash mandou a filha à loja enquanto ela banhava os gémeos, limpava a casa e preparava o jantar.",Como descreveria o Ash?,Impressionado,Trabalhador em excesso,- Estou contente.,B
36,Alex e Ash tiveram uma discussão que se transformou numa grande briga no parque de estacionamento onde eles deram socos e Alex rasgou Ash em pedaços.,O que é que o Alex vai querer fazer a seguir?,Peça desculpa.,Vai para o hospital.,Fica para te acalmares .,A
37,Jan era uma mãe dominadora e Jan controlava a vida do Aubrey.,O que é que o Aubrey vai querer fazer a seguir?,Ajudar o Aubrey a evitar erros.,Sair de casa,Faça com que o Aubrey esteja seguro.,B
38,"A Tracy aproximou-se da Riley, a filha de três anos, que ia atravessar a rua.",O que é que a Riley vai querer fazer a seguir?,chorar,Mantém a Riley segura.,encorajar Riley a olhar para ambos os lados,B
39,"A Kendall ouviu alguém a chamar o nome dela, por isso virou-se imediatamente.",Como se sentiria a Kendall depois?,hipervigilante,como confuso,como de costume,C
40,Sasha teve ótimas notas e continuou a ser uma brilhante estudante.,Porque é que o Sasha fez isto?,Entrar nas aulas avançadas,Seja um bom aluno.,evitar focar na escola,A
41,"Finalmente, Riley vingou a morte do irmão nas mãos do traidor.",O que é que a Riley vai querer fazer a seguir?,Procure traição.,Vingança-te .,procurar alívio,C
42,Sasha deixou dias atrás para sua viagem à Europa com a família.,O que é necessário para que Sasha possa fazer antes disso?,estava fazendo uma viagem com a família,Esquecimento Europeu,licença para ir à Europa,C
43,"Riley expressou os sentimentos de Kendall, obtendo algumas rosas e indo ao jantar.",O que acontecerá com Kendall?,feliz,Agradecer por Kendall pela sua espécie,amado,C
44,O Ash tirava o melhor de Sasha sempre que ele vinha visitar-nos.,O que é que o Ash vai querer fazer a seguir?,Aproveite o tempo,Diverte-te bem.,Crescer relações com Sasha,C
45,A Remy manteve as notas altas para poder ir de férias com a família.,Como descreveria o Remy?,orgulhoso,um fracasso,uma pessoa impulsionada,C
46,"A Jordânia era um condutor lento, outros motoristas despediam-se frequentemente. A",O que o Jordânia precisa fazer antes disso?,prova de outros motoristas,treinar na academia para poder se deslocar mais rapidamente,leo aulas de direção de seu avô,C
47,"Bailey teve que conseguir um emprego trabalhando durante a noite, trabalhava toda a noite.",O que queremos por Bailey?,ir para casa e comer,ir à escola,ir trabalhar,A
48,"A Robin estava apaixonada pelo Jordan, por isso ela manifestou interesse nele.",Como é que a Robin se sentiria depois?,como nervoso,Um trabalhador duro.,gosta de ser direto com os outros,A
49,A Skylar queria matar a Jan naquele dia porque ela disse algo mau à Skylar.,O que vai acontecer à Skylar?,Ela vai ser gritada .,têm de se controlar,Seja feliz.,B
50,A Robin conseguiu orientar-se e sabiam como chegar a casa.,Como descreveria a Robin?,a caminho do trabalho,No caminho de casa.,Mal com as instruções,B
51,Jan ensinou truques de cão para que o cão pudesse aprender algo novo e divertido.,Como se sentiria Addison?,irritados com o cão deles,Felizes pelo cão deles.,É triste não ter aprendido nada.,B
52,"Quinn precisava de dinheiro rápido e, portanto, teve de arranjar um empréstimo.",Como se sentiria o Quinn depois?,Estou contente que o empréstimo tenha sido concedido.,Deprimido uma dívida ocorreu,caro,A
53,Sasha trabalhou duro durante dois anos para fazer um adiantamento na casa dos seus sonhos.,Como descreveria a Sasha?,orgulhoso,trabalhador,- Compreendido.,C
54,"A Ash estava irritante, por isso, moveu o sapato do Cameron um centímetro para ver a resposta dele.",O que é que a Cameron vai querer fazer a seguir?,Diz ao Ash para parar.,Ignorar cinzas,Rindo da cinza,A
55,"Mesmo trabalhando em prazos fechados, Jan realizou bem o trabalho.",O que é necessário para Jan antes disso?,ser- lhe- á atribuída a tarefa,celebrar,parabéns,A
56,Addison usava fogo para se aquecer quando tinha frio enquanto acampava.,O que é que a Addison vai querer fazer a seguir?,adicionar mais paus e galhos à chama,derramou água nas chamas.,Porque a Addison gostava de fogueiras.,A
57,Ash manteve a compostura durante a peça dramática triste da Broadway.,Como descreveria o Ash?,Tocado,Impressionado,sentir-se triste,A
58,"Mesmo que fosse uma decisão difícil e alguém tivesse que perder de qualquer maneira, Addison apoiou a decisão da família de Cameron.",O que é que a Cameron vai querer fazer a seguir?,Medita nisso.,Pensa profundamente,executar a decisão,C
59,"Remy estava tentando manter o ruído, Remy ficava quieto.",Como descreveria a Remy?,ser imprudente,ser cauteloso,como gritar,B
60,A Taylor deixou que durassem mais tempo para que a diversão continuasse .,Como é que a Taylor se sentiria depois?,cansado o dia todo.,fora,Triste pela viagem.,A
61,A Sydney era amiga de outro homem e ambos se divertiram no bar.,Como se sentiriam os Outros?,orgulhoso agora,Aborrecido agora.,Desligado agora.,A
62,Ash correu forte e pôs as roupas molhadas na máquina de lavar roupa depois de terminadas.,Porque é que o Ash fez isto?,Lave-os antes que comecem a cheirar mal.,ter sapatos limpos,Ir de bicicleta,A
63,Sasha manteve os olhos abertos e Jesse perguntou-lhes por que não dormiam.,O que é que o Jesse vai querer fazer a seguir?,Perceberam que não conseguiram dormir.,Faça mais perguntas,ter dificuldade em dormir,B
64,O Cameron rapidamente guardou os seus jogos de vídeo para poder fazer o trabalho.,Como se sentiria a Cameron depois?,É bom fazer o que é certo.,É bom para falar o que é certo,É bom saber o que ele sabe.,A
65,O Casey impressionou a nova namorada do Remy e fizeram planos para sair.,O que vai querer fazer o Casey a seguir?,desenvolver a amizade em seguida,Dê-lhe um abraço.,Fica zangado a seguir.,A
66,A minha ajudava a idosa que lutava pela rua.,Como os outros sentirão?,irritação,feliz,amarga,B
67,Ash passa muito tempo a visitar animais no zoológico.,Porque é que o Ash fez isto?,Compre os animais.,brincar com os animais,Vende os animais.,B
68,O Kai moveu os quadris da Kendall para ela sobreviver.,Como Kendall se sentiria?,confuso,Como uma pessoa poderosa.,em controlo,A
69,"O Jesse achou que tinham encontrado algo bom para a coleção, por isso, fizeram-no verificar.",Como se sentiria o Jesse depois?,Como se eles esperassem que tivesse valor.,Obsessivo,dedicado,A
70,"Kendall sabia que os pais queriam ver a orquestra, por isso comprou os bilhetes como presente de aniversário.",Como se sentiria a Kendall depois?,Como se estivessem a desiludir os pais.,orgulhoso,Gosta de comprar presentes para os pais dela.,B
71,O Jesse estava a decorar para a festa e amarrou os arcos como toque final.,Como se sentiria o Jesse depois?,criativo,- Não é bom.,Estou contente por ter feito .,A
72,Jesse adoeceu um dia e ficou em casa a ver televisão.,Como se sentiria o Jesse depois?,preocupado em fazer outros doentes,Como se pudessem estar a descansar.,Ainda bem que viram televisão .,C
73,"O Lee estava a esconder-se no Quinn enquanto ele subia as escadas escuras e, quando viraram a esquina, o Lee saltou e assustou o Quinn.",O que é que o Lee vai querer fazer a seguir?,Salto para trás,culpado,gritar com Lee .,A
74,Ash cortou uma grande faixa no buraco da cerca com a ferramenta deles.,Como se sentiriam os Outros?,irritado com Ash,feliz com Ash,bom com ferramentas,A
75,Quinn é gerente de marketing da empresa.,O que quer o Quinn fazer a seguir?,encontrar novos clientes,desistir ou aposentar-se,Vai para a escola de gestão.,A
76,"Jordan treinava todas as semanas, querem ser jogadores profissionais de basquete um dia.",Como descreveria o Jordan?,Uma pessoa muito pessimista.,Um tipo de pessoa descontraída.,Uma pessoa muito ambiciosa.,C
77,"Robin atuou como intermediária para Quinn quando ela precisava explicar a papelada para seu cliente, enquanto Quinn fora da cidade.",Como Quinn se sentiria como resultado?,Gratidão pela ajuda de Robin,Irritado que Robin não ajudaria,O cliente não conseguiu o que precisava,A
78,A Robin foi ao cinema com um amigo e divertiu-se muito.,Como descreveria a Robin?,Muito rude.,Muito simpático.,sozinho na vida,B
79,Sasha levou a equipa a ganhar o grande torneio do estado.,O que os Outros vão querer fazer a seguir?,Louva a Sasha .,orgulhoso,forte,A
80,A Casey contratou um advogado chamado Aubrey quando o marido pediu o divórcio.,Porque fez o Casey isto?,resolver o divórcio rapidamente,Provar que o marido estava a roubar.,ter um bom advogado criminal,A
81,Sydney arremessou a bola e escoreu o ponto de vitória do jogo.,O que é necessário para Sydney antes disso?,estar na equipe antes deste,ganhar o jogo,parar de estudar antes,A
82,O Bailey disse à Robin que sabe tudo sobre o que aconteceu ontem à noite no clube com a rapariga.,O que vai querer fazer a seguir?,mostrar desaprovação,Vai ao clube com ele.,Peça uma explicação ao Robin .,A
83,Addison atravessou o tapete em direção a Austin em apenas suas meias.,O que vai acontecer com Austin?,saltar,ter um ataque cardíaco,choque Austin,C
84,"Ash estava assistindo televisão quando, de repente, o poder se apagou.",O que Ash vai querer fazer a seguir?,flip seu disjuntor,Ligue para a empresa de água,Ligar a televisão,A
85,O Jesse parecia o papel da peça que estavam a fazer.,Como descreveria o Jesse?,- Compreendido.,Como alguém preparado para a peça,- Estou contente.,B
86,"Jan trabalhou duro para superar seu medo de voar e, eventualmente, pegou um avião para Las Vegas.",Porque é que o Jan fez isto?,Enfrenta o medo dela e supera-o .,"Tente a comida do avião , ela sempre ouve as pessoas falarem .",Ver como era passar pela segurança do aeroporto.,A
87,"Como a corte nomeou a guardiã do bebê, Remy colocou o rei bebé no trono.",O que é que o Remy vai querer fazer a seguir?,Deixe o rei cair do trono,Segure o rei em pé,Segura o rei no vaso sanitário .,B
88,Alex fez um teste e teve uma nota muito boa e contou aos pais.,Porque é que a Alex fez isto?,Encontrar ouro .,- Vai ter um encontro.,mostrar-se,C
89,O Remy chamou a empregada para o escritório para a despedir por mau trabalho.,O que é que o Remy precisa de fazer antes disto?,Revisar o trabalho dela.,Ignorar o empregado,Faça uma festa.,A
90,Taylor jogou uma gagueira em uma barra e foi muito bem recebido.,O que queremos depois da gig?,boo ele fora,aumento de atenção,aluguer Taylor novamente,C
91,O Austin tirou o trabalho da Addison porque ela estava doente.,Como é que o Austin se sentiria depois?,"preocupados, mesmo que pudessem ganhar mais dinheiro",Estou feliz por ajudar os outros.,Disse ao Austin que o apreciava muito .,B
92,"A Kendall tinha feito bonecas artesanais para a festa da Sydney, por isso a Sydney trouxe bonecas artesanais da Kendall para todos.",O que é que a Sydney vai querer fazer a seguir?,Obrigado Kendall .,Partilhar as bonecas com os amigos,Atira as bonecas fora.,A
93,"O sol estava brilhante, então Sydney decidiu proteger os filhos do sol.",O que é que a Sydney precisava de fazer antes de proteger os filhos?,Agarre um pedaço de papel para segurar para proteção,Agarra-os todos para os proteger facilmente.,afastam-se dos filhos antes de os protegerem.,B
94,A Robin levou o dinheiro para o balcão porque estava com pressa demais para esperar na fila.,Como descreveria a Robin?,Estou animado para ir embora.,relaxado,impaciente,C
95,Quinn estava se afastando de seus pais.,Por que Quinn?,ficar perto de casa,fazer amigos,deixar os pais,C
96,"Robin abriu a boca de Jesse para falar, mas Jesse ficou com raiva e quis falar por si.",Como descreveria a Robin?,falaram mas Jesse ficou com raiva e quis falar por si mesmos,uma pessoa que exerce o controlo,Uma pessoa descontraída,B
97,Kendall comprou uma nova guitarra e decidiu usá-la o mais rápido possível.,Como você descreveria Kendall?,Preguiçosa,feliz,musical,C
98,Sasha foi ao parque com o pai depois de ele a ter ido buscar à escola.,O que é que o Sasha precisa de fazer antes disto?,Tome o pequeno almoço antes disto.,Vai com o pai dela antes disto.,brincar no parque,B
99,"Sydney contou à avó de Baily sobre a morte de sua filha Baily, as lágrimas começaram a fluir de seus olhos.",Como se sentiria Sydney depois?,aliviado,seria feliz e seguiria em frente,um buraco dentro,C
100,Robin segurou um trevo de quatro folhas no anúncio do vencedor do concurso para receber boa sorte.,Porque é que a Robin fez isto?,Deixe a área,Perder o concurso.,obter um bom resultado,C
101,Quinn estava pronto para ir trabalhar e acabou por ser um dia brutal para ele.,Como se sentiria o Quinn depois?,drenado,Agradecido,paciente,A
102,Quinn tinha dinheiro para ir às compras e gastou-o depressa.,O que quer o Quinn fazer a seguir?,Chama-me doente.,apreciam o que têm,Vai ao caixote automático,B
103,Taylor ficou com o Carson no jogo de tabuleiro e obteve a pontuação final.,O que é que o Carson vai querer fazer a seguir?,preguiçoso,Aborrecido.,qualificado,C
104,Bailey julgou a falta de justiça por parte desse homem e decidiu que era melhor ficar longe.,O que vai querer fazer a Bailey a seguir?,Fique à distância .,Descubra mais em seguida,Fica longe.,C
105,"Quinn precisava de leite da loja, mas não tinha o carro.",Porque é que o Quinn fez isto?,Andar para casa com as compras,Queria chegar lá hoje.,Chame um táxi para a levar para casa.,B
106,"Mesmo que Taylor estivesse a tentar esconder-se deles, a Tracy encontrou a turma da Taylor.",Como é que a Taylor se sentiria por causa disso?,irritado e perseguido,percepção visual,bom a localizar pessoas.,A
107,O Remy cobriu o corpo do Alex com loção de bronzeamento na praia.,O que vai acontecer com o Alex?,Ela vai ficar doente.,Ter o produto nas mãos,Ela não vai queimar.,C
108,Sydney voltou do trabalho para encontrar a casa queimada.,O que é necessário para Sydney antes disso?,agarrar um extintor de incêndio,ligar um dia de trabalho,ligação para casa,B
109,Jesse disse a Cameron para se acalmar; o procedimento de canal de raiz terminaria em breve.,O que é que a Cameron vai tentar fazer a seguir?,Acabar,estar confortavelmente esperando que a perfuração comece,Tente relaxar e espere que o procedimento termine.,C
110,Jesse foi para casa com Taylor naquela noite e eles o passaram juntos.,O que acontecerá com Taylor?,ser feliz,ser miserável,parar de namoro,A
111,A Casey partiu uma perna e estava a chorar muito alto.,O que os Outros vão querer fazer a seguir?,Queria chamar ajuda.,melhor,quebra a outra perna.,A
112,"O Cameron queria uma chávena de café antes do trabalho, por isso esperou pela sua vez no balcão.",Como se sentiria a Cameron depois?,Excitado que a fila fosse longa,Feliz por a fila ser longa.,irritado que a fila era longa,C
113,"A mãe da Jan ligou para ver a Jan e a Bailey, por isso a Bailey fez-lhe uma chávena de chá e uma sanduíche.",O que vai querer fazer a Bailey a seguir?,Dá a sandes e o chá à mãe do Jan.,Ignora a mãe do Jan.,Esconde a sandes e o chá da mãe do Jan.,A
114,A Robin foi ao lado e pediu emprestado algumas ferramentas de um vizinho para uma tarefa.,Como descreveria a Robin?,apoio,Confuso sobre onde encontrar ferramentas em,alguém que toma medidas em tarefas,C
115,"Sydney precisava de aparelhos, então eles foram ao dentista para uma avaliação.",Por que Sydney fez isso?,Preocupado com sua aparência,obter um conjunto de dentaduras,Pergunte ao dentista sobre uma data,A
116,A Kendall montou o projeto porque queria que o abrigo de sem-abrigo funcionasse o mais rápido possível.,Como descreveria a Kendall?,odeia outras pessoas,uma pessoa zangada,Uma pessoa simpática.,C
117,A Sydney colocou o telemóvel do Remy à disposição porque lhes tinham comprado um novo.,O que é que a Sydney precisa de fazer antes disto?,comprar um telefone novo,Certifique-se que foi reciclado,Quero o telefone.,A
118,O Lee deu um mau bocado ao Cameron pelo erro que cometeu.,Como se sentiria Cameron?,Desculpa por ter cometido um erro .,Diz à Cameron que está tudo bem.,- É muito mau.,A
119,"O Carson reparou que a senhora fumava enquanto segurava o bebé, por isso, o Carson tirou o bebé.",O que é que o Carson vai querer fazer a seguir?,Devolve o bebé .,Peça um cigarro .,Sai com o bebé.,A
120,Alex balançou o braço de Carson lentamente para acordar Carson de um sono.,O que Carson vai querer fazer a seguir?,Acordar lentamente,ir dormir,tirar uma soneca,A
121,"A Riley tinha um presente que não estava embrulhado, por isso puseram-no num saco.",O que vai acontecer aos outros?,Mostrar apoio à Riley por colocar o presente,Confrontar Riley por colocar um presente num saco .,tornam-se impacientes,B
122,O Carson recebeu indicações da mulher para o evento e não se perdeu.,O que é que o Carson vai querer fazer a seguir?,Conheça algumas pessoas.,Pergunta à mulher deles.,Escreva as instruções,A
123,"A Remy estava na primeira viagem de Kendall para o estrangeiro, onde conheceu o novo namorado e se noiva.",Como é que o Remy se sentiria depois?,Ciumenta do novo namorado.,romântico,amoroso,B
124,Disseram à Alex que o Kai não queria jantar porque já tinham comido.,O que é que a Alex precisa de fazer antes disto?,Não fazer comida.,Vou cozinhar o jantar.,Fazer menos,B
125,"Riley pregou o evangelho a todas as criaturas, mesmo que os vizinhos ficassem doentes e cansados de ouvi-lo.",O que os vizinhos vão querer fazer a seguir?,Ignorar Riley,Difundir os ensinamentos da Bíblia,Compartilhe sua fé,A
126,Kendall conheceu a família do Robin e eles rejeitaram-no completamente.,Como se sentiria a Kendall depois?,sentia-se excluído e deixado de fora,sentia-se aceita e amada,Senti-me muito bem com isso.,A
127,O Austin lembrou-se do nome do Carson depois de tê-los para várias aulas diferentes.,O que é que o Austin vai querer fazer a seguir?,Precisava de conhecer o Carson.,Carson chama-os pelo nome.,Escolher o Carson na aula,B
128,A Sydney come muitas vezes fora e sempre usa um garfo com a comida.,O que é que a Sydney vai querer fazer a seguir?,Precisava de dinheiro para sair.,Continuar a usar um garfo,Precisava de tempo para sair.,B
129,A Tracy apanhou todos os peixes que puderam enquanto pescavam porque estava desesperada.,O que é que a Tracy precisa de fazer antes disto?,Pára de ter dificuldade em pescar.,precisava ficar em casa.,precisava estar perto da água,C
130,"O Remy era um dos cerca de 100 candidatos, e ainda assim conseguiu conseguir o emprego.",Como é que o Remy se sentiria depois?,desempregados,"Óptimo, ele foi escolhido.","- Mal, eles saltaram-no.",B
131,"A Sydney era uma técnica de computadores, por isso, ela criou sistemas de computadores.",O que é que a Sydney precisa de fazer antes disto?,tornar-se um técnico de computador mestre,enviar a fatura ao cliente para o trabalho no sistema,Esquece os computadores.,A
132,Skylar impediu que Quinn se tornasse empregada e ofereceu-lhe um emprego de escritório.,O que quer o Quinn fazer a seguir?,Trabalhar em escritório,possuir uma empresa,aceita a posição seguinte,C
133,"A Jordan viu a Riley beijar outra, por isso, a Jordan disse ao namorado da Riley.",Como se sentiria Jordan depois disso?,Suportador,- Esquecido .,- Desagradável .,A
134,Robin conseguiu convencer os outros e vingar a reputação do pai.,Como se sentiriam os Outros?,orgulhoso,Mais acolhedora para com o Robin.,irritado com Robin,B
135,Cameron foi à loja e comprou alguns itens que eles precisavam.,O que vai acontecer com a Cameron?,Vai comer a comida.,alugar um carro,Encontrar itens,C
136,"Quando os amigos de Cameron discutiam sobre quem tinha ganho, Cameron tomou partido.",O que é que a Cameron vai querer fazer a seguir?,Toca outra coisa.,foi franco nesta ocasião,Deitar fora a amizade dele.,C
137,A Avery estava a candidatar-se para a escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Avery precisava de fazer antes disto?,ser um jogador no cenário,Faça um bom trabalho para Lee impressioná-los .,Acabar de ir para a faculdade de medicina,B
138,"O Remy levou o dinheiro da Skylar, o que pesou muito na sua consciência.",Como é que o Remy se sentiria depois?,mais rico,Muito feliz.,muito culpado.,C
139,A Robin levou o telemóvel do Carson depois de o Carson ter provocado a Robin com ele.,Porque é que a Robin fez isto?,Afastem-se do comportamento do Carson.,Avisava o Carson que ela ia levar o telemóvel dele.,Pediu ao Carson para me dar o telefone dele.,A
140,Aubrey comeu um sanduíche e lavou o sanduíche com um copo frio de leite.,Como Aubrey se sentiria depois?,Indiferente,feliz,satisfeito,C
141,A Bailey falhou no teste e decidiu que queria desistir.,O que vai querer fazer a Bailey a seguir?,Começar a estudar mais,Deixe de ir à escola,Começa a preparar mais,B
142,Kendall beijou o pescoço de Quinn enquanto eles estavam no cinema.,O que vai acontecer com Quinn?,ptimo.,Veja o filme,ficar íntimo,C
143,A Cameron e o Ash foram buscar algo que precisavam.,O que é que a Cameron precisa de fazer antes disto?,Pergunta ao Ash o que eles precisam.,Começa a conduzir,Vai à loja,A
144,Sydney informou ao amigo que estava tendo uma festa na semana.,O que é necessário para Sydney antes disso?,compra de um vestido,ter um aniversário de nascimento,Baque uma torta,B
145,Jordan deu a seus irmãos algo para comer para que eles tivessem um bom almoço.,O que a Jordânia precisa fazer antes disso?,tirar uma soneca,ir para o trabalho,Faça o almoço,C
146,Tracy teve que mudar as pessoas locais para o bunker porque a 3a Guerra Mundial tinha começado e o inimigo está usando bombas.,Porque é que a Tracy precisava de fazer isto?,proteger as pessoas da chuva ou neve,Dar às pessoas um cofre,manter as pessoas num local seguro,C
147,A Jesse fez um trabalho melhor com os trabalhos de casa este semestre.,Como descreveria o Jesse?,Um desistente,preguiçoso,trabalhador,C
148,A Addison foi detida por atirar coisas na aula o dia todo.,O que é que a Addison precisa de fazer antes disto?,Não causar problemas.,Atirar coisas.,Evite a detenção,B
149,Kai ficou tão aliviada que os filhos estavam bem que Kai os abraçou.,Porque é que o Kai fez isto?,mostrar afeição aos filhos,ignorar o carinho dos filhos,Esmagar os corpos dos filhos dela,A
150,A Jordan gostava de ligar para a família para saber como estavam.,O que os Outros vão querer fazer a seguir?,falar sobre os avós deles,Tente ser avós,Liga para os avós do Jordan.,A
151,A Bailey era uma das capitães da equipa de basebol do liceu e uma das melhores jogadoras.,O que é que a Bailey precisa de fazer antes disto?,práticas de omissão,Desiste da equipa,ganha experiência de jogo,C
152,Cameron saiu cedo de manhã e ainda não estava em casa.,Como descreveria a Cameron?,Um trabalhador duro.,uma pessoa preguiçosa,uma pessoa lenta,A
153,A Jordan começou a cozinhar como um pato na água e formou-se na escola de culinária como a melhor da turma.,Porque é que a Jordan fez isto?,ser contratado num restaurante proeminente,encontrar um emprego como chef,Cozinhar uma refeição para os amigos dela.,B
154,Lee deu uma promoção a um empregado por todo o seu trabalho duro.,O que vai acontecer ao Lee?,tornar-se complacente,desprezível,Fica orgulhoso .,C
155,Kendall estava doente há uma semana.,O que Kendall vai querer fazer a seguir?,tomar os medicamentos prescritos,Ignorar a doença,Fique longe de Kendall para que ela não fique doente,A
