,context,question,answerA,answerB,answerC,correct
17,A Tracy sempre contou tudo à Jan e a Jan apreciava muito a informação dela.,O que é que a Tracy precisa de fazer antes disto?,E o Jan precisa de ser amigável.,E Jan não precisam de falar um com o outro.,Diz tudo ao Jan.,C
18,A Robin voltou cedo depois de uma reunião desastrosa na fábrica.,Como descreveria a Robin?,Não são bons no trabalho.,Vou ser promovido.,Provavelmente receberá um aumento,A
19,"Alex tentou ganhar a corrida, mas tudo o que ele apanhou foi poeira dos pilotos à sua frente.",O que é que o Alex vai querer fazer a seguir?,Tirar fotos com troféu,Pratique mais .,Entrem na corrida,B
20,"A Alex poupou a Skylar o trabalho de ligar, aparecendo em casa dela.",Como descreveria o Alex?,Envergonhado.,não confiável,útil,C
21,A Skylar mudou a casa da Addison e limpou-a e parecia muito melhor do que antes.,O que vai a Skylar querer fazer a seguir?,limpo a seguir,será pago em seguida,Faça uma confusão .,B
22,Jesse cumpriu bem os seus deveres como enfermeira e depois se aposentou para se tornar escritora.,Como se sentiria o Jesse depois?,Estou contente por ter terminado .,Como se fosse médico.,Como ficar na enfermagem.,A
23,Remy melhorou a compreensão dos mesmos sobre a compra de computador explicando como funciona o computador,Como descreveria a Remy?,Como alguém que comprou o computador,Como alguém que pode explicar o computador,como smart,B
24,Skylar precisava de um novo telefone depois que ela deixou cair o antigo no banheiro.,Como Skylar se sentiria depois?,inconveniente,klumsy,vazio,B
25,Skylar foi picada por uma abelha porque eles estavam a bater no ninho com um pau e todas as abelhas ficaram zangadas.,Como descreveria a Skylar?,arrependido,Cuidado .,imprudente,C
26,O Carson enfiou as unhas no peito do Jesse quando ele começou a agitar-se contra ele.,O que é que o Carson vai querer fazer a seguir?,Rindo do Jesse .,Subjugar Jesse,gritar de dor,B
27,Taylor estava muito doente e agradeceu ao médico pela ajuda de Carson.,O que é que o Carson vai querer fazer a seguir?,Vai para casa .,iniciar um regime de vitaminas,arranjar uma loja,A
28,Sydney despertou os interesses de Kendall na esperança de que ela concordasse em ir ao cinema com ela.,Porque é que a Sydney fez isto?,Fizeste isto para ser mal educado.,Peça ao Kendall para ir ao cinema.,Fiz isto por amizade.,C
29,"Depois de esperar até ao dia anterior ao projeto, Carson começou ontem à noite.",Como descreveria o Carson?,Um trabalhador árduo,Irresponsável.,- tendem a adiar as coisas.,B
30,"A Taylor tinha deixado o telemóvel em casa, por isso, ela perguntou educadamente a alguém a hora.",O que é que a Taylor precisa de fazer antes disto?,Encontre alguém para perguntar.,Dizerão à Taylor a hora actual.,comprar um novo telemóvel,A
31,O Ash estava a tentar fugir da Susan.,O que é que o Ash vai querer fazer a seguir?,Esconde-te onde a Susan não os possa encontrar.,Corra atrás da Susan e tente tocar nelas .,Corra atrás da Susan e tente pegá-los .,A
32,A Skylar aprendeu alemão na faculdade e começou a usá-lo.,O que vai a Skylar querer fazer a seguir?,Ignora isso.,Deixa a língua,Fala alemão.,C
33,Carson fez progressos no relatório que precisavam preencher para o trabalho.,O que é que o Carson precisa de fazer antes disto?,evitar o trabalho,Não trabalhar no projeto,Começa a escrever.,C
34,Remy passou todo o seu tempo jogando videogames durante todo o verão.,Por que a Remy fez isso?,aguardar o verão,quis ter diversão,obter um vídeo game,B
35,A Cameron estudou ciências durante anos e agora tem um excelente emprego de professora.,Como descreveria a Cameron?,Muito aliviado.,Alguém que perde o tempo dela.,alguém que gosta de estudar,C
36,"Robin viu Taylor o tempo todo, e um dia, Robin decidiu convidá-la para sair.",Como Robin se sentiria depois?,excitado,triste,vertiginosa,A
37,Taylor obteve todos os prémios na feira este ano.,Como descreveria a Taylor?,Muito entusiasmado .,planejando doar os prémios,orgulhosos de terem conseguido ganhar dinheiro,A
38,Robin assistiu a um filme com todas as crianças e elas estavam felizes.,Como você descreveria Robin?,maternal,feliz,raivoso,B
39,"A Tracy sabia que o amigo estava triste, por isso convidaram-nos para uma festa para os animar.",Como descreveria a Tracy?,Uma pessoa que quer que seus amigos sejam felizes.,Como uma pessoa vizinha,ir a uma festa,A
40,Lee vestiu-se para o Halloween como um personagem assustador de um filme de terror.,Como é que o Lee se sentiria depois?,Culpado.,louco,assustado,C
41,A Bailey levou comida para fora para os animais que estavam no celeiro.,O que é que a Bailey precisa de fazer antes disto?,Traz água .,Comprar comida,Vai para dentro.,B
42,"Sasha ganhou a lotaria, que tinha um jackpot de milhões de dólares.",Como é que o Sasha se sentiria depois?,Feliz e animado,estressado e preocupado,ansioso,A
43,Sydney olhou nos olhos do Robin e beijou-o nos lábios.,Como descreveria Sydney?,Não é uma pessoa afetuosa.,uma pessoa romântica,Desgosto com Robin .,B
44,A Aubrey ficou tão envergonhada quando foram apanhados a roubar que cobriram o rosto com as mãos.,Como descreveria o Aubrey?,orgulhosos de si mesmos.,Envergonhados de si mesmos.,"Satisfeitos com o que fizeram,",B
45,Robin deu uma festa em Tupperware e queria ter todos os seus amigos.,Como você descreveria Robin?,uma pessoa do povo,um solitário,Inconveniente,A
46,A Bailey fez a Taylor contar o inventário físico depois da venda de Acção de Graças.,Porque é que a Bailey precisava de fazer isto?,verificar os registos contra o estoque real,Preparem-se para as vendas da Black Friday.,Queria organizar a loja.,A
47,Cameron queria que o Ash dormisse e contou-lhe uma história.,Porque é que a Cameron fez isto?,Continua a contar histórias.,adormecido,Ele queria ir dormir sozinho.,C
48,Bailey manteve os mandamentos de seu texto religioso porque seus pais lhe disseram para fazê-lo.,O que Bailey vai querer fazer a seguir?,Abandone seus pais,quebrar a lei,Seja uma boa pessoa,C
49,Bailey manteve a estabilidade em todos os níveis da competição de ginástica naquele dia.,O que é que a Bailey precisa de fazer antes disto?,Caem muito,Perder o equilíbrio,Fique quieto .,C
50,A Skylar comprou um relógio para o seu melhor amigo e eles gostaram muito.,O que é que a Skylar precisa de fazer antes disto?,vê um relógio,Compra uma cerveja.,Compra uma prenda para a Skylar .,A
51,A Sydney levou a Riley para casa para verem uma nova série de televisão.,Como descreveria Sydney?,Sentir-se separado,sentir-se confuso,Sentindo-me bem.,C
52,A Robin levou o encontro ao cinema e depois para jantar e ambos se divertiram.,O que acontecerá aos Outros?,Aproveita a data.,pedir um encontro,Casar-se,A
53,A Robin começou a escola hoje e os outros estavam muito curiosos sobre ela.,O que os Outros vão querer fazer a seguir?,Os outros vão fazer perguntas a seguir.,Os outros vão ignorá-la a seguir.,Apresente-se.,A
54,Taylor respondeu com certeza a esta pergunta depois de uma longa deliberação.,Como descreveria a Taylor?,criativo,pensativo,confiante,C
55,A Jordan comeu toda a comida da Sydney e teve de comprar mais porque a Sydney estava com fome.,Como se sentiria Jordan depois disso?,Desagradável,preguiçoso,assustado,A
56,Riley abriu o formulário por esperar uma verificação no correio.,Por que o Riley fez isso?,enviar uma carta,conseguir algum dinheiro,check the mail,B
57,"A Jordan procurou por todas as partes pelas chaves do carro, mas não as encontrou.",Porque é que a Jordan fez isto?,Esconde as chaves.,Pergunta se alguém os viu.,Sair da casa,C
58,"Bailey deixou o cão correr livre num parque de cães, junto com outros cães.",O que vai querer fazer a Bailey a seguir?,Sair da casa,Arranja um cão.,Certifique-se de que o cão fica em uma área onde os cães podem correr livremente,C
59,O Queen ligou para a mãe do Carson e disse-lhe para o ir buscar porque ele estava a ser mau.,Como descreveria o Quinn?,culpado,Como um miúdo com problemas,Como um miúdo fraco,B
60,O Lee correu para a casa do Quinn para atirar ovos como uma brincadeira.,Porque é que o Lee fez isto?,Diverte-te,"- Não , não .",Continua a atirar ovos à casa do Quinn.,A
61,O Austin decidiu construir uma casa para o Quinn.,O que faz o Quinn depois de a casa ser construída?,Abraço ao Austin pela boa ação.,Destruir a casa que o Austin construiu para eles.,Lutar com Austin por não ter construído uma casa bonita.,A
62,"A família de Austin sempre os apoiou, de modo que decidiu fazer suas fortunas.",Por que o Austin?,preparação para o futuro,A família de Austin o obrigou a,Apoio,A
63,Jan acampou com amigos depois de uma longa semana de trabalho sem nada significativo.,Porque é que o Jan fez isto?,"Bem , faz as malas para a viagem .",Recarregamento,preocupação,B
64,O Ash bateu nos lábios da Bailey porque a Bailey estava a dizer mentiras sobre o Ash.,Como descreveria o Ash?,sentir-se passivo,sentir-se triste,irritado,C
65,O Austin tirou as medidas da Cameron para fazer um fato para eles.,O que é que o Austin vai querer fazer a seguir?,Esqueça as medidas por um tempo.,Começa a fazer o fato .,comprar um fato,B
66,Lee deu a Kendall a oportunidade de melhorar as notas no teste.,Como é que o Lee se sentiria depois?,Não agradecido de todo.,Como se lhe tivessem dado uma oportunidade.,Como um desperdício.,B
67,"Depois de muitos meses de discussões e planejamento para o grande encontro, Austin e Addison anunciaram que se casariam.",O que é que a Addison vai querer fazer a seguir?,Arranja um local para o casamento.,Chamar os pais deles,Arranja um vestido de noiva.,B
68,Vários clientes disseram que preferiram o formato de Jesse para as faturas.,Porque é que a Taylor fez isto?,Confundir os clientes.,Torna-o caótico.,"Por favor, os clientes.",C
69,O Aubrey finalmente foi para a cama depois de a mãe gritar para ele sair do jogo.,O que é que o Aubrey precisa de fazer antes disto?,Põe o pijama e apaga as luzes.,- Não te deixes apanhar .,Verifique o despertador duas vezes .,A
70,Jordan deu a Taylor o direito de passagem quando eles estavam na parada de quatro vias.,O que a Jordânia precisa fazer antes disso?,ferir os outros,quer dirigir,wabe de volta depois de ondas de Taylor,B
71,Alex foi a uma festa de Natal e jogou elefante branco. Alex trocou os presentes.,Como Alex se sentiria depois?,Um senso de comunidade,Tudo por si mesmo,Diversão em festas,A
72,Remi pensou muito a respeito dela e escolheu cuidadosamente sua opção.,Por que a Remy fez isso?,decidir pensar a respeito dela,tomar a decisão certa,fazer a escolha errada,B
73,A ajuda de Sasha foi tão útil que Sydney agradeceu a Deus por eles estarem lá.,Como é que isso faria a Sasha se sentir depois?,felizes que Sydney apreciou a ajuda que lhes deram,Desrespeitado por Sydney por serem demasiado simpáticos.,Enlouquecido com a Sydney por exagerar a ajuda deles.,A
74,Taylor deu um abraço à filha deles depois que ela ganhou a competição.,Como descreveria a Taylor?,Cruel com a filha.,Imprudente .,Muito amoroso.,C
75,Alex viu um leão no zoológico depois que ele escapou da gaiola.,Como Alex se sentiria depois?,feliz,excitado,nervoso,C
76,"A Tracy não podia sair para cortar a relva, já que estava doente.",Como descreveria o Jan?,uma pessoa atenciosa,uma pessoa indiferente,Uma pessoa má.,A
77,Sydney escreveu o bilhete e disse-lhes para desfrutarem do espectáculo.,O que é que a Sydney vai querer fazer a seguir?,arranjar um emprego no teatro,receber o pagamento dos clientes,Deixe os outros entrar no show a seguir.,C
78,A Robin guardava o casaco com alfinetes e clipes.,Como é que a Robin se sentiria depois?,Não conservados,Ela sentiu que devia ter costurado os botões de volta no casaco .,Pobre .,A
79,Sydney deslizou as mãos de Taylor pela blusa depois de um jantar romântico.,O que vai acontecer com Sydney?,ser beijada,ir para casa,Os seios de Sydney,A
80,A Robin transformou as jóias da mãe em ouro para que pudessem ser um investimento para o futuro.,O que é que a Robin precisa de fazer antes disto?,Limpa-o .,Não queria nenhuma alteração nas jóias.,precisava de saber que o ouro era valioso,C
81,O Jordan deu-lhes algo para comer e eles se fartaram rapidamente.,Porque é que a Jordan fez isto?,Amado,Aborrecido.,"- Não, não.",A
82,"A Sydney não sabia como parecer profissional para a entrevista, mas a Kai ajudou a Sydney com o visual.",O que vai o Kai querer fazer a seguir?,Vai à entrevista,Pergunta à Sydney como correu .,Obrigado Kai.,B
83,Alex permitiu que os pais entrassem no prédio e tiveram uma longa conversa.,Como descreveria o Alex?,Sentir-se amado,Sentir-se entediado,sentir-se passivo,A
84,"Casey viu um sinal que dizia ""Não há motocicletas"", mas decidiu ignorá-lo e tirou a moto da estrada porque ele realmente queria andar naquela área.",Como descreveria o Casey?,impulsivo,orgulhoso,corajoso,A
85,"O Bailey apaixonou-se pela Aubrey desde o início, quando a viu pela primeira vez.",Como se sentiria o Aubrey?,Sai e diverte-te .,Não fazer nada juntos.,tímida e triste,C
86,Addison lia o jornal todos os dias no café da manhã antes de ir trabalhar.,Porque é que a Addison fez isto?,Tire alguns momentos para relaxar à noite,Descobrir o que estava a acontecer no mundo,bebe um pouco de suco,B
87,A Robin foi a Las Vegas e arriscou a conta de poupança do marido na roleta.,Como é que a Robin se sentiria depois?,remorso,Ignorava o marido zangado.,Não me importava de jogar fora o dinheiro todo.,A
88,A Casey olhou para a Quinn com os olhos porque sentiu que a Quinn não estava a dizer toda a verdade.,O que vai acontecer ao Casey depois?,- Acabar com o Quinn.,Que estão a ser julgados.,desconfortável,C
89,"O Lee tinha fome depois de uma longa noite de trabalho, por isso comeram o pequeno almoço do Alex.",Como Alex se sentiria?,Estou chateado com o Lee.,Feliz com Lee.,culpado por comer o pequeno almoço da Alex.,A
90,A Taylor estava a conduzir na rua e foi atropelada por um carro grande.,O que é que a Taylor vai querer fazer a seguir?,Aborrecido.,Vai para a escola.,feliz,B
91,"Jan foi inscrito em uma partida de tênis local, então Jan foi e jogou duro.",Porque é que o Jan fez isto?,- Não.,estavam entediados,eram bons no ténis,C
92,O Ash enviou a Addison para uma escola para crianças com problemas que tem um bom histórico de reformá-las.,O que vai acontecer com a Addison?,ser um bom pai,Aprenda a fazer o errado.,ser reformado,C
93,O Remy e a Alex tinham ido à praia de férias.,O que vai acontecer com o Alex?,ir a um arranha-céu,Deitado na praia,subir uma montanha,B
94,A Tracy queria dar ao parceiro um presente de desculpa.,O que o parceiro vai querer fazer?,- Preza por ele .,passar tempo com a Tracy.,Perdoe as ações da Tracy.,A
95,Sasha levou o irmão à biblioteca para uma aula de leitura.,O que é que o Sasha vai querer fazer a seguir?,Rindo das histórias engraçadas,Preparem a irmã deles .,Sai para a biblioteca .,A
96,"Robin deixou Kai entrar, mas trancou a porta atrás dele porque havia um homem estranho a segui-los.",O que vai o Kai querer fazer a seguir?,Olhe pela janela.,Avise a polícia.,Pergunta ao Kai o que se passa.,B
97,"Os outros decidiram excluir o novo garoto, mas Addison gostava de todos e não concordava com isso.","Devido a isso, o que os outros farão a seguir?",Tirar um anúncio,Aceitar o novo menino,convidou o novo menino para a festa de aniversário,B
98,A Robin ligou para a empresa de pizza para lhe entregarem.,O que é que a Robin precisa de fazer antes disto?,Vai à mercearia,- Vamos comer um taco.,Pede uma pizza.,C
99,"A filha de Casey, Skylar, está ""crescendo como uma erva daninha"". Como ela cresceu tão rápido, nada mais se encaixa na Skylar.",O que é que o Casey e a Skylar vão comprar?,comprar roupas e sapatos novos em tamanho maior,comprar roupas Skylar no mesmo tamanho,comprar roupas Skylar em um tamanho menor,A
100,Sydney gostou da refeição que eles tiveram no restaurante com seus amigos.,O que é que a Sydney precisa de fazer antes disto?,Fique em casa.,conversar com amigos,escolher comida,C
101,Taylor foi à loja ver se eles podiam comprar pão para a família.,Porque é que a Taylor fez isto?,Seja rude.,Faça algo bom por alguém.,conduzir para a loja,B
102,Sasha não se sentia muito bem e desculpou-se da reunião do pessoal.,O que acontecerá aos Outros?,Está bem.,vomitar no banheiro,Ser enviado para casa descansar.,C
103,A Tracy fez as malas e foi para casa para as férias.,Porque é que a Tracy fez isto?,Estar sozinho no Natal .,estar sozinho para as esperações,passar tempo com os amigos dela,C
104,"O Quinn precisava de dinheiro, por isso a Jan pôs dinheiro no banco do Quinn.",Como se sentiria Jan depois?,Eles perderam dinheiro.,Um amigo que precisava de ajuda.,Deram dinheiro ao Quinn.,C
105,O Austin ficou cheio no jantar e não conseguiu acabar o rack de costeletas e todos os acompanhamentos que encomendou.,O que é que o Austin precisa de fazer antes disto?,Vai a um restaurante antes disto.,Enrole o resto .,Vai para casa antes disto.,A
106,O Carson reuniu os amigos para irem jogar bowling.,O que acontecerá aos Outros?,Ela vai ficar feliz.,Outros vão pensar muito bem no Carson .,Ela vai voltar a ir,B
107,Alex ajudou seu amigo a identificar a fruta antes de experimentarem algo que encontraram na natureza.,O que é que o Alex vai querer fazer a seguir?,Faça uma tarte.,Tenta .,Faça um batido,B
108,Riley deu a Casey um relatório sobre o projeto porque ela queria que Casey soubesse o que estava acontecendo.,O que vai acontecer com Casey?,Chamar de novo,ser atribuído alguma coisa,ser ignorado,B
109,Bailey deu à sua amiga a oportunidade de participar numa sorteio para ganhar um sistema de videojogos.,Como é que a Bailey se sentiria depois?,cruel,odioso,Cuidadoso,C
110,"O Cameron era violento e um dia, depois de os irritar, ele partiu-me a perna com o taco de basebol.",O que é que a Cameron precisa de fazer antes disto?,Chame ajuda pela minha perna quebrada.,Peça desculpa por me ter partido a perna.,Encontre e pegue um morcego,C
111,Kai finalmente chegou à casa de seus amigos para trabalhar em lições de casa.,O que os Outros vão querer fazer a seguir?,passar tempo com a amiga dela,começar os trabalhos de casa,Começam a aula.,B
112,"Robin deu à Casey um corno de baque, mas a Casey não sabia como",O que é que Robin precisa depois disso?,aprender o golpe de corno,Mostro como utilizar Casey,Mostram Casey como utilizar a dádiva,B
113,O Casey tirou a camisa velha e começou a lembrar-se de acontecimentos passados.,Como é que o Casey se sentiria depois?,- É bom.,orgulhoso do passado,saudade,C
114,Jesse tocou o sino da mesa de cabeceira do Mercy General e disse à enfermeira que a dor estava a aumentar.,O que vai acontecer ao Jesse?,A enfermeira vai pôr a bandeja na mesa de cabeceira para o Jesse .,A enfermeira vai dar a Jesse analgésicos na intravenosa ligada à mesa da cama.,Foi dispensado do hospital.,B
115,A Casey entregou a mensagem da Ash à mãe.,O que é que o Ash vai querer fazer a seguir?,Preciso de verificar o número de telefone para ligar,Diz adeus à mãe do Ash.,Preciso de arranjar uma desculpa.,C
116,Remy estava procurando adotar crianças e ela queria um certo grupo de crianças.,O que os outros vão querer fazer a seguir?,Mantenha Remy longe das crianças,Deixe Remy adotar as crianças,Ignorar Remy,B
117,Aubrey comprou um par para Casey depois que ela disse que amava os novos sapatos.,Como você descreveria Aubrey?,amigável,Como se ela importasse,egoísta,A
118,Aubrey achava Jesse doente porque Jesse parecia muito pálido.,Como descreveria Aubrey?,indiferente,em causa,mal-estar e fraqueza,B
119,O Lee colocou o Cameron em branco à volta da Jordan sem permissão porque a Jordan estava fria.,O que vai acontecer ao Lee?,- Não me chateia com a Cameron.,Fique confortável.,Fica quente.,A
120,"O Remy era um bom cidadão da sociedade, por isso salvou a vida do Austin.",Como descreveria o Remy?,Como uma boa pessoa.,como gentil,como egoísta,A
121,Carson tinha passado por uma série de amantes sem considerar os sentimentos deles.,Como descreveria o Carson?,Desdenhoso dos outros,Ciumento dos ex-amantes do Carson.,sensível às necessidades dos outros,A
122,Mesmo que o Casey tenha deixado Austin para trás até falar com ele porque eram bons amigos.,Porque é que o Austin ainda falava com o Casey?,Valorizavam a amizade deles.,Desculpa o Casey por isso .,Ofereceu-lhe um suborno.,A
123,O Ash beijou-me na testa porque bateu no telhado.,Como se sentiria Austin?,Cuidado,louco,culpado,A
124,"A Robin matou o touro, mas a família precisava da comida.",Como é que a Robin se sentiria depois?,Como se ela tivesse feito a coisa certa.,"""Aperfeiçoado pela experiência""",É como matar outro touro.,A
125,Riley apresentou pressão arterial elevada após comer toda torta.,Como descreveria Riley?,Via oral,um pouco doente,feliz,B
126,O Casey nunca respeitou a Cameron e depois descobriu como era ser considerado tão mal.,Como é que o Casey se sentiria depois?,simpático,envergonhado,atencioso,B
127,"A mãe ignorava a justificativa que havia escrito, assim Casey escreveu outra nota.","A seguir, como se sentiria Casey?",Como escrever as coisas,amado,ignorado,C
128,Carson foi contratada por Riley para construir o site para seu novo aplicativo para iPhone.,O que Riley vai querer fazer a seguir?,Construa o site,Entenda as preferências de Riley,Lançar o aplicativo,A
129,O Remy recebeu o exame e viu que a pontuação final não era tão boa quanto esperado.,O que é que o Remy faz antes disto?,Rasga o exame e chora,Faça o teste,Reclamar da pontuação,B
130,Skylar colocou ar em cinzas após passar gás nele.,Como descreveria o Skylar?,vergonhado pelo fato de ele ficar de pé no carro,Uma pessoa que cuida,doente do estômago devido ao cheiro,A
131,A Riley jogou fora os restos do jantar.,O que é que a Riley precisa de fazer antes disto?,Reúna todo o lixo.,Alimenta os restos ao cão.,Lavar a louça com as mãos,A
132,A Alex comprou o telemóvel do Carson e foi muito bom.,Como se sentiria o Alex depois?,É bom ter um telefone .,Como se quisessem ter um bom,excitado,C
133,A Skylar estava a tocar num concerto e tocou outra canção.,O que é que a Skylar precisa de fazer antes disto?,prática,Toca um bis,Escreva uma canção.,A
134,O Lee casou com o seu querido do liceu três vezes ao longo dos anos.,O que é que o Lee precisa de fazer antes disto?,Casem-se com eles novamente.,Viver felizes para sempre,Planeia outro casamento antes disto.,C
135,"A Jan era uma cabra astuta, por isso tirou a carteira deles para pagar.",O que é que a Jan precisa de fazer antes disto?,Fique em casa.,Roubar a carteira .,pagar pela refeição do amigo deles,B
136,Kendall perdeu o controle do carro rapidamente quando deslizou na estrada gelada.,Como se sentiria a Kendall depois?,são maus a conduzir o carro deles,preocupado,feliz,B
137,"A Skylar deixou cair o telemóvel na sanita, por isso precisava de um novo.",Como descreveria a Skylar?,Muito cuidado .,frustrado com isso.,muito desajeitado.,C
138,Sydney contou ao Remy o que tinha acontecido e o Remy sentiu pena da Sydney e ofereceu-se para ajudar.,O que vai acontecer com a Sydney?,Recusar a ajuda do Remy.,Peça ao Remy para lhes dar espaço.,simpático,A
139,A Riley deixou a loja depois de roubar coisas.,O que é que a Riley vai querer fazer a seguir?,Corra depressa.,fugiram da loja depois de roubarem,Saiam antes que a polícia chegue.,C
140,Kai impôs a Tracy as regras do clube que Tracy queria aderir.,O que o Kai precisa fazer antes disso?,assegurar-se de que Tracy segue as regras,ser capaz de impor as regras,Aceitar Tracy como membro do clube,B
141,"Jordan e Alex tinham se tornado amigos íntimos, um dia Jordan sussurrou um segredo no ouvido de Alex e Alex prometeu nunca mais repetir.",Como Alex se sentiria?,desconfiado,confiável,não suportável,B
142,O Austin deu ao Robin uma razão para não ter voltado ontem à noite.,Como é que o Austin se sentiria depois?,Infeliz por não ter dito a verdade.,Um bom contador de histórias .,Ainda bem que ele conseguiu mentir de forma eficaz.,A
143,"Jordan manteve-se à tona, embora estivesse atrasado em pagar as contas.",O que vai querer fazer a seguir?,Compre um carro novo.,Deixe o emprego dele .,Reduzir os gastos dele,C
144,Jan conheceu a mais nova empregada da organização e mostrou-lhe o local.,Como se sentiria Jan depois?,Útil depois.,ignorado depois.,- Desagradável depois.,A
145,Riley enfrentou um futuro incerto com uma boa atitude e um bom carácter.,Como descreveria a Riley?,Eles eram honrados .,Como alguém com caráter,Eles foram criados bem.,A
146,"O namorado da Bailey estava a tentar viola-la, por isso ela acabou por disparar e matá-lo.",Como é que a Bailey se sentiria depois?,Feliz por ele estar morto .,Feliz que a situação tenha acontecido.,Aliviado por estar fora da situação.,C
147,Alex estava a fazer jantar para a mãe todos os dias da semana.,Porque é que a Alex fez isto?,Ajudar os pais dele.,Servir o jantar.,Lave os pratos.,A
148,Jesse conheceu uma garota chamada Kendall e perguntou se ela gostaria de sair.,O que vai acontecer com a Kendall?,Tenha uma boa noite fora.,Decida o que dizer,repreender a outra pessoa por insultá-la,B
149,"O Remy entrou na porta, caiu e viu estrelas.",O que é que o Remy vai querer fazer a seguir?,andar desajeitado,Senta-te um minuto.,- Tem pressa .,B
150,Jordan deu ao irmão algo especial para o seu próximo aniversário.,Porque é que a Jordan lhes deu isto?,negligenciam o aniversário do irmão,ignoram o aniversário do irmão,comemorar o aniversário de seu irmão,C
151,"A Bailey leva sempre o cão ao parque à tarde, mas está sempre com fome no final.",O que vai querer fazer a Bailey a seguir?,Fiz exercício .,ir a um restaurante,Não come há algum tempo.,B
152,"Kai trabalhava como para o Senhor no trabalho quando as coisas não iam bem e sua associação com seu chefe, Sydney, aumentou e aumentou seu salário.",Porque é que o Kai fez isto?,Gabar-se de si mesmo.,"Por favor, seu salvador.",Despejar os colegas de trabalho.,B
153,"O Taylor queria mostrar ao Sasha o quanto ele se importava, então primeiro empurrou o cabelo do Sasha para trás.",O que é que a Taylor vai querer fazer a seguir?,Dá um abraço ao Sasha.,Queria beijar o Sasha.,Fugir de Sasha.,B
154,Carson bateu no bispo até à morte com um taco de basebol.,O que é que o Carson precisa de fazer antes disto?,jogar um jogo de xadrez,O bispo atacou primeiro o Carson .,Encontre o bispo.,C
155,"Não sobrou comida depois da festa em casa dele, então Skylar disse ao Lee para trazer algo para comer.",O que vai a Skylar querer fazer a seguir?,Sai sozinho.,almoçar com o Lee.,Chama a mãe dele.,B
156,Sydney colocou flores no vaso e limpou a casa antes de todos chegarem.,Porque é que a Sydney fez isto?,Fiz isto para estar preparado.,Compre flores.,Fizeste isto para sabotar,A
157,Jan aprendeu a dançar e gosta de praticar muito.,O que vai o Jan querer fazer a seguir?,Dança para os outros.,Falar sobre a dança dela,Como antes disto.,A
