,context,question,answerA,answerB,answerC,correct
18,"Tracy sempre quis participar na luta pela liberdade, ela conseguiu participar.",O que é que a Tracy precisa de fazer antes disto?,Diz adeus a alguém que amas,Treinar com os inimigos .,Junte-se à luta .,C
19,Addison escoveu os dentes e usou fio dental antes de dormir depois de ter ido ao dentista naquela manhã.,Como se sentiria a Addison depois?,"Esquecedora, distraída.",inspirada para lavar os dentes.,sujo e desordenado,B
20,Sydney ficava de olho nas ferramentas nas mãos e pensava apenas nelas.,Como é que a Sydney se sentiria depois?,Útil,agressivo,religioso,A
21,A Riley viu macacos no zoológico a brincarem nos bares.,Como é que a Riley se sentiria depois?,cansado,felicidade,Aborrecido.,B
22,Era o aniversário deles e a Sydney surpreendeu o marido.,O que é que a Sydney precisa de fazer antes disto?,Ele queria fazê-lo feliz,Planeia a surpresa .,Ela queria que o marido sorrisse.,B
23,Lee chamou uma pá de pá e nunca mentiu para as pessoas.,Como você descreveria Lee?,sneaky,franqueza,desonesta,B
24,Lee manteve tudo o controle quando as coisas se ocupavam no trabalho.,Como descreveria Lee?,Como alguém que trabalha no seu trabalho,Confidente,Como alguém com bom temperamento,B
25,O Cameron era muito mau no basquetebol e os amigos pediram-lhe para jogar com eles.,O que é que a Cameron vai querer fazer a seguir?,Participar num torneio de basquetebol,Dar aos amigos um basebol,Prática de tiro de cestas,C
26,"Jesse ia sair e queria avisar os colegas, por isso, escreveu um bilhete no quadro na cozinha.",O que é que o Jesse vai querer fazer a seguir?,Deixe a cozinha por uma semana.,Fique em casa à noite.,Sair para a noite,C
27,"O Lee fez da Carson a esposa deles, e pediram o divórcio no dia seguinte.",O que é que o Lee vai querer fazer a seguir?,Levem-lhe os pertences.,Divorciar-se,Quero a mulher dele.,A
28,A Nova estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que a Nova precisava de fazer antes disto?,Faça um bom trabalho para Lee impressioná-los .,Estou contente por ter sido convidado.,Acabar de ir para a faculdade de medicina,A
29,A Addison sabia que o Quinn tinha contribuído para o projeto e conseguiu que ele participasse do pedido de marca registrada do Kai.,Como se sentiria o Quinn?,Agradecido,não protegido,Um bom planeador.,A
30,"Ash deitou-se ao lado do cão dela Jesse quando o veterinário disse ""pronto?"".",O que é que o Ash precisa de fazer antes disto?,Procura um gato em vez disso.,Diz ao Jesse que ele foi um bom cão .,Ignorar o sofrimento do Jesse.,B
31,Jan apoiou a cabeça na testa de Kendall enquanto estavam na cama.,Porque é que o Jan fez isto?,Põe-lhe óleos na cara da Kendall.,mostrar afeição,ser estranho,B
32,"A Remy passou rapidamente o outro carro, pois estava com pressa de ir para casa e o carro estava a andar muito devagar.",Como é que o Remy se sentiria depois?,Amigável com o outro motorista,irritado com o outro motorista,orgulhoso do outro condutor,B
33,A Jordânia retornou para casa após um dia muito estressante e longo.,O que a Jordânia deseja fazer a seguir?,ir para um trabalho,melhor,deitar e relaxar,C
34,"Quinn ouviu o discurso do pai do Remy, e os olhos do Quinn estavam cheios de pneus.",Como se sentiria o Quinn depois?,A necessidade de beijar o pai do Remy .,apaixonado pelo discurso,necessidade de abraçar no meio do discurso,B
35,A Bailey tinha acabado de mudar-se para uma nova escola e ainda não tinha amigos.,Como é que o Austin se sentiria depois?,Agradecido,excluído,Solitário,C
36,A Tracy deixou o Alex ir primeiro quando chegaram ao parque de montanhas-russa.,Como se sentiria a Tracy depois?,"Considerados, por isso deixaram o Alex entrar na fila primeiro.","paciente, por isso deixaram o Alex entrar na fila primeiro.",dar,A
37,Casey vestiu roupa interior masculina no festival daquela noite.,O que é que o Casey precisa de fazer antes disto?,Não faça nada.,Fica em casa.,Encontrar roupas íntimas de homem,C
38,Jesse ficou feliz que ele tinha terminado para o dia.,O que Jesse precisa fazer a seguir?,Terminar mais tarde,Faça uma pausa,Sair do trabalho,B
39,O Brooklyn estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Brooklyn precisava de fazer antes disto?,como ciumento .,como invejosos,Ter concluído os pré-requisitos de enfermagem,C
40,Ash segurou o cabelo e apoiou-o enquanto vomitava de gripe.,Como descreveria o Ash?,Cuidadoso,preocupados com o amigo deles.,preocupado em pegar a gripe,A
41,Carson imediatamente a pegou e seguiu o processo de forma eficaz.,Como descreveria o Carson?,Muito profissional.,Determinado,incompetente,A
42,Taylor é psiquiatra em um grande hospital.,Como Taylor se sentiria depois?,Inveja de Taylor,hostil,Gratificada,C
43,O Austin voltou para casa à noite depois de trabalhar o dia todo.,Porque é que o Austin fez isto?,Queria ser preguiçoso.,Queria ir para casa.,Relaxa no sofá.,B
44,"Tendo três empregos, como cozinheiro, vendedor e carpinteiro, Carson usava muitos chapéus.",O que é que o Carson precisa de fazer antes disto?,Candidate-se a três empregos de chef,Arranjar três empregos diferentes de carpinteiro,Candidato a três empregos diferentes,C
45,Addison maximizou os lucros totais da Bailey cortando desperdícios e reduzindo custos de mão-de-obra.,O que vai acontecer com a Addison?,inteligente,tornar-se mais rico,ser contratado pela Bailey,C
46,Jesse leu uma história ao Jordan porque ele não queria dormir quando era perto da meia-noite.,O que é que o Jesse vai querer fazer depois?,Sai do quarto do Jordan.,Vai à praia.,comprar mais livros,A
47,Carson jogou cartas com amigos em vez de fazer sua tarefa doméstica que incomodava seus pais.,O que acontecerá com Carson?,deve ser,aterramento,obter mais subsídios,B
48,"O Remy tornou-se muito bom a mentir, depois de mentir a vida toda.",O que é que o Remy precisa de fazer antes disto?,Não mintas.,Continuem a dizer mentiras,Mentir muito,B
49,Taylor conseguiu trabalhar a sua nova tv.,O que é necessário para Taylor diante disso?,receber a sua TV entregue,brag to friends,receber o jantar de TV,A
50,"A Robin viu pessoas sem abrigo na calçada, por isso a Robin deu-lhes dinheiro.",Como é que a Robin se sentiria depois?,zangada consigo mesma.,Envergonhada de si mesma.,orgulhosa de si mesma.,C
51,A Taylor contou aos meus amigos sobre o novo negócio que eu estava a planear começar.,Como é que a Taylor se sentiria depois?,muito chateados consigo mesmos.,Como se fossem úteis.,Como se tivessem feito algo errado.,B
52,Riley também se veste no abrigo e também doou dinheiro.,O que queremos?,recusar a doação,reconhecer sua generosidade,deduzir a doação dos seus impostos,B
53,O Austin foi ao escritório encontrar-se com o cliente que precisava de ajuda.,O que os Outros vão querer fazer a seguir?,Seja rude.,Ser malvado .,- Não .,C
54,"Kendall contratou Skylar para trabalhar para eles como sua assistente pessoal e ficou muito satisfeita com seu trabalho, já que Skylar cumpriu o pedido de Kendall para qualquer coisa que Kendall precisasse.",O que é que a Kendall vai fazer com a Skylar a seguir?,Dar a Skylar mais trabalhos para completar.,Dar uma redução de salário à Skylar .,Não deixe nada para a Skylar fazer.,A
55,Tracy incendiou a trilha em sua nova moto pela primeira vez.,Como você descreveria Tracy?,excitado,muito corajoso,muito lento,B
56,Skylar estava na loja com a mãe quando finalmente encontrou o que queria.,O que a Skylar vai querer fazer a seguir?,Pense no que eles queriam,comprar o item,obter o item,B
57,A Sydney perguntou se podia ir no passeio de barco.,Como se sentiriam os Outros?,Como se Sydney conduzisse o barco.,Como se a viagem não fosse divertida.,Como se precisassem de mais espaço.,C
58,A Riley estava a andar de bicicleta com a Sasha na rua e de repente a Riley caiu da bicicleta dela.,O que é que a Riley precisa de fazer antes disto?,aprender a conduzir um carro,Não pedir permissão para andar na bicicleta do Sasha.,Aprenda a andar de bicicleta,C
59,O Jesse disse à Cameron para relaxar para se divertirem a ver o filme.,O que é que a Cameron vai querer fazer a seguir?,Ver o filme,Diverte-te,- Faça um espectáculo .,A
60,"A Addison era barista num café local, mudou de emprego sem aviso prévio.",Como se sentiria a Addison depois?,Agradecido por trabalhar no café.,feliz por manter o mesmo emprego,culpada por não ter dado aviso prévio.,C
61,Era a música preferida do Kai e eles gostavam sempre que a ouviam tocar.,Como descreveria o Kai?,excitado depois.,"Depois, satisfeito.",Como alguém que gosta da música,C
62,Jordan manteve o seu fim de barganha após o acordo ter sido firmado.,Como descreveria a Jordânia?,Trabalho duro,satisfeito com o facto de todas as partes terem alcançado um acordo,um cheat,A
63,A Tracy não sabia nada de matemática e percebeu que precisaria de ajuda.,O que é que a Tracy vai querer fazer a seguir?,Como amigo.,Vai sozinho .,descobriram que eram maus em matemática,A
64,"O Alex entrou numa igreja e começou a disparar contra as pessoas, alegando estar a administrar a ira do Senhor.",O que os Outros vão querer fazer a seguir?,Fugir da polícia,Evadir a polícia.,Corra e esconda-se.,C
65,"O Taylor deu um mimo ao Carson, o Taylor tinha um estoque de doces japoneses.",Como Taylor se sentiria depois?,um porco doce,Como uma boa pessoa,Como uma pessoa má,B
66,Kai finalmente fez um touchdown depois de tentar muitas vezes.,Como descreveria o Kai?,Compromissos,orgulhoso depois,incapaz,A
67,"A Sydney nunca conseguiu fazer amigos, mudou-se muito.",Como é que a Sydney se sentiria depois?,Um solitário.,Como tentar fazer amigos.,um introvertido,A
68,Robin cumpriu seus deveres no trabalho antes do final do turno.,O que Robin vai querer fazer a seguir?,trabalhar duro,deixar o trabalho,ir para o trabalho,B
69,Addison fez café para o grupo e discutiu o plano.,O que é que a Addison vai querer fazer a seguir?,conflitantes,Informar as pessoas,inteligente,B
70,Ash estava a conduzir pelo deserto e viu a primeira bomba de gasolina a 80 km.,Porque é que o Ash fez isto?,Certifique-se de que ela não tenha acabado de gasolina.,Põe a chave no arranque e vai-te embora .,Volta para o carro.,A
71,Quinn participou da reunião de negócios que foi no restaurante buffet chinês.,Como se sentiria o Quinn depois?,sentiu-se muito satisfeito com a comida da reunião,Estava esfomeado depois da reunião.,como de costume,A
72,Ash empurrou o menino para a piscina para o que ele achava ser uma piada prática inofensiva.,O que Ash vai querer fazer a seguir?,Rir do menino,Assassinar o menino,Tente nadar,A
73,"Kai viu confiança nos olhos de Remy, então ele manteve seu segredo como ele prometeu que faria.",Por que Kai fez isso?,honre a confiança,inteligente,Amado,A
74,Ash garantiu a segurança após a perda das crianças pelo lado da estrada.,Como descreveria Ash?,responsável,alívio que ajudou,calous,A
75,"Depois de a Bailey ter tido sexo com o marido e ter peido na cara dela, a Jan decidiu dar outra oportunidade à Bailey.",Por que é que a Jan perdoou o Bailey?,Perdoou a Bailey por ter peido no marido.,Perdoou a Bailey por ter-lhe peido na cara.,Perdoou a Bailey por ter tido sexo com o peido dela.,B
76,Sasha pagou todos os seus contratos enquanto trabalhava dois empregos.,O que é necessário para que Sasha possa fazer antes disso?,parar de trabalhar até mais tarde,verificar a sua contabilidade,ter bom crédito,B
77,Riley pegou o ônibus após o início da chuva e não tinha guarda-chuva.,O que é que o Riley precisa fazer antes de pegar o ônibus?,parque seu carro,conseguir um emprego dirigindo,necessita de uma subida para outra parte,C
78,A Jordan juntou os fragmentos e consertou o vidro partido.,O que é que a Jordan precisa de fazer antes disto?,Vai lá fora antes disto.,Faça uma festa antes disto.,Reúna os pedaços antes disto .,C
79,A Cameron encheu o rosto com Botox e o procedimento correu mal.,Como se sentiria a Cameron depois?,preocupado,desanimado,excitado,B
80,Sasha trabalhou uma hora extra depois de um longo e duro dia de trabalho.,Como é que o Sasha se sentiria depois?,cansado,tão ambicioso,feliz,A
81,"A Remy estava falida há algum tempo, mas acabou por encontrar dinheiro no sector.",Como é que o Remy se sentiria depois?,Sorte .,Triste .,engenhoso,A
82,"Taylor era médico de família numa pequena aldeia e conhecia bem toda a gente. Então, um paciente apareceu com um ar muito triste. Taylor sabia que precisavam de melhorar o humor do paciente.",O que é que a Taylor precisa de fazer antes disto?,Ignorou o paciente.,Não passou tempo com o paciente,Conheceu o paciente,C
83,Quinn viu um esquilo na calçada.,Porque é que o Quinn fez isto?,Seja alto para que o esquilo corra,Fica quieto para que o esquilo não corra.,Deixe o Ash ver o esquilo .,C
84,"Jordan queria perder peso, então decidiu comer saudável.",O que vai querer fazer a seguir?,Seja preguiçoso.,Loja de alimentos saudáveis,loja de comida de lixo,B
85,O Casey sabia que o motor precisava de aquecer um pouco antes de arrancar.,O que é que o Casey precisa de fazer antes disto?,Precisava de insultar o carro.,Precisava de estacionar o carro na garagem.,aqueça o motor,C
86,"Depois de decidir sair, Ash caminhou com a namorada na mão.",O que é que o Ash vai querer fazer a seguir?,Deixar a namorada no bar.,Ir ao clube com a namorada dele.,Devolver a namorada dele.,B
87,"Remy está prestes a começar a escrever um novo piloto para um programa de televisão, mas primeiro produziu uma apresentação para melhorar a impressão de Casey.",O que é que o Remy vai querer fazer a seguir?,Começar a produção de um filme,Começar a trabalhar num novo piloto,Começar a escrever uma nova canção,B
88,"Enquanto tenta retirar o lanche da máquina de vending, Riley puxou os de",O que acontecerá com Riley?,náuseas,retirar o lanche da máquina de vending,gritar na Riley,B
89,O pai do Jordan comprou-lhe o carro esportivo que sempre sonhou.,Como Jordan se sentiu depois disso?,Ficar chateado com o pai dele.,Nunca conduza o carro,Leva o carro para dar uma volta .,C
90,Sydney tem uma oficina de carpintaria em sua casa.,O que é que a Sydney vai querer fazer a seguir?,Tem uma pequena empresa,Gosta de trabalhar em madeira.,Esculpir um urso,C
91,Sasha baixou o aplicativo de namoro no telefone e começou a usá-lo.,Porque é que o Sasha fez isto?,Queria conhecer novos sócios.,ter um telemóvel inteligente,Queria encontrar-se com os seus conhecidos.,A
92,A Addison quebrou todas as regras do jogo sem perceber que estavam a fazer batota.,O que é que a Addison vai querer fazer a seguir?,Queria ser o melhor.,Peço desculpa aos outros jogadores.,Continuem a fazer batota agora que sabem,B
93,"Para otimizar seus resultados para a compra do carro, Aubrey declarou o negócio usando termos diferentes.",Como é que o Aubrey se sentiria depois?,Ela deu-se a melhor oportunidade possível.,que comprar uma carrinha foi a escolha certa.,Que ela não fez o suficiente para se preparar,A
94,A Aubrey perguntou à Tracy o que haveria no próximo teste.,O que vai acontecer ao Aubrey?,Obter informações,ser assediado,no teste,A
95,Cameron seguiu as instruções detalhadas e montou a estante corretamente.,Como se sentiria a Cameron depois?,inferior e incapaz,Compreensão e habilidade,preguiçoso e incapaz,B
96,"A Bailey falhou no teste da primeira vez, mas a professora Jan deu-lhes outra oportunidade.",O que é que a Jan precisa de fazer antes disto?,- O teste do Bailey.,Imprimir outro teste,pedir ajuda ao professor,B
97,O Riley distribuiu a prata uniformemente pelo armazém da empresa.,Como descreveria a Riley?,- Impressionante.,- Ótimo.,disciplinado,C
98,"A Shasha sabia, com base nas suas experiências, que teria de proteger todos daqui em diante.",Como descreveria a Sasha?,Corajoso,inexperiente,não quer,A
99,Quinn tinha pessoas que queriam comprar coisas de sua loja e ele cuidava de seus negócios.,Como Quinn se sentiria depois?,útil,Fico feliz em descobrir as pessoas,Bom para ajudar seus clientes,A
100,O Quinn escondeu a cabeça na areia porque a situação estava a sair-se do controlo naquele dia.,Como descreveria o Quinn?,Sentindo medo,Sentir-se entediado,- Não.,C
101,Jordan ajudou Riley a encontrar seu caminho de volta ao início.,O que a Jordânia deseja fazer a seguir?,smart,boa com as direções,ir para casa.q,C
102,"Enquanto as mulheres continuavam a discutir onde colocar a árvore, Cameron a colocou.",Porque é que a Cameron fez isto?,Traz a árvore para as mulheres e põe-a no lugar,Descanse os braços até saber onde colocar a árvore.,Colocou a árvore no lugar designado pelas mulheres.,B
103,A Cameron estava a fazer um teste à Robin e a outros alunos.,Como é que a Robin se sentiria depois?,Como se tivessem feito alguma coisa.,como se estivessem a dormir.,Desiludido com o Robin.,A
104,"A mãe da Ash mudou-se para o outro lado do país, mas o Ash ligou-lhe muitas vezes.",O que é que o Ash vai querer fazer a seguir?,Mantenham-se em contacto .,Pára de chamar a mãe dela.,Envia muitas cartas.,A
105,Tracy encontrou frutas e vegetais frescos no mercado que ela usava para embalar seus almoços semanais.,Porque é que a Tracy fez isto?,Incorporar frutas nos seus almoços,Outros queriam ir ao mercado .,Encontrar carne fresca,A
106,Alex colocou Tracy para a cama e depois saiu para sempre.,O que vai acontecer com Tracy?,Assista TV antes de dormir,Prepare-se para a cama,ficar sozinho,C
107,Sasha adorava cantar música clássica. Um amigo de Sasha informou-os de uma oportunidade de emprego para um cantor de música clássica.,O que é que o Sasha vai querer fazer a seguir?,Agradecer ao amigo pela dica do trabalho,Pratique cantar,tocar música clássica no piano,A
108,O Alex fez o Remy ligar à mãe dele para ir buscá-los ao parque.,O que é que o Remy vai querer fazer a seguir?,estavam prontos para ir para casa,Espera pelo carona .,Caminhar para casa,B
109,Aubrey protegeu os olhos do Kai do brilho do sol ontem no Parque Nacional de Yellowstone.,Porque é que o Aubrey fez isto?,ser conhecedor,Ela não queria que o Kai visse o Ted a montar num tigre no parque.,A Kai esqueceu-se dos óculos de sol e deixou-os no quarto dela.,C
110,A Robin conseguiu um quarto de hotel para dormir na sua grande viagem de negócios.,Como descreveria a Robin?,Sentir-se entediado,Bem descansada para o trabalho fora da cidade.,Sentir-se inteligente,B
111,"O Jordan foi preso por roubo, mas conseguiu escapar.",Porque é que a Jordan fez isto?,Encontrar um esconderijo,Fugir do país,viver uma nova vida,C
112,A Casey queria alguns brincos que não podia pagar e pediu à Jan para os levar.,O que vai acontecer com Jan?,Pode meter-se em sarilhos.,Roubar os brincos.,- Não .,B
113,Cameron ficou falida e teve de arranjar emprego o mais rápido possível.,Como se sentiria a Cameron depois?,Agora é triste.,pobres e necessitados,vulneráveis e desempregados,B
114,O Lee estava a ir de bicicleta para casa da escola quando o Ash os encontrou e levou a bicicleta de volta.,Como é que o Lee se sentiria depois?,Com medo de receber dinheiro por roubar a bicicleta do Ash.,Cuidadoso,irritado por ter de andar,C
115,A Robin ajudou a amiga Sasha a sentir-se melhor e eles passaram um bom bocado.,O que é que a Robin precisa de fazer antes disto?,Sai com eles sem problema.,Pensam que eram melhores,Veja que eles precisam dele.,A
116,"Remy queria ter um belo jardim, então eles decidiram cultivar flores.",O que Remy precisa fazer antes disso?,Ver um belo jardim,Tem sementes de flores,Obtenha água para as plantas,B
117,Taylor teria passado no teste se tivesse estudado.,Como é que a Taylor se sentiria depois?,Estudante preguiçoso.,- Está bem.,Infelizmente .,C
118,Jan recebeu algum dinheiro extra como bônus por fazer um bom trabalho.,O que vai o Jan querer fazer a seguir?,Dê o dinheiro para longe.,jogar o dinheiro fora,Guarda o dinheiro em segurança .,C
119,"Riley melhorou a vida dos alunos, levando-os a fazer viagens de campo muitas vezes",O que os alunos querem fazer a seguir?,Agradecer a Riley,formação como professora,Planejar várias viagens,C
120,"A Tracy magoou o Austin muito pior, pegando numa faca e esfaqueando-lhe a canela.",Porque é que a Tracy fez isto?,Aproximação Austin,vingança,Agarra numa faca.,B
121,A Bailey foi à loja comprar tudo o que a Kendall precisava.,Porque é que a Bailey fez isto?,Obrigado Bailey .,Fazer o Kendall falhar.,Ajudar Kendall a ter sucesso,C
122,Jan encontrou tempo para praticar piano antes de seu recital.,O que vai o Jan querer fazer a seguir?,Desiste,Aprenda a tocar piano.,prática,C
123,Sasha mostrou aos amigos o caminho para o parque.,Porque é que o Sasha fez isto?,Gosta de estar no comando .,Vai ao parque.,Um trabalhador duro.,B
124,"Era uma creche de primeira classe que tinha sido pesquisada minuciosamente, por isso o Remy deixou o miúdo nas suas mãos.",O que é que o Remy vai querer fazer a seguir?,Vai trabalhar .,Encontre a creche,O melhor para o miúdo .,A
125,Quinn sempre batia em sua esposa quando eles jogavam xadrez juntos à noite.,O que Quinn vai querer fazer a seguir?,Estude mais xadrez,Evite sua esposa,Fique longe de sua esposa,A
126,"O Carson esteve na faculdade, estudaram a semana toda.",Como você descreveria Carson?,um estudante preguiçoso,Um bom aluno,Gosta de festa,B
127,O Taylor disse aos pais do Kai que ele pediu-lhe em casamento.,O que dirão os pais do Kai à Taylor?,Ficar lisonjeado com a proposta do Taylor.,Perguntarão quando é o casamento.,Vai ficar zangado.,A
128,Sasha está cozinhando na cozinha quando ouvem o sino da porta. Sasha não consegue acreditar que já é hora dos convidados chegarem.,O que é que o Sasha vai querer fazer a seguir?,correr por aí a fazer qualquer limpeza de última hora,Deixem-nos esperar lá fora enquanto terminamos de preparar o jantar .,Concentre-se em terminar de cozinhar o jantar e depois responda,A
129,"Jesse sabia que antes de ir trabalhar, ele precisaria alimentar o animal de estimação de seu amigo.",O que é que o Jesse vai querer fazer a seguir?,Esquece o gato.,Vai trabalhar.,Fica e come comida de gato.,B
130,"A Robin estava sempre atrasada, fazendo com que planear com ele fosse uma dor.",O que os Outros vão querer fazer a seguir?,melhorar a pontualidade,Planeia considerando o tempo que ele vai demorar,Não convidar a Robin.,C
131,O Aaron estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que precisava Aaron fazer antes disso?,Ter concluído os pré-requisitos de enfermagem,como ciumento .,como invejosos,A
132,A Skylar pediu emprestado algumas ferramentas do vizinho para fazer alguns reparos.,O que vai a Skylar querer fazer a seguir?,Destruir as ferramentas.,Agradecer ao vizinho,precisava ir para a casa deles.,B
133,"Sasha mostrou a Lee os relatórios do laboratório e assegurou-lhe que ele ficaria bem, desde que tomasse o medicamento conforme prescrito.",O que é que o Sasha precisa de fazer antes disto?,Experimente o medicamento antes de receitá-lo,Vai para casa descansar.,Ordenem que façam os testes de laboratório ao Lee.,C
134,Jan levou o plano a efeito para que pudesse começar a sua empresa que resolve a fome no mundo.,Porque é que o Jan fez isto?,Queria alimentar os famintos.,pessoas odiadas,uma pessoa rancorosa,A
135,"Correram depois de terem feito o leão dar um tiro e subiram a uma árvore, mas esqueceram-se que ela podia subir.",O que é que o Austin vai querer fazer a seguir?,Salta para baixo para segurança.,Fica na árvore.,afasta-te do leão.,C
136,"O Bailey ficou sobrecarregado, por isso pediu ajuda ao vizinho com os trolls do jardim.",O que vai querer fazer a Bailey a seguir?,Continua a lutar contra os trolls do jardim .,amaldiçoar o vizinho,odeia o seu vizinho,A
137,A Skylar contribuiu para o sucesso da Tracy de todas as formas possíveis.,O que é que a Skylar precisa de fazer antes disto?,Obrigado Skylar .,mostrar o seu apreço,Precisava de conhecer a Tracy.,C
138,"Carson pediu a Sasha em casamento, e ela finalmente deu-lhe uma resposta.",Como descreveria a Sasha?,Fica animado .,Sasha vai ficar feliz.,nervoso por casar,A
139,A Sydney estava a ter um dia mau e a descarregar-se em toda a gente.,O que vai acontecer ao Ash?,ficar chateado,tornam-se felizes,ser confrontado por Ash pelo seu tratamento deles,A
140,A Addison estava muito bem no vestido novo da festa.,Como se sentiria a Addison depois?,Louco e irritado.,excitado e feliz,triste e sozinho,B
141,"O Austin mentiu-lhe, por isso ela nunca soube do caso.",Como se sentiriam os Outros?,enganado,Como se pudessem confiar no Austin.,orgulhoso de Austin,A
142,A Aubrey comprou os sapatos da Alex depois de a Aubrey ter partido e não haver loja à vista.,O que é que o Aubrey vai querer fazer a seguir?,Encontrar uma loja e comprar os seus próprios sapatos novamente,Obrigado Alex pelo chapéu .,Agradeça ao Aubrey por ter comprado os sapatos depois disso.,A
143,"Bailey mudou-se para um apartamento novo, há aranhas por todo o apartamento, Bailey mata uma aranha com o sapato.",Porque é que a Bailey fez isto?,matar outras aranhas,Limpa-lhe o sapato.,Não gosta de percevejos no apartamento dela.,C
144,Quinn deitou ao lado da Jordan e estava grata por cada momento.,Como se sentiria Jordan?,Eles eram cuidadosos .,Amando e amado,Eles eram odiados .,B
145,Ash deixou o gato entrar porque estava frio lá fora.,Como descreveria o Ash?,- É horrível.,- Não.,simpático,C
146,"Depois de saber que havia uma série de roubos na área, Aubrey protegeu a propriedade deles instalando um novo sistema de segurança.",Como se sentiria o Aubrey depois de garantir a segurança da casa deles?,inseguros em sua casa,mais confortáveis em casa,inseguros sobre a segurança de sua casa,B
147,Kendall ficou com razão quando fez seu discurso persuasivo na aula.,O que acontecerá aos Outros?,convencer os colegas de classe,- Não .,ser influenciado,C
148,"Cameron tornou-se actor e o amigo deles, Jesse.",Como descreveria a Cameron?,Como alguém que gosta de atuar,orgulhoso,Como alguém que ensinava a atuar,A
149,"O Austin sentiu como se uma eternidade tivesse passado, mesmo que eles esperassem apenas 5 minutos.",Como descreveria o Austin?,Não é apressado de todo.,Estou contente por ir.,De pressa.,C
150,A Robin ligou para a filha depois de não ter notícias dela durante algum tempo.,Como se sentiriam os Outros?,Muito chateado.,- Furioso com ela .,Estou feliz por ouvir dela .,C
151,O Remy colocou todos os ovos na sua própria cesta em vez de os colocar na mesma cesta.,Porque é que o Remy fez isto?,Façam os ovos especiais.,- Vai buscar um cesto.,Não deixe os ovos misturados.,C
152,A Jordan convenceu os cidadãos a votar.,O que vai querer fazer a seguir?,Queria ter poder.,Queria ter influência.,convencer os outros,C
153,Ash manteve o olhar da Jordan do outro lado da sala.,Como é que o Ash se sentiria depois?,como sorrir para o Jordan,Deveriam olhar para o outro lado .,perseguido,A
154,A Aubrey estava no trabalho a falar com os colegas e a mostrar-lhes fotos do seu novo filhote.,Porque é que o Aubrey fez isto?,Faça perguntas aos colegas de trabalho.,Compartilhar a sua emoção,Compartilhar a sua ansiedade,B
