,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
15012,Jordan procurou e encontrou-se terapia para ajudar seus problemas.,Jordan procurou depois e encontrou terapia para ajudar a resolver seus problemas.,A Jordan procurou e encontrou terapia para ajudar os seus problemas.,O que vai acontecer com os outros?,O que vai acontecer com os outros?,O que vai acontecer com os Outros?,ser louco que Jordan tem a ajuda da terapia,ser louco que Jordan tenha ajudado com a terapia,Ficar zangado que a Jordan tenha recebido ajuda da terapia.,apoiar Jordan para si mesmos obter ajuda com o terapeuta,Apoio Jordan para eles conseguirem ajuda com o terapeuta,apoiar Jordan para si mesmos obtendo ajuda com terapeuta,ignorar Jordan para ir para a terapia,ignorar a Jordânia para conseguir a terapia,Ignora a Jordan por ir a terapia.,B
15013,Austin embarcou no trem para que ele pudesse percorrer um caminho muito longo.,Austin a bordou o trem para que ele possa viajar muito longo caminho.,O Austin subiu ao comboio para viajar muito longe.,Por que Austin fez isso?,Por que o Austin?,Porque é que o Austin fez isto?,Conheça pessoas diferentes em todo o mundo,reunir várias pessoas,Conhecer pessoas diferentes por todo o lado,tirar uma soneca,tomar um colírio,"- Não, não.",Dormir todos os sites,sono em todos os locais,Dormir em todos os locais,A
15014,"Quando Skylar começou a comer torta, ela não conseguia parar.","Quando Skylar começou a comer torta não pôde, possivelmente, parar.","Quando a Skylar começou a comer tarte, não conseguia parar.",Como Skylar se sentiria depois?,Como senti-lo-ia depois?,Como é que a Skylar se sentiria depois?,Sentido cheio,Sentido completo,sentia-se cheio,Um verdadeiro amante da torta,um verdadeiro amante da torta,Um verdadeiro amante de tarte,"realmente, realmente gosto de torta","realmente, mesmo gostando de torta",Gosto muito de tarte.,B
15015,Kendal viu Ash carregando uma grande caixa e abriu a porta para Ash.,Kendal viu Ash carregando uma caixa grande e abriu a porta para Ash.,Kendal viu o Ash a carregar uma caixa grande e abriu a porta para o Ash.,O que Kendall precisa fazer antes disso?,O que o Kendall precisa fazer antes disso?,O que é que a Kendall precisa de fazer antes disto?,Atravesse a porta,caminhar pela porta,Passeia pela porta.,Fecha a porta,feche a porta,Fecha a porta.,Fique na frente de Ash,.,- Vai à frente do Ash.,C
15016,Casey viu uma estrela cadente enquanto eles estavam acampando uma noite.,Casey viu uma estrela de tiro enquanto estavam fora de acampamento uma noite.,O Casey viu uma estrela cadente enquanto estavam a acampar uma noite.,Como Casey se sentiria depois?,Como se sentiria Casey depois?,Como é que o Casey se sentiria depois?,awestruck,awestruck,- Não.,triste,triste,triste,aventureiro e curioso,adventuro e curioso,aventureiro e curioso,A
15017,O Casey pagou ao caixa e levou as malas para o carro.,Casey pagou a caixa e levou suas bolsas fora de seu carro.,A Casey pagou à caixa e levou as malas para o carro.,Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,Uma mãe ocupada,mãe ocupada,Uma mãe ocupada.,entediada,prurido,Aborrecido.,Indiferente,indiferente,indiferente,A
15018,A Riley acabou de jantar e levou os pratos para a pia.,"Riley acabou de jantar e levou as placas para a piscina, e Riley lavava as",A Riley acabou de jantar e levou os pratos para a pia.,O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,tirar o sabão para lavar os pratos,retirar o sabonete para lavar as placas,Tirem o sabão para lavar a louça,Seque-os,Seque- as,secar,Pediu para ser dispensado da mesa,pedido de desculpas,pediram para ser dispensado da mesa,B
15019,"Kai não estava certo de que ele ouviu Sasha, tão suavemente repetiu o que tinha sido dito.","Kai não estava certo que ouvia Sasha, tão bem repetido o que se dizia.","Kai não tinha certeza se ouvia Sasha, então repetia suavemente o que tinha sido dito.",O que Kai vai querer fazer a seguir?,O que o Kai quer fazer em seguida?,O que vai o Kai querer fazer a seguir?,subir as escadas,subir as escadas,- Não .,Pergunte se ele ouviu corretamente,pergunte se ouviu de forma correcta,Pergunte se ele ouviu bem.,lavar pratos,lavar as placas,lavagem de pratos,B
15020,Riley encharcou as roupas novas que Taylor comprou antes de lavá-las para se certificar de que estavam limpas.,Riley embriagou as novas roupas Taylor antes de as lavar para garantir a limpeza.,A Riley molhou as roupas novas que a Taylor comprou antes de as lavarem para ter a certeza de que estavam limpas.,O que Taylor vai querer fazer a seguir?,O que queremos por Taylor?,O que é que a Taylor vai querer fazer a seguir?,Para que as roupas sejam compradas,Para que as roupas sejam compradas,Para as roupas a serem compradas,Seja cauteloso,ser cauteloso,Tenha cuidado .,Use as roupas novas,usar as novas roupas,Veste as roupas novas.,C
15021,Remy comprou algumas luvas novas e as experimentou para ver se elas se encaixavam.,Remy comprou algumas novas luvas e tentou ver se elas se encaixavam.,O Remy comprou luvas novas e experimentou-as para ver se se encaixavam.,O que Remy vai querer fazer a seguir?,O que queremos?,O que é que o Remy vai querer fazer a seguir?,Use suas luvas,utilizar as luvas,Usem as luvas deles.,comprar um trenó,compra de um sled,comprar um trenó,Compre um burro,compra de um chave-chave,comprar um burro,A
15022,"Depois de muito incentivo dos amigos, Alex passou mais tempo com as pessoas da comunidade.","Após muito incentivo dos amigos, Alex passou mais tempo com as pessoas na comunidade.","Depois de muitos encorajamentos de amigos, Alex passou mais tempo com as pessoas da comunidade.",O que vai acontecer com Alex?,O que acontecerá com Alex?,O que vai acontecer com o Alex?,Faça novos vizinhos,fazer novos vizinhos,Fazer novos vizinhos,Torne-se bem viajado,passar a ser bem viajante,Tornar-se bem viajado,Seja mais sociável,ser mais sociável,ser mais sociável,C
15023,Taylor disse a Alex que ele estava indo em uma viagem e perguntou se ele gostaria de se juntar a ele.,Taylor contou a Alex que estava indo em uma viagem e perguntou se gostaria de se juntar.,Taylor disse a Alex que ia fazer uma viagem e perguntou se ele gostaria de se juntar a ele.,O que Alex vai querer fazer a seguir?,O que queremos com Alex?,O que é que o Alex vai querer fazer a seguir?,Pergunte ao seu chefe,Peça ao seu chefe,Pergunta ao chefe deles.,Rir de Taylor em seguida,risos a seguir em Taylor,"A seguir, rir-se-ão da Taylor.",Recusar o convite a seguir,declinar o convite seguinte,Não aceites o convite da próxima vez.,C
15024,Remy preparou outra xícara de sopa para seu filho doente com febre.,Remy preparou outro copo de sopa para o filho doente com febre.,Remy preparou outra xícara de sopa para a criança doente com febre.,Como você descreveria Remy?,Como descreveria a Remy?,Como descreveria o Remy?,mimado,< 1/ 10,mimado,Como um bom pai,como um bom pai,Como um bom pai.,carinhoso,Cuidado,Cuidadoso,B
15025,"Lee era rico e se sentia culpado, então ele deu muito dinheiro para caridade.",lee era rico e se sentia culpado de modo que ele deu muito dinheiro para a caridade.,"O Lee era rico e sentia-se culpado, por isso deu muito dinheiro para caridade.",Como os outros se sentiriam como resultado?,Como os outros se sentiriam como resultado?,Como se sentiriam os Outros?,como ingrato,como ingrato,como ingrato.,como apreciativo,como apreciativo,como apreciativo,como desprezíveis,como desapreciativo,como desaproveitados,B
15026,Kendall sempre quis ser um ator na televisão. Kendall conseguiu o papel principal no programa de televisão.,"Kendall sempre quis ser um ator na televisão, Kendall ganhou o papel de destaque",Kendall sempre quis ser ator na televisão. Kendall conseguiu o papel principal no programa de televisão.,Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,muito ansioso,Muito ansiosa,muito ansioso,muito chateado,Muito desconforto,Muito chateado.,muito feliz,muito feliz,Muito feliz.,C
15027,"Cameron estava doente na escola, e mal conseguia se levantar por conta própria, então Aubrey levou Cameron para casa para descansar.","Cameron estava doente na escola, e não conseguia ficar sozinho, então Aubrey levou Cameron para","A Cameron estava doente na escola e mal conseguia ficar de pé, por isso o Aubrey levou a Cameron para casa descansar.",Como você descreveria Aubrey?,Como descreveria Aubrey?,Como descreveria o Aubrey?,Confiável,< < < < < < < < < ,confiável,Uma pessoa que pensa nos outros,uma pessoa que pensa em outros,uma pessoa que pensa nos outros,Uma pessoa que prioriza seus próprios interesses,uma pessoa que prioriza seus próprios interesses,Uma pessoa que dá prioridade aos seus próprios interesses,B
15028,Alex limpou o olho de Remy porque ela percebeu que seu rímel estava começando a manchar.,"Alex fez uma bacilostomia ocular de Remy, pois percebeu que sua mascara",A Alex limpou o olho da Remy porque ela notou que o rímel dela estava a começar a manchar.,O que Alex precisa fazer antes de fazer isso?,O que é necessário para Alex antes de fazer isso?,O que é que o Alex precisa de fazer antes de fazer isto?,Beijo Remy,jiss Remy,Beija o Remy .,Dê-lhes rímel,dar-lhes mascara,Dê-lhes mascara .,Olhe para Remy,olha para o Remy,Olha para o Remy.,C
15029,"Casey tinha uma alergia a cães, e o cão de Jesse afetou a saúde de Casey.","Casey tinha alergia aos cães, e o cão Jesse afetou a saúde de Casey",O Casey era alérgico a cães e o cão do Jesse afetou a saúde dele.,Como o Casey se sentiria como resultado?,Como se sentiria o Casey?,Como se sentiria o Casey?,Doente,Doença,Doente,Desconsideração da saúde de Casey,ignorância da saúde de Casey,Não tem consideração pela saúde do Casey.,negligência da saúde de Casey,negligência da saúde de Casey,negligente da saúde do Casey,A
15030,Carson reuniu seus amigos para compartilhar as grandes notícias.,Carson reuniu seus amigos para compartilhar a grande notícia.,O Carson reuniu os amigos para partilhar as boas notícias.,Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,fez isso para comemorar,fez isso comemorar a,Fizemos isto para comemorar.,Comemore com seus amigos,celebrar com os amigos,Celebrem com os amigos.,fez isso para lamentar,riz or r r r r r r r ,Fizeste isto para te lamentar.,B
15031,"A Addison gostava muito de batatas fritas, pois estavam a fazê-lo engordar.","Addison gostava muito de colarinho, pois estava fazendo com que ele se adidi","Addison adorava batatas fritas demais, pois estavam a engordá-lo.",Como se sentiria a Addison depois?,Como senti-lo-ia depois?,Como se sentiria a Addison depois?,gordura e infeliz,gordura e infelicidade,Gordo e infeliz.,Rápido e atraente,rápido e atraente,rápido e atraente,magricela e feliz,habilidade e satisfação,magro e feliz,A
15032,"Casey estava preocupado quando o trem começou a tremer, mas eles chegaram até a parada e Casey saiu com segurança.","A Casey estava preocupada quando o trem começou a agitar, mas o fez para","O Casey estava preocupado quando o comboio começou a tremer, mas chegaram à paragem e o Casey saiu bem.",O que Casey vai querer fazer a seguir?,O que queremos com Casey?,O que vai querer fazer o Casey a seguir?,Vá ver um médico,consulte um médico,Vai ver um médico.,Suba no trem,án,Entra no comboio.,Obter um táxi para casa,conseguir uma casa de cab,apanha um táxi para casa.,C
15033,"Porque é o favorito de Sasha e uma refeição fácil de fazer, Sasha comeu pão torrado todas as manhãs.","Por ser o preferido de Sasha e por ser uma refeição fácil, Sasha come pão","Como é a refeição favorita de Sasha e fácil de fazer, Sasha comeu pão torrado todas as manhãs.",Como você descreveria Sasha?,Como descreveria Sasha?,Como descreveria a Sasha?,satisfeito porque ela gosta de torrada,satisfeito porque gosta de amamentar,Satisfeita porque gosta de torradas .,obcecada com o pão,a obsessada com pão,Uma obcecada com pão,Pronto para começar o dia,         ,Pronto para começar o dia .,A
15034,"skylar estava grávida, então ela sentiu uma oscilação em seu quadril.","skylar estava grávida, então sentiu uma percevejo no quadril.","A Skylar estava grávida, por isso sentiu um movimento na anca.",Como você descreveria o Skylar?,Como descreveria o Skylar?,Como descreveria a Skylar?,tão estranho,como estranho,tão estranho,como tensionado,em posição vertical,tão tenso,como calma,como calmo,tão calmo,C
15035,"Kendall queria assistir a um filme, então eles foram ao cinema e escolheram o último lançamento.",Kendall queria assistir um filme e eles foram ao cinema e captaram a mais recente publicação,"A Kendall queria ver um filme, então foram ao cinema e escolheram o último lançamento.",Como Kendall se sentiria depois?,Como se sentiria Kendall depois?,Como se sentiria a Kendall depois?,Ansioso,ansiedade,ansioso,descontentes,Pouco frequentes,descontentado,descontraída,lúdico,relaxado,C
15036,"Depois de se candidatar a diferentes lugares por meses, Robin finalmente conseguiu um novo emprego.","Depois de aplicar em diferentes locais há meses, Robin finalmente aterrissou um novo emprego","Depois de se candidatar a diferentes lugares por meses, Robin finalmente conseguiu um novo emprego.",Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,Orgulha-te,orgulha,orgulhoso,envergonhada,án,envergonhado,deprimido,depressão,Deprimido,A
15037,"Riley vem tentando ganhar um torneio de jogos a cada ano nos últimos 3 anos, mas sempre ficou em segundo lugar.","Riley vem tentando ganhar um torneio de jogo nos últimos 3 anos, mas sempre entrou em segundo","A Riley tem tentado ganhar um torneio de jogos todos os anos nos últimos 3 anos, mas sempre ficou em segundo.",Como Riley se sentiria depois?,Como se sentiria Riley depois?,Como é que a Riley se sentiria depois?,um verdadeiro vencedor,Um vencedor,Um verdadeiro vencedor.,"frustrado, mas então ele se lembraria que ele era melhor do que o primeiro lugar vencedor","frustrado, mas depois ele se lembrava que era melhor que o primeiro lugar vencedor.",frustrado mas depois lembraria que era melhor do que o vencedor do primeiro lugar,frustrados e derrotados,frustrada e derrotada,frustrado e derrotado.,C
15038,"Skylar queria conhecer Alex por um longo tempo, porque ela gostava do jeito que ele parecia.","Skylar queria conhecer Alex há muito tempo, porque gostava do jeito que ele olhava.","A Skylar queria conhecer o Alex há muito tempo, porque gostava da aparência dele.",Como o Skylar se sentiria como resultado?,Como o Skylar sentiria como resultado?,Como é que a Skylar se sentiria?,triste,triste,triste,bonitão,riz,Bonito.,ser feliz,ser feliz,Seja feliz.,C
15039,Kendall ajudou a obter o fogo começou porque ela estava com frio e com fome.,Kendall ajudou a iniciar o incêndio por estar frio e com fome.,A Kendall ajudou a acender o fogo porque estava com frio e fome.,Porque é que o Kendall fez isto?,Por que o Kendall fez isso?,Porque é que a Kendall fez isto?,fez isso para se livrar da madeira,fez-se isso para se livrar da madeira,Fizeste isto para te livrares da madeira,fez isso para aquecer,fez isso para aquecer,Fizeste isto para aqueceres,fez isso para causar problemas,", o que causou problemas na",Fizeste isto para causar problemas,B
15040,Cameron foi acusado de assédio sexual depois que vários estudantes se manifestaram.,Cameron foi acusado de assédio sexual após a fala de vários alunos.,Cameron foi acusada de assédio sexual depois de vários alunos falarem.,Como Cameron se sentiria depois?,Como se sentiria Cameron depois?,Como se sentiria a Cameron depois?,vitorioso,vitoriane,vitorioso,Envergonhada de suas ações,vergonha de suas ações,Envergonhado das suas ações.,Orgulhoso de suas ações,orgulha de suas ações,orgulhoso das suas ações,B
15041,A Skylar não tinha a certeza do que iam fazer na vida até terem um bebé.,"Skylar não tinha certeza do que estava fazendo na vida até ter um bebê, Skylar encontrou",A Skylar não sabia o que iriam fazer na vida até terem um bebé.,O que a Skylar vai querer fazer depois?,O que o Skylar quer fazer depois?,O que vai a Skylar querer fazer depois?,Criar a criança,aumento da criança,criar a criança,casar-se,casar- se,Casar-se,Ignorar a criança,ignorar a criança,Ignore a criança,A
15042,"Embora ela soubesse que estava errado, Bailey julgou a falta de justiça por aquele homem.","Embora soubesse que isso estava errado, Bailey julgou a falta de justeza por","Embora soubesse que era errado, Bailey julgou a falta de justiça desse homem.",O que Bailey precisa fazer antes disso?,O que é necessário para Bailey antes disso?,O que é que a Bailey precisa de fazer antes disto?,Conheça o homem,Saber do homem,Conheço o homem.,Sejam justos,Ser justeza,Seja justo,Deixe o homem,desfoque o homem,Deixa o homem .,A
15043,Jan era a babá favorita de todos porque ela brincava com crianças.,Jan foi a favorita de todos porque brincava com crianças.,Jan era a babysitter favorita de todos porque brincava com crianças.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,ela vai ter mais trabalhos de babysitting,ela vai ganhar mais empregos sentada,Ela vai conseguir mais empregos de babysitting.,ela nunca vai cuidar de crianças novamente,nunca mais irá engravidar as crianças.,Ela nunca mais vai tomar conta de crianças .,ela nunca será paga por babá,nunca será paga para a sentada do bebê.,Ela nunca será paga por cuidar de crianças.,A
15044,Riley não deixou nada para a imaginação enquanto revelavam tudo ao marido.,"Riley não deixou nada para a imaginação, pois eles revelaram tudo para o marido.","A Riley não deixou nada à imaginação, enquanto revelavam tudo ao marido.",O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Esconda-se de seu marido,esconder-se do marido,Escondem-se dos maridos.,Certifique-se de que seu marido entendeu tudo,assegure-se que o marido compreendeu tudo o que,Certificar-se de que o marido entendeu tudo .,seduzir seu marido com mais revelações,encaixe o marido com mais revelações,atrair o marido com mais revelações,B
15045,Ash ajudou Casey a vender sua casa.,Ash ajudou Casey a vender sua casa.,O Ash ajudou o Casey a vender a casa.,O que vai acontecer com Ash?,O que vai acontecer com Ash?,O que vai acontecer ao Ash?,Agradecido por Casey,Agradecer por Casey,Que o Casey agradeça-lhe .,ele vai vendê-lo,ele irá vendê-lo,Ele vai vendê-lo .,ele vai trabalhar duro,ele vai trabalhar muito,Ele vai trabalhar duro.,A
15046,"Austin lamenta quando viu o estoque subir rapidamente, ele ouviu o conselho errado e vendeu suas ações no dia anterior.","Austin lamenta como viu o estoque crescer rapidamente, ouviu o conselho errado e vendeu suas ações no dia","Austin lamenta que viu as ações subindo rapidamente, ele tinha ouvido o conselho errado e vendido suas ações no dia anterior.",O que vai acontecer com Austin?,O que acontecerá com Austin?,O que vai acontecer ao Austin?,profundo arrependimento,arrependimento profundo,Lamento profundamente .,vendê-los e ganhar mais dinheiro,vender e fazer mais dinheiro,Vende-os e ganha mais dinheiro .,Como se fossem ricos,como são ricos,Como se fossem ricos.,A
15047,"Mesmo que Jesse estivesse tendo um dia ruim, Jesse enfrentou todos os desafios bem.","Embora Jesse estivesse tendo um dia ruim, Jesse enfrentou todos os desafios bem.","Mesmo que Jesse estivesse tendo um dia ruim, ele enfrentou bem cada desafio.",O que os outros vão pensar?,O que pensam os outros?,O que vão pensar os Outros?,uma pessoa forte,uma pessoa forte,Uma pessoa forte.,Sai da cama,Sair de cama,Levanta-te da cama.,Desculpem o Jesse.,Pedido de Jesse,Desculpa pelo Jesse.,A
15048,Jesse disse a sua mãe que Sasha tinha gripe para que eles pudessem evitar o tempo de brincadeira com Sasha.,Jesse contou que sua mãe Sasha tinha a gripe para que pudessem evitar o tempo de brincadeira com,O Jesse disse à mãe que o Sasha tinha gripe para evitarem o jogo com o Sasha.,Como Sasha se sentiria como resultado?,Como se sentiria Sasha como resultado?,Como se sentiria Sasha?,saudável,ic,saudável,inteligente,smart,inteligente,ostracizado,ostracizados,Ostracizado,C
15049,Alex encontrou uma casa que ela amava mais perto de seu trabalho.,Alex encontrou uma casa que gostava mais de seu trabalho.,A Alex encontrou uma casa que ela amava mais perto do seu trabalho.,Porque é que o Alex fez isto?,Por que o Alex fez isso?,Porque é que a Alex fez isto?,ela estava olhando,ela estava olhando para o,Ela estava a olhar .,comprar a casa,compra na casa,comprar a casa,não olhando,Não olha,Não olha,A
15050,Jesse forneceu Ash compreensão da ciência que eles estavam aprendendo.,Jesse forneceu a compreensão de Ash sobre a ciência que estavam aprendendo.,Jesse deu ao Ash a compreensão da ciência que estavam a aprender.,Como Jesse se sentiria depois?,Como Jesse se sentiria depois?,Como se sentiria o Jesse depois?,útil e tipo,         ,útil e gentil,Feliz Ash aprendeu,Glad Ash aprendeu,Ainda bem que o Ash aprendeu.,um bom amigo para Ash,um bom amigo de Ash,Um bom amigo do Ash.,A
15051,Aubrey pegou o dinheiro da Robin da bolsa dela ontem por causa de drogas.,Aubrey tirou o dinheiro de Robin de seus dias de hoje em dia para drogas.,A Aubrey tirou o dinheiro da Robin da bolsa dela ontem para drogas.,O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Aubrey foi preso,Aubrey foi detido em,Arrestem o Aubrey .,comprar drogas,compra de medicamentos,comprar drogas,pedir desculpa,digam de tristeza,Peço desculpa .,B
15052,"Kai ficou no chão de Quinn, enquanto Quinn se acovardou no chão do valentão.","Kai permaneceu em solo de Quinn, enquanto Quinn se apoderou no chão do bu","O Kai defendeu o Quinn, enquanto o Quinn se encurralava no chão.",Por que Kai fez isso?,Por que o Kai fez isso?,Porque é que o Kai fez isto?,Levante-se para Quinn,de pé até Quinn,- Não .,mostrar o valentão que eles não poderiam empurrar Quinn ao redor,mostram o bullying que eles não conseguiram empurrar Quinn em torno,Mostrar ao valentão que não podiam empurrar o Quinn.,mostrar o valentão que eles poderiam ajudar a empurrar Quinn ao redor,mostram os bullyings que podem ajudar a empurrar Quinn em torno,Mostrar ao valentão que podiam ajudar a empurrar o Quinn,B
15053,A mãe do Carson estava a celebrar o seu aniversário na semana seguinte e o Carson conheceu a irmã na loja.,"A mãe de Carson estava comemorando o aniversário na semana seguinte, e o mesmo conheceu a",A mãe de Carson estava a celebrar o aniversário na semana seguinte.,Por que Carson fez isso?,Por que o Carson fez isso?,Porque fez o Carson isto?,Queria comprar um presente,quis comprar por um presente,Queria comprar um presente .,Enviar convite para uma refeição de aniversário,envio de convites para uma refeição de aniversário,Enviar convite para uma refeição de aniversário,reservar um local para uma refeição de aniversário,book a venue for a birthday meal,reservar um local para uma refeição de aniversário,A
15054,Tracy contou aos pais sobre a briga na escola.,Tracy contou aos pais sobre a luta na escola.,A Tracy contou aos pais sobre a briga na escola.,O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Diga aos seus pais,contacte os seus pais,Diz aos pais deles,explicar por que ela fez isso,explicam por que ela fez isso,Explique por que ela fez isso.,não gosta de deixar seus pais loucos,não gosta de fazer com que seus pais se enlouqueçam.,Não gosta de irritar os pais.,B
15055,Robin ajudou a mãe de Remy com um grande projeto que eles tinham que completar.,Robin ajudou a mãe de Remy com um grande projeto que tiveram que completar.,A Robin ajudou a mãe do Remy com um grande projeto que tinham de completar.,Como Remy se sentiria como resultado?,Como senti-lo-ia?,Como se sentiria o Remy?,Orgulha-te,orgulha,orgulhoso,louco,ic,louco,Perturbado,tonturas,desanimado,A
