,MarianMT,Unicamp_T5,NLLB_1.3b
238,70,60,80
239,65,70,80
240,75,60,80
241,85,70,90
242,85,60,90
243,70,60,75
244,85,70,60
245,90,60,100
246,70,50,80
247,75,50,60
248,65,40,80
249,85,70,90
250,75,80,70
251,85,75,90
252,85,80,90
253,85,75,70
254,85,80,90
255,75,60,85
256,85,90,95
257,85,75,90
258,75,60,85
259,85,40,90
260,75,60,80
261,75,60,50
262,75,60,50
263,75,65,80
264,85,70,90
265,85,75,90
266,85,60,90
267,70,60,80
268,85,70,90
269,65,50,70
270,85,80,90
271,85,70,90
272,75,60,85
273,85,70,90
274,70,50,80
275,85,90,95
276,85,80,90
277,85,80,75
278,80,70,85
279,85,70,90
280,85,90,80
281,75,80,70
282,75,50,85
283,85,90,80
284,85,70,90
285,78,50,85
286,70,60,80
287,75,60,85
288,85,40,75
289,85,80,90
290,90,70,80
291,65,50,70
292,85,60,90
293,75,60,80
294,85,75,70
295,85,65,90
296,75,80,70
297,75,60,80
298,65,50,75
299,75,60,80
300,75,80,85
301,90,75,85
302,85,90,90
303,75,60,85
304,85,70,90
305,85,70,90
306,75,60,85
307,75,60,85
308,65,40,60
309,65,70,80
310,85,75,90
311,85,70,90
312,65,70,80
313,85,60,90
314,85,75,80
315,85,90,95
316,90,80,95
317,70,65,80
318,75,30,85
319,85,90,95
320,60,40,70
321,75,40,85
322,70,55,75
323,85,40,90
324,85,80,90
325,85,70,90
326,75,80,85
327,70,40,80
328,75,65,80
329,85,70,90
330,85,75,90
331,70,50,80
332,75,60,85
333,85,70,90
334,75,60,85
335,80,60,90
336,75,60,80
337,75,40,85
338,85,70,90
339,70,80,75
340,70,60,75
341,75,80,70
342,70,80,90
343,75,85,90
344,80,60,90
345,60,50,70
346,72,65,82
347,75,85,70
348,85,70,80
349,90,70,85
350,85,60,70
351,70,60,90
352,75,80,70
353,50,20,75
354,85,70,90
355,85,90,80
356,75,40,80
357,75,50,85
358,75,70,80
359,70,80,90
360,75,60,85
361,65,75,80
362,75,60,85
363,80,60,70
364,70,60,85
365,85,70,90
366,75,80,70
367,85,70,90
368,78,70,85
369,85,80,90
370,90,75,85
371,85,70,90
372,85,70,90
373,85,80,90
374,70,80,85
375,75,60,80
376,85,90,95
377,85,75,90
378,70,85,60
379,85,70,80
380,70,40,85
381,70,80,85
382,75,60,85
383,85,60,90
384,85,70,90
385,75,50,80
386,85,70,90
387,85,70,90
388,75,60,70
389,85,70,90
390,63,72,58
391,75,80,85
392,85,60,90
393,75,50,90
394,65,75,80
395,85,70,90
396,70,60,75
397,75,80,60
398,75,60,80
399,85,80,75
400,65,50,70
401,70,50,60
402,85,80,90
403,85,70,90
404,75,85,80
405,85,70,90
406,85,70,90
407,65,75,80
408,65,40,80
409,85,70,90
410,85,70,90
411,85,90,90
412,80,60,70
413,85,70,90
414,85,70,90
415,85,40,90
416,85,75,90
417,75,60,85
418,85,40,70
419,88,70,92
420,85,70,90
421,65,50,40
422,60,40,80
423,70,20,90
424,75,65,80
425,75,50,80
426,85,90,80
427,85,90,80
428,75,60,85
429,75,60,85
430,75,80,70
431,65,50,80
432,80,70,60
433,70,50,80
434,85,70,90
435,85,90,80
436,75,60,85
437,85,75,90
438,75,60,80
439,70,60,80
440,85,70,90
441,70,60,80
442,85,90,95
443,75,80,85
444,80,85,90
445,85,50,90
446,65,50,70
447,70,40,80
448,75,60,80
449,85,78,90
450,75,60,80
451,73,65,85
452,75,80,85
453,75,60,85
454,85,70,90
455,75,50,85
456,70,80,60
457,65,70,80
458,85,70,90
459,75,60,85
460,85,60,90
461,70,60,80
462,85,90,80
463,85,80,90
464,70,50,80
465,85,80,90
466,75,60,80
467,85,70,90
468,80,60,85
469,85,80,90
470,90,85,95
471,85,75,80
472,80,85,90
473,90,85,95
474,65,70,75
475,70,50,80
476,85,75,90
477,85,70,90
478,75,80,90
479,75,60,80
480,75,60,80
481,85,70,80
482,70,45,80
483,80,70,85
484,75,70,80
485,88,74,90
486,75,60,80
487,75,85,80
488,85,80,90
489,85,70,90
490,75,60,80
491,85,75,90
492,85,75,90
493,75,80,70
494,75,60,40
495,85,90,95
496,85,70,90
497,70,60,40
498,70,50,60
499,85,90,80
500,75,65,80
501,80,70,60
502,85,70,90
503,85,75,90
504,80,60,90
505,75,50,60
506,85,60,95
507,85,75,90
508,75,60,85
509,85,70,90
510,75,45,90
511,85,55,90
512,65,60,70
513,85,50,90
514,55,70,60
515,55,70,60
516,65,50,80
517,85,80,90
518,85,60,90
519,75,60,80
520,75,80,85
521,85,75,90
522,85,70,90
523,85,70,90
524,65,70,75
525,70,50,80
526,85,70,90
527,85,80,90
528,85,70,90
529,85,75,90
530,85,70,90
531,75,60,80
532,73,65,50
533,85,70,80
534,87,60,92
535,75,60,80
536,65,40,75
537,72,80,60
538,60,30,75
539,85,75,90
540,70,60,80
541,70,60,80
542,75,60,80
543,70,80,60
544,65,75,85
545,75,50,80
546,70,80,75
547,70,50,60
548,80,60,75
549,70,40,80
550,75,80,65
551,85,70,90
552,70,60,80
553,75,50,90
554,70,50,80
555,75,60,85
556,85,75,80
557,80,70,85
558,85,70,90
559,85,80,90
560,85,90,80
561,70,30,80
562,85,75,90
563,85,75,90
564,80,65,90
565,75,60,85
566,70,60,80
567,85,70,90
568,85,70,90
569,70,40,85
570,85,70,90
571,75,70,60
572,85,70,60
573,85,75,90
574,70,20,85
575,85,75,90
576,90,80,95
577,85,90,70
578,75,60,80
579,70,40,80
580,80,90,85
581,65,40,75
582,85,70,80
583,65,40,75
584,85,90,75
585,70,80,75
586,85,80,90
587,85,70,90
588,85,70,90
589,85,75,90
590,85,60,90
591,85,60,90
592,80,70,85
593,85,70,90
594,90,70,80
595,85,90,80
596,75,80,70
597,83,72,90
598,80,70,85
599,85,60,90
600,85,40,70
601,85,90,80
602,85,70,90
603,70,80,90
604,85,70,90
605,85,70,90
606,65,40,75
607,75,80,85
608,70,50,80
609,70,60,80
610,65,70,80
611,85,75,90
612,75,80,90
613,85,88,90
614,90,80,95
615,85,90,80
616,85,90,75
617,85,70,90
618,85,40,90
619,70,60,50
620,85,70,90
621,65,40,75
622,85,75,90
623,75,60,85
624,70,50,80
625,85,70,90
626,75,60,85
627,70,60,80
628,75,50,80
629,85,70,90
630,75,80,85
631,85,70,90
632,90,75,95
633,75,50,90
634,85,80,90
635,85,50,90
636,85,75,90
637,85,70,90
638,70,60,85
639,85,70,90
640,75,65,55
641,85,60,90
642,85,75,90
643,85,80,90
644,85,75,90
645,75,80,85
646,75,50,80
647,65,50,80
648,65,50,75
649,75,60,80
650,85,80,90
651,75,60,80
652,85,90,95
653,70,55,80
654,75,60,85
655,85,75,90
656,75,65,80
657,70,50,80
658,65,70,40
659,70,80,90
660,65,40,75
661,85,70,90
662,70,40,60
663,75,80,70
664,82,50,88
665,70,60,75
666,70,50,80
667,70,60,80
668,70,40,90
669,85,70,90
670,85,70,90
671,75,80,70
672,70,40,80
673,85,50,90
674,72,58,82
675,70,60,80
676,85,70,80
677,85,70,90
678,85,90,80
679,75,60,80
680,85,70,90
681,60,30,80
682,75,80,90
683,75,30,80
684,85,75,90
685,75,80,70
686,65,40,55
687,65,40,75
688,85,75,90
689,60,40,80
690,75,60,85
691,75,50,85
692,70,80,90
693,85,75,90
694,75,60,65
695,90,85,80
696,75,60,85
697,75,60,80
698,65,10,75
699,75,50,85
700,75,60,90
701,70,60,50
702,70,40,85
703,85,70,90
704,75,60,85
705,85,70,90
706,80,50,90
707,70,60,80
708,65,75,55
709,85,60,90
710,75,60,80
711,85,90,95
712,85,70,90
713,85,60,90
714,75,60,80
715,89,75,92
716,85,90,95
717,75,60,90
718,85,80,90
719,85,70,90
720,75,80,65
721,85,70,90
722,85,40,90
723,85,70,60
724,90,85,95
725,75,40,60
726,75,80,90
727,70,40,85
728,60,20,80
729,85,75,90
730,85,75,90
731,85,70,90
732,85,70,90
733,70,60,80
734,85,65,90
735,85,60,90
736,85,70,90
737,85,70,90
738,70,60,75
739,75,80,85
740,75,60,85
741,85,80,75
742,85,70,90
743,85,80,90
744,85,40,75
745,65,75,80
746,85,70,75
747,65,75,80
748,75,80,70
749,85,70,90
750,70,40,80
751,65,50,75
752,65,40,60
753,85,70,90
754,75,60,65
755,80,60,90
756,75,80,70
757,75,60,80
758,85,75,90
759,85,75,90
760,62,70,78
761,75,60,65
762,60,50,40
763,90,80,85
764,65,50,40
765,75,50,80
766,85,75,90
767,85,75,90
768,85,70,90
769,70,80,60
770,70,60,80
771,75,90,80
772,70,50,80
773,85,70,90
774,85,70,90
775,85,50,90
776,65,40,80
777,70,30,80
778,85,75,90
779,75,60,85
780,75,80,60
781,85,70,90
782,85,70,90
783,60,75,45
784,75,80,85
785,88,78,90
786,85,40,95
787,85,70,90
788,85,70,75
789,70,50,80
790,75,40,80
791,75,60,80
792,85,70,90
793,80,60,70
794,65,80,70
795,65,50,70
796,75,60,80
797,85,60,90
798,85,70,90
799,75,60,85
800,70,60,80
801,75,60,80
802,75,80,90
803,80,70,85
804,70,50,80
805,65,20,80
806,70,60,50
807,85,50,90
808,70,30,80
809,85,90,75
810,85,60,90
811,70,50,80
812,85,70,90
813,85,70,80
814,85,75,90
815,85,80,90
816,85,75,90
817,80,70,85
818,75,60,85
819,75,60,85
820,75,50,85
821,65,75,50
822,85,70,90
823,85,75,90
824,76,84,72
825,70,55,80
826,85,90,95
827,85,80,75
828,75,65,80
829,80,60,50
830,85,70,90
831,85,60,90
832,85,70,90
833,75,80,90
834,65,10,80
835,70,50,60
836,85,70,90
837,85,60,70
838,85,70,90
839,85,60,90
840,75,80,85
841,85,80,90
842,75,40,90
843,85,70,90
844,85,60,90
845,85,75,70
846,85,70,90
847,85,70,75
848,75,60,85
849,78,65,85
850,75,50,85
851,85,70,90
852,85,70,90
853,80,60,90
854,75,60,85
855,85,75,80
856,60,40,70
857,85,70,90
858,85,70,90
859,85,70,90
860,85,70,90
861,75,60,80
862,88,75,92
863,85,75,90
864,75,80,60
865,75,60,70
866,82,70,88
867,70,30,80
868,70,40,85
869,85,75,90
870,85,70,90
871,85,60,90
872,85,75,90
873,75,60,80
874,65,70,50
875,80,70,90
876,70,80,85
877,85,50,90
878,75,60,80
879,70,80,60
880,75,60,80
881,70,40,85
882,85,70,90
883,70,60,80
884,65,40,75
885,70,40,90
886,75,60,85
887,65,50,80
888,80,85,90
889,85,75,90
890,85,70,90
891,75,80,85
892,75,40,85
893,75,60,80
894,85,90,80
895,85,70,90
896,70,80,90
897,65,70,50
898,78,84,70
899,75,80,90
900,70,60,80
901,85,90,95
902,85,60,90
903,85,80,90
904,75,85,90
905,70,85,65
906,85,80,90
907,70,50,60
908,70,60,80
909,87,75,82
910,75,60,80
911,85,70,90
912,75,60,70
913,82,90,70
914,70,80,90
915,85,70,90
916,60,40,75
917,85,90,80
918,72,65,80
919,70,60,80
920,85,70,90
921,85,70,90
922,85,80,90
923,85,75,90
924,85,70,80
925,70,80,60
926,85,65,90
927,70,60,80
928,85,70,90
929,75,60,85
930,85,70,95
931,70,50,80
932,70,60,80
933,85,80,90
934,75,85,80
935,90,85,95
936,90,85,95
937,75,80,90
938,85,75,90
939,85,70,90
940,85,90,75
941,85,70,90
942,75,60,80
943,85,60,90
944,85,70,90
945,85,90,60
946,75,80,70
947,75,60,80
948,75,70,80
949,85,60,90
950,85,70,90
951,85,70,90
952,85,70,90
953,65,70,30
954,89,92,85
955,80,60,90
956,85,70,90
957,85,70,90
958,85,60,90
959,85,70,90
960,70,75,80
961,75,60,85
962,75,60,85
963,90,85,95
964,70,60,40
965,70,60,80
966,85,80,90
967,85,75,90
968,75,60,80
969,70,30,50
970,85,90,80
971,85,70,80
972,85,70,90
973,75,60,85
974,85,70,60
975,80,70,85
976,95,75,90
977,85,70,95
978,75,85,90
979,85,70,90
980,80,20,90
981,70,60,80
982,85,90,80
983,60,40,70
984,85,75,90
985,65,75,80
986,75,60,80
987,80,60,90
988,75,60,85
989,70,75,80
990,85,75,90
991,75,60,70
992,85,70,90
993,75,85,90
994,85,75,90
995,75,80,60
996,70,80,85
997,75,60,85
998,85,70,90
999,70,60,80
1000,85,90,75
1001,80,70,90
1002,75,80,85
1003,65,75,85
1004,70,80,60
1005,85,70,90
1006,85,60,90
1007,75,60,80
1008,75,50,85
1009,85,75,90
1010,85,75,90
1011,85,70,90
1012,85,80,90
1013,80,70,85
1014,60,50,30
1015,75,50,80
1016,70,60,80
1017,75,40,85
1018,65,70,50
1019,65,60,70
1020,90,85,95
1021,65,75,60
1022,75,80,85
1023,55,70,80
1024,70,80,90
1025,65,50,70
1026,60,45,70
1027,75,50,85
1028,70,50,90
1029,70,55,80
1030,85,90,95
1031,85,60,90
1032,85,70,75
1033,85,80,90
1034,80,50,90
1035,78,65,85
1036,85,70,90
1037,65,45,80
1038,70,60,80
1039,80,85,90
1040,85,70,80
1041,85,75,90
1042,85,75,65
1043,85,70,90
1044,85,75,80
1045,85,70,90
1046,85,40,90
1047,70,60,85
1048,75,50,80
1049,75,50,85
1050,40,30,60
1051,75,60,85
1052,75,60,80
1053,70,60,80
1054,85,75,80
1055,75,60,85
1056,70,60,75
1057,85,90,80
1058,60,70,80
1059,75,50,85
1060,80,75,90
1061,85,70,90
1062,90,85,80
1063,75,80,60
1064,85,90,95
1065,70,30,60
1066,90,85,95
1067,85,75,90
1068,85,80,90
1069,70,60,80
1070,95,80,90
1071,75,60,80
1072,85,70,60
1073,70,60,80
1074,70,40,60
1075,85,70,90
1076,80,70,90
1077,80,70,85
1078,85,70,90
1079,85,70,90
1080,75,50,85
1081,85,80,90
1082,75,80,60
1083,85,75,90
1084,70,65,80
1085,75,60,85
1086,65,55,70
1087,75,60,80
1088,85,75,90
1089,75,60,85
1090,75,60,80
1091,70,40,85
1092,70,20,85
1093,85,80,90
1094,85,80,90
1095,85,90,80
1096,85,90,80
1097,85,80,90
1098,85,70,90
1099,75,60,80
1100,85,75,90
1101,90,80,95
1102,75,85,70
1103,70,60,50
1104,70,85,90
1105,60,40,70
1106,85,70,90
1107,85,80,90
1108,85,70,90
1109,70,60,80
1110,85,60,90
1111,72,60,85
1112,75,80,65
1113,75,80,85
1114,80,70,20
1115,75,50,80
1116,75,60,85
1117,90,80,95
1118,85,80,90
1119,85,70,90
1120,70,50,30
1121,90,75,85
1122,88,82,92
1123,85,70,90
1124,80,75,85
1125,85,75,60
1126,75,80,85
1127,85,75,80
1128,85,60,90
1129,79,65,90
1130,65,80,70
1131,75,60,85
1132,70,50,80
1133,85,70,90
1134,70,50,30
1135,70,60,80
1136,85,60,90
1137,85,75,90
1138,85,90,95
1139,70,85,90
1140,85,90,80
1141,75,50,85
1142,85,70,90
1143,85,70,90
1144,70,40,85
1145,75,60,85
1146,75,60,50
1147,60,40,70
1148,70,50,80
1149,70,60,80
1150,90,60,95
1151,70,60,85
1152,75,60,80
1153,75,50,80
1154,75,85,90
1155,60,40,80
1156,75,30,85
1157,85,80,90
1158,85,50,90
1159,85,80,90
1160,85,90,80
1161,80,70,90
1162,85,70,90
1163,70,50,80
1164,90,80,85
1165,65,70,75
1166,85,75,90
1167,70,60,80
1168,70,65,80
1169,85,60,75
1170,85,60,90
1171,75,60,85
1172,85,70,90
1173,70,50,85
1174,65,70,60
1175,80,60,90
1176,70,60,75
1177,85,70,90
1178,75,50,80
1179,85,70,90
1180,65,20,75
1181,75,85,90
1182,70,60,80
1183,85,70,90
1184,85,75,90
1185,72,64,81
1186,85,70,90
1187,80,60,90
1188,85,20,90
1189,85,70,90
1190,85,70,90
1191,85,80,75
1192,85,70,90
1193,80,60,70
1194,85,75,90
1195,70,80,90
1196,75,60,85
1197,75,60,85
1198,70,60,80
1199,85,70,90
1200,65,60,70
1201,65,70,80
1202,70,50,80
1203,75,60,85
1204,85,70,80
1205,75,40,60
1206,85,70,90
1207,90,60,85
1208,70,50,80
1209,85,65,90
1210,85,70,75
1211,75,60,80
1212,65,75,60
1213,75,60,80
1214,85,80,75
1215,75,85,90
1216,85,70,90
1217,75,40,85
1218,75,80,60
1219,70,20,85
1220,85,70,95
1221,85,80,70
1222,90,70,95
1223,70,50,80
1224,90,85,95
1225,85,70,90
1226,85,75,70
1227,75,60,80
1228,85,70,90
1229,75,50,80
1230,90,85,95
1231,70,80,90
1232,75,60,80
1233,85,75,90
1234,65,75,80
1235,85,60,90
1236,85,70,90
1237,85,70,90
1238,75,80,90
1239,60,40,80
1240,85,20,90
1241,75,60,85
1242,85,70,90
1243,75,80,90
1244,75,60,80
1245,85,70,90
1246,80,70,90
1247,75,60,85
1248,70,40,85
1249,65,70,80
1250,75,60,70
1251,90,85,80
1252,75,80,65
1253,85,70,90
1254,85,75,90
1255,90,85,95
1256,85,70,90
1257,85,90,95
1258,75,80,70
1259,70,80,90
1260,85,90,75
1261,75,60,80
1262,75,85,70
1263,78,65,82
1264,75,50,80
1265,75,80,70
1266,85,70,90
1267,70,60,80
1268,75,80,85
1269,85,70,90
1270,70,50,80
1271,75,60,90
1272,85,60,90
1273,85,70,90
1274,75,60,85
1275,75,60,80
1276,85,70,90
1277,70,60,80
1278,85,70,80
1279,85,70,90
1280,65,50,75
1281,65,40,50
1282,88,75,92
1283,75,40,60
1284,85,90,80
1285,85,70,90
1286,80,65,90
1287,85,90,80
1288,85,75,90
1289,65,40,75
1290,65,50,70
1291,85,80,90
1292,65,45,70
1293,85,80,75
1294,80,70,85
1295,60,40,75
1296,70,60,75
1297,75,80,60
1298,70,50,80
1299,75,60,80
1300,70,40,80
1301,85,75,90
1302,85,80,90
1303,70,60,80
1304,65,40,80
1305,75,50,80
1306,75,60,85
1307,75,60,80
1308,65,80,90
1309,75,60,90
1310,85,70,90
1311,75,60,80
1312,75,60,80
1313,70,80,90
1314,75,80,65
1315,85,60,90
1316,75,80,70
1317,90,70,80
1318,90,70,95
1319,75,65,80
1320,78,85,82
1321,85,70,90
1322,75,85,80
1323,85,70,60
1324,80,60,90
1325,85,20,90
1326,80,70,90
1327,85,75,90
1328,70,40,90
1329,85,60,90
1330,75,80,90
1331,75,80,50
1332,70,50,80
1333,85,70,90
1334,75,60,85
1335,75,60,85
1336,65,75,85
1337,75,60,85
1338,75,50,90
1339,75,80,70
1340,90,70,95
1341,65,75,70
1342,85,70,90
1343,70,50,80
1344,88,82,90
1345,85,90,95
1346,75,60,85
1347,55,40,70
1348,80,65,85
1349,65,70,80
1350,75,60,85
1351,85,70,80
1352,85,75,80
1353,85,70,90
1354,75,70,80
1355,70,50,80
1356,85,90,95
1357,85,75,80
1358,70,50,80
1359,85,90,80
1360,70,60,80
1361,85,70,90
1362,65,40,75
1363,85,75,90
1364,75,60,85
1365,65,50,75
1366,85,70,90
1367,85,70,90
1368,85,70,90
1369,85,90,80
1370,75,60,80
1371,75,80,85
1372,75,80,85
1373,85,80,90
1374,70,50,85
1375,85,90,75
1376,90,85,95
1377,75,50,85
1378,85,75,90
1379,65,70,80
1380,75,60,85
1381,85,70,90
1382,72,85,90
1383,85,75,95
1384,75,50,80
1385,85,75,80
1386,75,70,80
1387,75,50,85
1388,85,90,90
1389,70,60,80
1390,85,80,90
1391,85,70,95
1392,85,90,80
1393,85,80,90
1394,75,60,85
1395,85,70,75
1396,75,80,85
1397,75,50,80
1398,85,75,90
1399,85,90,80
1400,85,70,90
1401,80,60,90
1402,60,40,70
1403,85,90,80
1404,85,60,90
1405,85,75,80
1406,85,70,90
1407,75,55,80
1408,70,60,80
1409,70,50,80
1410,75,60,80
1411,70,80,60
1412,70,50,80
1413,70,50,60
1414,85,75,80
1415,85,70,80
1416,75,45,80
1417,85,75,90
1418,85,70,90
1419,65,40,55
1420,75,80,85
1421,75,60,80
1422,65,40,55
1423,75,60,80
1424,75,60,80
1425,85,90,80
1426,70,60,80
1427,85,70,90
1428,85,70,90
1429,85,80,90
1430,85,80,90
1431,65,70,80
1432,85,75,90
1433,85,80,75
1434,70,50,80
1435,75,60,80
1436,85,90,95
1437,75,60,40
1438,85,60,90
1439,85,70,80
1440,85,70,90
1441,70,80,60
1442,80,85,90
1443,85,60,90
1444,85,80,90
1445,85,70,80
1446,95,95,90
1447,85,70,90
1448,85,80,90
1449,75,80,85
1450,65,80,50
1451,85,70,90
1452,85,90,95
1453,85,70,90
1454,75,60,85
1455,60,40,80
1456,85,70,90
1457,70,60,80
1458,75,60,85
1459,85,70,90
1460,85,75,90
1461,75,50,80
1462,75,85,90
1463,65,40,75
1464,70,60,80
1465,75,60,85
1466,90,70,80
1467,70,50,80
1468,75,40,60
1469,80,70,90
1470,65,70,50
1471,75,60,85
1472,85,70,90
1473,85,60,90
1474,70,80,90
1475,60,40,70
1476,75,80,85
1477,75,80,90
1478,90,85,80
1479,65,50,70
1480,72,60,80
1481,85,50,90
1482,75,80,65
1483,75,80,85
1484,85,90,80
1485,75,60,80
1486,70,60,80
1487,85,80,90
1488,85,75,90
1489,72,65,80
1490,70,60,50
1491,70,80,75
1492,75,50,80
1493,75,60,85
1494,75,60,80
1495,70,65,45
1496,85,60,90
1497,85,90,80
1498,85,60,70
1499,75,60,90
1500,85,90,80
1501,75,60,80
1502,75,80,90
1503,85,90,80
1504,75,80,85
1505,75,60,80
1506,75,60,85
1507,85,60,90
1508,85,70,90
1509,85,80,90
1510,85,75,90
1511,75,60,85
1512,85,70,90
1513,75,60,85
1514,90,75,85
1515,70,60,80
1516,85,70,90
1517,65,75,50
1518,85,60,90
1519,90,85,95
1520,85,70,90
1521,65,80,70
1522,75,60,85
1523,85,70,90
1524,85,70,90
1525,60,45,70
1526,75,60,85
1527,80,60,85
1528,85,90,80
1529,70,80,75
1530,85,70,90
1531,75,85,70
1532,65,50,80
1533,85,90,95
1534,85,75,90
1535,85,50,90
1536,85,75,90
1537,75,80,60
1538,85,80,90
1539,85,70,90
1540,85,70,90
1541,85,70,90
1542,85,70,75
1543,72,65,80
1544,85,80,90
1545,75,60,80
1546,65,40,75
1547,70,60,80
1548,90,80,95
1549,70,50,80
1550,70,60,80
1551,75,80,85
1552,90,85,95
1553,85,70,90
1554,85,70,90
1555,85,60,90
1556,75,60,80
1557,85,70,90
1558,75,60,80
1559,85,70,90
1560,70,60,80
1561,75,85,60
1562,85,70,90
1563,80,70,90
1564,85,75,90
1565,85,75,90
1566,85,60,90
1567,90,75,85
1568,80,40,90
1569,85,90,70
1570,70,50,80
1571,70,50,85
1572,85,60,90
1573,84,78,75
1574,85,70,90
1575,90,85,95
1576,90,85,95
1577,85,70,60
1578,85,70,90
1579,70,85,75
1580,85,60,90
1581,85,90,80
1582,85,90,80
1583,85,90,80
1584,65,75,85
1585,85,60,75
1586,75,85,90
1587,85,70,90
1588,75,40,80
1589,75,85,90
1590,85,90,95
1591,90,75,85
1592,85,70,90
1593,70,40,75
1594,85,90,95
1595,85,70,90
1596,75,65,50
1597,85,60,90
1598,60,40,75
1599,75,60,80
1600,80,70,90
1601,90,80,90
1602,75,50,65
1603,85,60,70
1604,85,75,90
1605,85,80,90
1606,75,60,85
1607,75,80,90
1608,60,50,70
1609,75,60,85
1610,85,70,90
1611,60,40,75
1612,90,85,95
1613,90,70,95
1614,75,60,85
1615,85,75,90
1616,85,90,95
1617,75,50,30
1618,70,60,80
1619,70,80,90
1620,75,80,90
1621,85,70,90
1622,75,65,80
1623,75,60,80
1624,85,80,90
1625,85,90,60
1626,45,20,30
1627,70,50,80
1628,75,60,80
1629,85,60,95
1630,85,70,80
1631,75,40,85
1632,70,80,90
1633,80,70,90
1634,75,10,60
1635,70,50,80
1636,85,75,90
1637,70,60,75
1638,85,90,95
1639,75,80,60
1640,80,65,75
1641,85,60,90
1642,85,90,75
1643,95,85,90
1644,85,80,75
1645,85,70,90
1646,65,40,80
1647,70,60,80
1648,85,60,90
1649,75,60,80
1650,65,70,80
1651,65,75,50
1652,75,80,60
1653,75,50,85
1654,75,80,90
1655,75,80,65
1656,75,60,85
1657,85,70,90
1658,75,50,80
1659,80,60,90
