,MarianMT,Unicamp_T5,NLLB_1.3b
849,60,20,75
850,75,60,85
851,70,40,80
852,85,80,90
853,70,80,85
854,85,70,90
855,95,90,85
856,70,60,50
857,85,75,90
858,65,50,80
859,70,80,90
860,85,70,80
861,75,70,85
862,75,70,80
863,75,65,80
864,75,60,85
865,72,58,80
866,85,60,90
867,85,70,75
868,60,50,70
869,85,90,75
870,85,90,95
871,85,70,90
872,90,70,85
873,70,60,80
874,85,70,95
875,85,70,60
876,70,60,80
877,68,74,62
878,85,70,90
879,70,50,85
880,70,60,75
881,85,70,90
882,80,65,85
883,82,70,88
884,75,80,70
885,85,60,90
886,85,90,95
887,75,50,60
888,85,75,90
889,70,50,60
890,85,90,80
891,85,90,80
892,85,70,90
893,95,70,100
894,85,80,90
895,75,50,100
896,85,20,95
897,70,50,80
898,90,80,95
899,70,50,80
900,70,80,60
901,70,60,85
902,85,80,75
903,75,60,85
904,75,50,85
905,85,70,90
906,75,40,85
907,75,65,80
908,85,80,90
909,80,60,90
910,75,30,90
911,85,75,90
912,60,70,75
913,80,60,90
914,85,75,90
915,75,40,90
916,70,50,80
917,85,75,90
918,65,72,60
919,85,90,80
920,90,85,95
921,75,80,85
922,85,70,90
923,70,50,80
924,90,70,95
925,75,60,80
926,70,60,80
927,75,80,90
928,70,50,80
929,85,75,90
930,75,60,85
931,85,70,90
932,72,68,85
933,85,90,95
934,85,65,90
935,90,80,85
936,75,50,80
937,85,90,75
938,85,70,90
939,75,60,85
940,90,70,95
941,75,80,85
942,75,60,80
943,70,80,60
944,75,60,80
945,70,60,75
946,80,70,85
947,75,60,85
948,85,78,90
949,75,60,85
950,85,70,95
951,85,60,90
952,70,60,50
953,85,90,80
954,75,60,80
955,70,55,80
956,75,80,70
957,75,80,70
958,85,80,75
959,70,50,60
960,75,60,85
961,65,50,75
962,80,70,85
963,75,60,85
964,85,75,90
965,70,50,80
966,75,60,65
967,85,70,90
968,70,80,60
969,75,50,80
970,85,70,90
971,80,50,90
972,65,70,75
973,65,50,75
974,85,70,90
975,65,70,80
976,85,70,90
977,65,40,75
978,80,60,85
979,75,40,80
980,85,60,90
981,85,70,90
982,90,70,85
983,75,60,80
984,85,70,90
985,85,70,90
986,78,60,85
987,80,85,90
988,75,80,90
989,65,75,80
990,85,90,80
991,85,75,90
992,65,70,60
993,70,85,60
994,85,75,90
995,85,60,90
996,85,70,90
997,85,70,90
998,80,85,90
999,75,60,85
1000,75,60,80
1001,85,60,90
1002,70,65,60
1003,70,40,90
1004,85,80,90
1005,65,50,60
1006,85,70,90
1007,85,70,90
1008,85,75,90
1009,75,60,70
1010,85,75,90
1011,85,90,80
1012,85,70,90
1013,85,70,90
1014,85,70,80
1015,89,85,92
1016,75,60,85
1017,60,40,75
1018,85,70,90
1019,75,80,85
1020,80,70,90
1021,65,50,70
1022,85,70,90
1023,85,80,90
1024,85,70,90
1025,75,60,80
1026,72,50,85
1027,75,60,85
1028,75,60,85
1029,70,60,50
1030,72,65,85
1031,70,60,80
1032,85,40,90
1033,65,50,80
1034,70,75,60
1035,80,70,90
1036,85,70,90
1037,85,70,95
1038,75,60,85
1039,70,20,80
1040,75,70,80
1041,75,60,80
1042,75,85,60
1043,70,55,80
1044,85,70,90
1045,80,70,90
1046,95,90,85
1047,75,80,85
1048,65,55,80
1049,85,90,95
1050,65,45,60
1051,75,60,80
1052,75,40,80
1053,70,50,80
1054,70,50,80
1055,70,65,80
1056,55,65,70
1057,85,60,90
1058,85,90,80
1059,76,64,82
1060,65,40,80
1061,75,50,80
1062,75,80,85
1063,85,80,90
1064,85,70,90
1065,85,80,90
1066,75,60,70
1067,95,100,90
1068,65,75,80
1069,75,60,85
1070,75,80,85
1071,75,60,85
1072,70,80,50
1073,75,60,85
1074,85,75,90
1075,90,85,95
1076,90,80,95
1077,85,75,90
1078,85,70,80
1079,75,65,80
1080,65,50,80
1081,75,80,85
1082,90,70,85
1083,75,80,85
1084,75,60,85
1085,85,70,90
1086,85,75,90
1087,75,80,70
1088,85,75,80
1089,85,75,90
1090,84,70,90
1091,85,70,90
1092,85,70,90
1093,75,60,80
1094,70,60,85
1095,85,40,90
1096,85,80,90
1097,85,70,90
1098,85,70,90
1099,75,80,65
1100,60,50,65
1101,75,60,85
1102,70,60,75
1103,75,85,80
1104,75,60,80
1105,85,75,90
1106,75,60,80
1107,75,80,90
1108,82,70,88
1109,85,90,95
1110,75,60,80
1111,87,75,80
1112,80,85,90
1113,85,90,80
1114,85,70,60
1115,85,75,80
1116,85,70,80
1117,75,80,70
1118,85,90,80
1119,70,50,80
1120,85,75,90
1121,85,60,90
1122,65,20,80
1123,85,70,90
1124,90,75,95
1125,85,20,90
1126,75,60,80
1127,65,70,80
1128,75,85,80
1129,85,70,90
1130,85,70,90
1131,88,78,85
1132,70,60,80
1133,85,75,90
1134,85,60,70
1135,65,40,80
1136,85,80,90
1137,90,70,95
1138,70,60,80
1139,75,60,70
1140,85,70,75
1141,75,80,85
1142,78,85,72
1143,85,70,90
1144,75,80,85
1145,85,60,75
1146,90,60,95
1147,85,90,80
1148,85,60,90
1149,85,70,90
1150,85,80,90
1151,70,40,90
1152,75,60,80
1153,65,75,50
1154,90,60,95
1155,70,50,80
1156,70,50,80
1157,65,75,80
1158,85,60,90
1159,85,90,80
1160,75,80,85
1161,75,50,80
1162,85,70,65
1163,75,60,80
1164,70,60,80
1165,85,90,95
1166,85,80,90
1167,65,70,75
1168,75,60,85
1169,70,60,50
1170,85,70,90
1171,85,90,95
1172,85,40,90
1173,72,58,82
1174,85,70,90
1175,75,80,60
1176,70,50,80
1177,75,60,85
1178,60,40,70
1179,70,60,80
1180,85,70,60
1181,85,70,90
1182,75,60,80
1183,85,70,90
1184,85,70,90
1185,85,90,80
1186,80,70,90
1187,85,60,75
1188,70,60,80
1189,75,60,90
1190,85,70,80
1191,70,50,80
1192,85,75,80
1193,70,40,60
1194,90,75,95
1195,75,50,85
1196,70,55,60
1197,82,65,78
1198,75,50,85
1199,85,60,90
1200,75,30,85
1201,75,60,80
1202,70,60,80
1203,90,85,95
1204,85,90,70
1205,70,80,60
1206,85,70,90
1207,80,70,90
1208,85,70,90
1209,85,90,95
1210,70,60,80
1211,85,70,90
1212,90,70,95
1213,75,65,80
1214,70,60,80
1215,70,60,80
1216,75,80,85
1217,85,70,90
1218,75,50,65
1219,70,60,75
1220,85,90,75
1221,70,65,75
1222,85,70,90
1223,85,60,90
1224,75,85,90
1225,80,60,85
1226,85,75,90
1227,70,80,85
1228,85,75,90
1229,70,80,60
1230,75,80,85
1231,85,90,80
1232,80,70,85
1233,70,40,80
1234,90,85,95
1235,85,70,90
1236,85,70,90
1237,75,50,80
1238,75,60,80
1239,85,75,90
1240,72,80,90
1241,75,60,80
1242,85,90,80
1243,55,40,70
1244,85,70,90
1245,75,60,85
1246,92,78,84
1247,70,60,80
1248,80,70,90
1249,85,70,90
1250,85,70,90
1251,78,72,85
1252,85,70,90
1253,85,90,80
1254,85,90,80
1255,75,60,80
1256,75,60,80
1257,85,70,80
1258,70,65,55
1259,65,70,80
1260,85,70,90
1261,85,90,80
1262,85,80,90
1263,85,75,90
1264,85,70,90
1265,75,85,70
1266,75,80,90
1267,85,70,90
1268,85,70,90
1269,75,60,85
1270,80,60,70
1271,70,50,80
1272,85,75,95
1273,80,70,90
1274,75,50,85
1275,90,20,95
1276,85,70,90
1277,85,75,90
1278,60,50,70
1279,82,88,75
1280,85,70,90
1281,70,40,60
1282,75,85,65
1283,85,90,80
1284,85,90,95
1285,85,90,80
1286,85,90,80
1287,70,60,80
1288,75,40,85
1289,65,45,60
1290,85,70,80
1291,75,60,85
1292,75,50,85
1293,85,75,90
1294,85,75,90
1295,85,75,90
1296,75,80,90
1297,75,60,80
1298,85,70,90
1299,75,80,90
1300,75,80,70
1301,85,70,90
1302,70,40,85
1303,70,50,80
1304,85,90,90
1305,90,75,85
1306,85,50,90
1307,78,71,84
1308,85,70,90
1309,85,75,90
1310,70,80,60
1311,85,75,90
1312,75,80,90
1313,75,40,80
1314,72,60,82
1315,80,70,90
1316,85,80,90
1317,75,90,85
1318,85,70,90
1319,85,80,90
1320,70,60,80
1321,85,60,70
1322,85,90,80
1323,65,50,75
1324,75,60,85
1325,85,70,90
1326,75,50,80
1327,85,70,80
1328,75,60,80
1329,90,80,70
1330,85,75,90
1331,95,90,100
1332,75,80,85
1333,65,75,80
1334,70,80,85
1335,85,80,90
1336,75,60,80
1337,85,90,88
1338,85,70,90
1339,78,85,90
1340,85,70,90
1341,85,70,90
1342,65,40,75
1343,85,90,95
1344,70,60,50
1345,75,80,90
1346,85,70,90
1347,75,60,85
1348,75,60,85
1349,90,80,90
1350,75,60,80
1351,75,60,85
1352,85,60,75
1353,85,60,90
1354,65,75,85
1355,85,70,90
1356,85,70,90
1357,85,70,90
1358,85,70,90
1359,75,80,85
1360,85,70,80
1361,85,90,85
1362,75,60,85
1363,85,70,90
1364,85,75,60
1365,75,85,90
1366,65,40,20
1367,70,50,80
1368,85,70,90
1369,70,40,85
1370,85,90,95
1371,80,70,90
1372,85,70,80
1373,85,70,75
1374,75,60,85
1375,85,70,90
1376,75,60,80
1377,75,50,85
1378,85,75,90
1379,70,80,75
1380,70,80,60
1381,85,60,90
1382,75,80,70
1383,85,90,80
1384,92,80,95
1385,65,70,75
1386,85,75,90
1387,75,60,80
1388,75,80,70
1389,85,70,90
1390,75,50,85
1391,85,90,95
1392,85,75,90
1393,90,70,100
1394,75,80,85
1395,95,85,100
1396,85,90,95
1397,75,60,80
1398,85,80,90
1399,70,40,80
1400,75,80,70
1401,70,80,60
1402,70,60,50
1403,72,65,85
1404,85,70,90
1405,70,60,80
1406,75,30,85
1407,85,60,90
1408,85,70,60
1409,75,60,85
1410,85,70,90
1411,85,70,90
1412,88,92,90
1413,85,75,90
1414,70,50,60
1415,70,60,80
1416,85,75,90
1417,70,60,80
1418,90,60,95
1419,75,85,80
1420,85,90,88
1421,85,70,90
1422,70,50,80
1423,75,50,80
1424,70,50,60
1425,85,70,90
1426,85,75,90
1427,80,40,90
1428,90,85,95
1429,70,40,80
1430,80,60,90
1431,85,70,60
1432,75,50,80
1433,90,95,85
1434,75,60,85
1435,85,70,90
1436,85,90,80
1437,75,60,85
1438,85,90,75
1439,75,60,85
1440,85,70,90
1441,60,40,80
1442,70,50,85
1443,65,75,60
1444,80,60,90
1445,85,90,75
1446,75,80,85
1447,85,90,87
1448,75,50,85
1449,80,65,75
1450,85,70,90
1451,75,60,85
1452,75,40,85
1453,85,70,90
1454,87,75,90
1455,85,70,90
1456,65,70,80
1457,85,70,75
1458,85,60,90
1459,70,60,80
1460,85,70,90
1461,70,60,85
1462,85,70,90
1463,85,90,80
1464,65,25,80
1465,80,90,85
1466,85,75,90
1467,65,40,80
1468,75,60,80
1469,72,50,65
1470,85,90,80
1471,85,70,90
1472,85,75,90
1473,50,30,60
1474,70,80,90
1475,85,70,90
1476,75,60,80
1477,85,70,90
1478,75,60,90
1479,80,90,95
1480,85,75,90
1481,75,60,70
1482,60,70,50
1483,85,70,90
1484,85,70,90
1485,85,60,90
1486,85,60,90
1487,85,40,70
1488,75,60,85
1489,70,60,80
1490,70,60,50
1491,60,30,40
1492,85,90,95
1493,75,60,80
1494,85,80,90
1495,75,50,90
1496,85,60,90
1497,70,50,40
1498,90,85,95
1499,75,60,80
1500,65,45,60
1501,75,80,90
1502,75,60,85
1503,85,80,90
1504,85,70,90
1505,75,60,80
1506,85,70,60
1507,70,40,85
1508,75,60,80
1509,75,50,80
1510,75,60,50
1511,85,70,90
1512,70,50,80
1513,60,50,70
1514,90,85,80
1515,85,70,90
1516,85,70,90
1517,75,60,80
1518,85,70,90
1519,85,90,95
1520,65,70,75
1521,85,80,90
1522,75,80,90
1523,85,75,80
1524,85,70,90
1525,90,85,80
1526,70,60,80
1527,85,70,90
1528,75,80,85
1529,75,80,70
1530,85,80,90
1531,75,85,90
1532,65,45,70
1533,85,70,90
1534,85,75,90
1535,78,65,85
1536,75,80,85
1537,75,50,90
1538,85,90,95
1539,75,85,80
1540,70,60,85
1541,65,70,80
1542,75,50,85
1543,90,70,95
1544,85,80,90
1545,65,50,75
1546,70,80,90
1547,85,70,90
1548,70,55,60
1549,85,75,90
1550,85,75,90
1551,75,60,85
1552,85,60,90
1553,75,80,70
1554,85,70,90
1555,75,80,90
1556,70,50,80
1557,75,60,85
1558,85,80,75
1559,75,60,80
1560,85,60,90
1561,75,60,80
1562,70,60,80
1563,75,60,80
1564,85,70,90
1565,85,90,95
1566,75,50,90
1567,75,60,80
1568,85,90,80
1569,75,80,60
1570,70,80,90
1571,70,60,75
1572,65,70,75
1573,75,60,80
1574,75,60,80
1575,65,75,70
1576,85,70,90
1577,70,20,80
1578,70,80,60
1579,75,80,70
1580,75,80,90
1581,85,70,90
1582,85,70,90
1583,85,70,80
1584,85,90,80
1585,90,70,80
1586,85,75,90
1587,70,20,90
1588,70,75,80
1589,75,60,70
1590,70,80,85
1591,75,60,70
1592,85,70,90
1593,70,60,80
1594,75,60,80
1595,70,85,50
1596,70,60,60
1597,85,70,90
1598,85,70,90
1599,85,75,90
1600,85,90,95
1601,70,50,80
1602,80,70,90
1603,65,75,50
1604,85,75,90
1605,75,60,80
1606,75,60,80
1607,85,70,90
1608,85,70,90
1609,85,70,90
1610,85,90,95
1611,85,60,90
1612,70,50,80
1613,70,60,75
1614,85,70,90
1615,85,90,95
1616,80,60,90
1617,75,80,85
1618,60,40,75
1619,85,70,90
1620,85,75,90
1621,75,85,90
1622,85,70,90
1623,70,60,40
1624,70,60,80
1625,85,40,95
1626,75,60,50
1627,65,40,50
1628,60,40,70
1629,65,50,40
1630,85,90,95
1631,75,60,40
1632,82,75,88
1633,85,75,70
1634,85,70,90
1635,70,60,80
1636,85,70,90
1637,85,70,90
1638,75,60,85
1639,65,70,80
1640,65,20,75
1641,75,60,70
1642,85,70,90
1643,85,80,90
1644,85,75,90
1645,85,75,90
1646,80,90,75
1647,75,60,50
1648,75,80,70
1649,70,60,80
1650,70,50,80
1651,85,80,90
1652,85,70,90
1653,65,70,80
1654,70,60,80
1655,85,65,70
1656,85,60,90
1657,70,60,80
1658,90,80,90
1659,80,50,90
